A;090;20110801 02:06;VALNET;
B;090;3377822;1;20110801 02:06;;2;14;HENDERSON ST;DENISTONE EAST;2112;;;20110527;20110719;620000;;R;RESIDENCE;2;;;0;AG380898;
C;090;3377822;1;20110801 02:06;2/SP80490;
D;090;3377822;1;20110801 02:06;P;;;;;;
D;090;3377822;1;20110801 02:06;V;;;;;;
B;090;3456975;2;20110801 02:06;;;6 A;STRATFORD AVE;DENISTONE;2114;863.7;M;20110617;20110722;1185000;R2;R;RESIDENCE;;EG2;;0;AG387264;
C;090;3456975;2;20110801 02:06;62/1137911;
D;090;3456975;2;20110801 02:06;P;;;;;;
D;090;3456975;2;20110801 02:06;V;;;;;;
D;090;3456975;2;20110801 02:06;V;;;;;;
D;090;3456975;2;20110801 02:06;V;;;;;;
D;090;3456975;2;20110801 02:06;V;;;;;;
B;090;863155;3;20110801 02:06;;;9;BOYCE ST;RYDE;2112;727.2;M;20110528;20110712;887000;R2;R;RESIDENCE;;EF2;;0;AG387905;
C;090;863155;3;20110801 02:06;100/12999;
D;090;863155;3;20110801 02:06;P;;;;;;
D;090;863155;3;20110801 02:06;P;;;;;;
D;090;863155;3;20110801 02:06;V;;;;;;
B;090;871252;4;20110801 02:06;;14;30;ETHEL ST;EASTWOOD;2122;;;20110601;20110715;456495;;R;RESIDENCE;14;;;0;AG377473;
C;090;871252;4;20110801 02:06;14/SP3577;
D;090;871252;4;20110801 02:06;P;;;;;;
D;090;871252;4;20110801 02:06;P;;;;;;
D;090;871252;4;20110801 02:06;P;;;;;;
D;090;871252;4;20110801 02:06;P;;;;;;
D;090;871252;4;20110801 02:06;V;;;;;;
D;090;871252;4;20110801 02:06;V;;;;;;
B;090;871252;5;20110801 02:06;;26;30;ETHEL ST;EASTWOOD;2122;;;20110601;20110715;456495;;R;RESIDENCE;26;;;0;AG377473;
C;090;871252;5;20110801 02:06;26/SP3577;
D;090;871252;5;20110801 02:06;P;;;;;;
D;090;871252;5;20110801 02:06;P;;;;;;
D;090;871252;5;20110801 02:06;P;;;;;;
D;090;871252;5;20110801 02:06;P;;;;;;
D;090;871252;5;20110801 02:06;V;;;;;;
D;090;871252;5;20110801 02:06;V;;;;;;
B;090;887531;6;20110801 02:06;;;110;RIVER AVE;CHATSWOOD WEST;2067;512.2;M;20110530;20110718;900000;R2;R;RESIDENCE;;FB2;;0;AG380509;
C;090;887531;6;20110801 02:06;261/16042;
D;090;887531;6;20110801 02:06;P;;;;;;
D;090;887531;6;20110801 02:06;P;;;;;;
D;090;887531;6;20110801 02:07;V;;;;;;
B;090;874184;7;20110801 02:07;;;23;GLENDOWER AVE;EASTWOOD;2122;841;M;20110604;20110718;1205000;R2;R;RESIDENCE;;EC2;;0;AG383919;
C;090;874184;7;20110801 02:07;23/20353;
D;090;874184;7;20110801 02:07;P;;;;;;
D;090;874184;7;20110801 02:07;V;;;;;;
B;090;874208;8;20110801 02:07;;;9;GOODWIN ST;WEST RYDE;2114;607;M;20110601;20110715;865000;R2;3;HOUSE;;EG2;;0;AG382042;
C;090;874208;8;20110801 02:07;5/6582;
D;090;874208;8;20110801 02:07;P;;;;;;
D;090;874208;8;20110801 02:07;P;;;;;;
D;090;874208;8;20110801 02:07;V;;;;;;
D;090;874208;8;20110801 02:07;V;;;;;;
B;090;879484;9;20110801 02:07;;;18;LOBELIA ST;CHATSWOOD WEST;2067;524.48;M;20110604;20110718;1015000;R2;R;RESIDENCE;;FB2;;0;AG382265;
C;090;879484;9;20110801 02:07;230/16042;
D;090;879484;9;20110801 02:07;P;;;;;;
D;090;879484;9;20110801 02:07;V;;;;;;
B;090;866182;10;20110801 02:07;;;18;COLLEGE ST;GLADESVILLE;2111;1226.52;M;20110607;20110630;1159000;R2;R;RESIDENCE;;EJ2;;0;AG378890;
C;090;866182;10;20110801 02:07;29/5642;
D;090;866182;10;20110801 02:07;P;;;;;;
D;090;866182;10;20110801 02:07;P;;;;;;
D;090;866182;10;20110801 02:07;V;;;;;;
D;090;866182;10;20110801 02:07;V;;;;;;
B;090;887852;11;20110801 02:07;NORTHVIEW;3;46;FONTENOY RD;MACQUARIE PARK;2113;;;20110708;20110708;470000;;R;RESIDENCE;3;;;0;AG377149;
C;090;887852;11;20110801 02:07;3/SP19364;
D;090;887852;11;20110801 02:07;P;;;;;;
D;090;887852;11;20110801 02:07;V;;;;;;
D;090;887852;11;20110801 02:07;V;;;;;;
D;090;887852;11;20110801 02:07;V;;;;;;
