A;035;20011109 12:45;CDIXON;
B;035;446035;1;20011109 12:45;;;1447;CROOKWELL RD;GOULBURN;2580;10.07;H;20010209;20010508;80000;R;V;VACANT LAND;;HE;;;7630216;
C;035;446035;1;20011109 12:45;2//842599;
D;035;446035;1;20011109 12:45;P;;;;;;
D;035;446035;1;20011109 12:45;P;;;;;;
D;035;446035;1;20011109 12:45;V;;;;;;
D;035;446035;1;20011109 12:45;V;;;;;;
B;035;446150;2;20011109 12:45;;;31;CURRA LANE;MAYFIELD;2580;41.64;H;20001207;20010124;160000;R;R;RESIDENCE;;RJ;;;7575310;
C;035;446150;2;20011109 12:45;50//835566;
D;035;446150;2;20011109 12:45;P;;;;;;
D;035;446150;2;20011109 12:45;P;;;;;;
D;035;446150;2;20011109 12:45;V;;;;;;
D;035;446150;2;20011109 12:45;V;;;;;;
B;035;446168;3;20011109 12:45;;;;PH BORO;WINDELLAMA;2580;40.47;H;20010727;20010910;78000;R;V;VACANT LAND;;RJ;;;7944191;
C;035;446168;3;20011109 12:45;68//750004;
D;035;446168;3;20011109 12:45;P;;;;;;
D;035;446168;3;20011109 12:45;P;;;;;;
D;035;446168;3;20011109 12:45;P;;;;;;
D;035;446168;3;20011109 12:45;P;;;;;;
D;035;446168;3;20011109 12:45;P;;;;;;
D;035;446168;3;20011109 12:45;V;;;;;;
B;035;446200;4;20011109 12:45;;;794;CULLULLA RD;TARAGO;2580;44.17;H;20010510;20010528;140000;R;R;RESIDENCE;;RJ;;;7700149;
C;035;446200;4;20011109 12:45;2//814386 Enclosure Permit 197654;
D;035;446200;4;20011109 12:45;P;;;;;;
D;035;446200;4;20011109 12:45;V;;;;;;
B;035;446238;5;20011109 12:45;;;;PH BOURKE;WOMBEYAN CAVES;2580;518;H;20010605;20010713;500000;R;V;VACANT LAND;;GA;BS;;7794827;
C;035;446238;5;20011109 12:45;169, 170, 184, 185//750005;
D;035;446238;5;20011109 12:45;P;;;;;;
D;035;446238;5;20011109 12:45;V;;;;;;
B;035;446286;6;20011109 12:45;;;;PH BOUVERIE;WOMBEYAN CAVES;2580;80.94;H;20010622;20010830;260000;R;3;;;FA;;;7917999;
C;035;446286;6;20011109 12:45;56//757044;
D;035;446286;6;20011109 12:45;P;;;;;;
D;035;446286;6;20011109 12:45;P;;;;;;
D;035;446286;6;20011109 12:45;V;;;;;;
D;035;446286;6;20011109 12:45;V;;;;;;
B;035;446290;7;20011109 12:45;;;;PH BOUVERIE;WOMBEYAN CAVES;2580;16.59;H;20010622;20010630;40000;R;3;;;HA;;;7918000;
C;035;446290;7;20011109 12:45;63//757044;
D;035;446290;7;20011109 12:45;P;;;;;;
D;035;446290;7;20011109 12:45;P;;;;;;
D;035;446290;7;20011109 12:45;V;;;;;;
D;035;446290;7;20011109 12:45;V;;;;;;
D;035;446290;7;20011109 12:45;V;;;;;;
D;035;446290;7;20011109 12:45;V;;;;;;
B;035;446422;8;20011109 12:45;;;;MERILLA LANE;PARKESBOURNE;2581;10.01;H;20010312;20010412;78000;R;3;FARM;;HF;;;7570258;
C;035;446422;8;20011109 12:45;11//878014;
D;035;446422;8;20011109 12:45;P;;;;;;
D;035;446422;8;20011109 12:45;P;;;;;;
D;035;446422;8;20011109 12:45;V;;;;;;
D;035;446422;8;20011109 12:45;V;;;;;;
B;035;446555;9;20011109 12:45;;;;PH BUMBALLA;TALLONG;2579;43.51;H;20010317;20010330;6000;R;V;VACANT LAND;;RD;;;7518695;
C;035;446555;9;20011109 12:45;1//307770 57//650011 //751257;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;P;;;;;;
D;035;446555;9;20011109 12:45;V;;;;;;
D;035;446555;9;20011109 12:45;V;;;;;;
D;035;446555;9;20011109 12:45;V;;;;;;
D;035;446555;9;20011109 12:45;V;;;;;;
D;035;446555;9;20011109 12:45;V;;;;;;
D;035;446555;9;20011109 12:45;V;;;;;;
D;035;446555;9;20011109 12:45;V;;;;;;
D;035;446555;9;20011109 12:45;V;;;;;;
D;035;446555;9;20011109 12:45;V;;;;;;
D;035;446555;9;20011109 12:45;V;;;;;;
D;035;446555;9;20011109 12:45;V;;;;;;
D;035;446555;9;20011109 12:45;V;;;;;;
D;035;446555;9;20011109 12:45;V;;;;;;
D;035;446555;9;20011109 12:45;V;;;;;;
D;035;446555;9;20011109 12:45;V;;;;;;
D;035;446555;9;20011109 12:45;V;;;;;;
D;035;446555;9;20011109 12:45;V;;;;;;
D;035;446555;9;20011109 12:45;V;;;;;;
D;035;446555;9;20011109 12:45;V;;;;;;
D;035;446555;9;20011109 12:45;V;;;;;;
D;035;446555;9;20011109 12:45;V;;;;;;
D;035;446555;9;20011109 12:45;V;;;;;;
D;035;446555;9;20011109 12:45;V;;;;;;
D;035;446555;9;20011109 12:45;V;;;;;;
D;035;446555;9;20011109 12:45;V;;;;;;
D;035;446555;9;20011109 12:45;V;;;;;;
D;035;446555;9;20011109 12:45;V;;;;;;
D;035;446555;9;20011109 12:45;V;;;;;;
D;035;446555;9;20011109 12:45;V;;;;;;
D;035;446555;9;20011109 12:45;V;;;;;;
D;035;446555;9;20011109 12:45;V;;;;;;
D;035;446555;9;20011109 12:45;V;;;;;;
B;035;446941;10;20011109 12:45;NEVER NEVER;;;CAOURA RD;TALLONG;2579;79.32;H;20010403;20010511;100000;R;3;FARM;;TD;;;7611323;
C;035;446941;10;20011109 12:45;151, 152//548622 17, 23, 52//751266;
D;035;446941;10;20011109 12:45;P;;;;;;
D;035;446941;10;20011109 12:45;P;;;;;;
D;035;446941;10;20011109 12:45;V;;;;;;
B;035;446988;11;20011109 12:45;;;;PH COOKBUNDOON;MARULAN;2579;13.89;H;20010223;20010328;126000;R;3;NULL;;HC;;;7533401;
C;035;446988;11;20011109 12:45;//750009 2//856956;
D;035;446988;11;20011109 12:45;P;;;;;;
D;035;446988;11;20011109 12:45;P;;;;;;
D;035;446988;11;20011109 12:45;V;;;;;;
D;035;446988;11;20011109 12:45;V;;;;;;
B;035;447015;12;20011109 12:45;;;;PH COVAN;TARAGO;2580;3.116;H;20010402;20010402;10000;R;V;VACANT LAND;;XL;;;7518796;
C;035;447015;12;20011109 12:45;1//195371 //750010;
D;035;447015;12;20011109 12:45;P;;;;;;
D;035;447015;12;20011109 12:45;V;;;;;;
B;035;447019;13;20011109 12:45;;;;PH COVAN;TARAGO;2580;40.02;H;20010727;20010824;123000;R;3;;;RL;;;7915265;
C;035;447019;13;20011109 12:45;1//835519;
D;035;447019;13;20011109 12:45;P;;;;;;
D;035;447019;13;20011109 12:45;V;;;;;;
B;035;447058;14;20011109 12:45;;;;OALLEN FORD RD;WINDELLAMA;2580;370.3;H;20001019;20010717;450000;R;3;FARM;;GJ;;;7787262;
C;035;447058;14;20011109 12:45;;
D;035;447058;14;20011109 12:45;P;;;;;;
D;035;447058;14;20011109 12:45;V;;;;;;
