A;101;20030501 12:42;PBARBER;
B;101;1053478;1;20030501 12:42;;;10;BORROWDALE CL;BERRY;2535;15.21;H;20030225;20030408;885000;R;R;RESIDENCE;;QR;;;9551869;
C;101;1053478;1;20030501 12:42;3//703768;
D;101;1053478;1;20030501 12:42;P;;;;;;
D;101;1053478;1;20030501 12:42;P;;;;;;
D;101;1053478;1;20030501 12:42;V;;;;;;
B;101;1053545;2;20030501 12:42;;;15;ALBANY ST;BERRY;2535;;;20030311;20030415;300000;A;R;RESIDENCE;;DA;;;9552400;
C;101;1053545;2;20030501 12:42;3//18189;
D;101;1053545;2;20030501 12:42;P;;;;;;
D;101;1053545;2;20030501 12:42;V;;;;;;
D;101;1053545;2;20030501 12:42;V;;;;;;
B;101;1053553;3;20030501 12:42;;;29;ALBANY ST;BERRY;2535;1170;M;20030228;20030404;565000;A;R;RESIDENCE;;DA;;;9521825;
C;101;1053553;3;20030501 12:42;8/16/8058;
D;101;1053553;3;20030501 12:42;P;;;;;;
D;101;1053553;3;20030501 12:42;V;;;;;;
D;101;1053553;3;20030501 12:42;V;;;;;;
B;101;1054111;4;20030501 12:42;;;4;AMBASSADOR AVE;NORTH NOWRA;2541;622.9;M;20030303;20030407;200000;A;R;RESIDENCE;;FA;;;9545035;
C;101;1054111;4;20030501 12:42;49//245408;
D;101;1054111;4;20030501 12:42;P;;;;;;
D;101;1054111;4;20030501 12:42;P;;;;;;
D;101;1054111;4;20030501 12:42;V;;;;;;
D;101;1054111;4;20030501 12:42;V;;;;;;
B;101;1054797;5;20030501 12:42;;;5;AUSTEN ST;CUNJURONG POINT;2539;884.9;M;20030218;20030404;425000;Z;R;RESIDENCE;;HY;;;9536939;
C;101;1054797;5;20030501 12:42;20//45805;
D;101;1054797;5;20030501 12:42;P;;;;;;
D;101;1054797;5;20030501 12:42;P;;;;;;
D;101;1054797;5;20030501 12:42;V;;;;;;
D;101;1054797;5;20030501 12:42;V;;;;;;
D;101;1054797;5;20030501 12:42;V;;;;;;
B;101;1055355;6;20030501 12:42;;;46;BARDEN CL;CALLALA BAY;2540;750;M;20030307;20030407;168000;A;V;VACANT LAND;;KA;;;9548175;
C;101;1055355;6;20030501 12:42;221//791984;
D;101;1055355;6;20030501 12:42;P;;;;;;
D;101;1055355;6;20030501 12:42;P;;;;;;
D;101;1055355;6;20030501 12:42;V;;;;;;
