A;136;20110801 02:15;VALNET;
B;136;2927404;1;20110801 02:15;;;30;HYDRAE ST;REVESBY;2212;657.3;M;20110615;20110715;600000;A;R;RESIDENCE;;ZC;;0;AG383295;
C;136;2927404;1;20110801 02:15;21/1041601;
D;136;2927404;1;20110801 02:15;P;;;;;;
D;136;2927404;1;20110801 02:15;V;;;;;;
D;136;2927404;1;20110801 02:15;V;;;;;;
D;136;2927404;1;20110801 02:15;V;;;;;;
D;136;2927404;1;20110801 02:15;V;;;;;;
D;136;2927404;1;20110801 02:15;V;;;;;;
B;136;3406250;2;20110801 02:15;;2;11;CAHORS RD;PADSTOW;2211;;;20110430;20110704;408000;;R;RESIDENCE;2;;;0;AG382698;
C;136;3406250;2;20110801 02:15;2/SP79812;
D;136;3406250;2;20110801 02:15;P;;;;;;
D;136;3406250;2;20110801 02:15;V;;;;;;
B;136;1332706;3;20110801 02:15;;;23;BEACONSFIELD ST;REVESBY;2212;557.33;M;20110504;20110712;510100;A;R;RESIDENCE;;ZG;;0;AG374570;
C;136;1332706;3;20110801 02:15;7/15482;
D;136;1332706;3;20110801 02:15;P;;;;;;
D;136;1332706;3;20110801 02:15;P;;;;;;
D;136;1332706;3;20110801 02:15;V;;;;;;
D;136;1332706;3;20110801 02:15;V;;;;;;
B;136;1340692;4;20110801 02:15;;23;65;CHISWICK RD;GREENACRE;2190;;;20110530;20110711;297000;;R;RESIDENCE;23;;;0;AG386815;
C;136;1340692;4;20110801 02:15;23/SP12576;
D;136;1340692;4;20110801 02:15;P;;;;;;
D;136;1340692;4;20110801 02:15;V;;;;;;
B;136;1348769;5;20110801 02:15;;;148;GIBSON AVE;PADSTOW;2211;556.4;M;20110601;20110713;825000;A;R;RESIDENCE;;ZH;;0;AG377347;
C;136;1348769;5;20110801 02:15;26/209138;
D;136;1348769;5;20110801 02:15;P;;;;;;
D;136;1348769;5;20110801 02:15;P;;;;;;
D;136;1348769;5;20110801 02:15;V;;;;;;
B;136;1354213;6;20110801 02:15;;3;14;HIXSON ST;BANKSTOWN;2200;;;20110615;20110708;290000;;R;RESIDENCE;3;;;0;AG372694;
C;136;1354213;6;20110801 02:15;3/SP18855;
D;136;1354213;6;20110801 02:15;P;;;;;;
D;136;1354213;6;20110801 02:15;V;;;;;;
B;136;1359460;7;20110801 02:15;;;6;LANCELOT ST;BANKSTOWN;2200;627.28;M;20110611;20110714;504000;A;R;RESIDENCE;;ZX;;0;AG379893;
C;136;1359460;7;20110801 02:15;83/9153;
D;136;1359460;7;20110801 02:15;P;;;;;;
D;136;1359460;7;20110801 02:15;V;;;;;;
D;136;1359460;7;20110801 02:15;V;;;;;;
B;136;1332958;8;20110801 02:15;;;67;BEATRICE ST;BASS HILL;2197;472.03;M;20101101;20101101;185000;A;R;RESIDENCE;;ZT;;0;AG374777;
C;136;1332958;8;20110801 02:15;95/8710;
D;136;1332958;8;20110801 02:15;P;;;;;;
D;136;1332958;8;20110801 02:15;V;;;;;;
D;136;1332958;8;20110801 02:15;V;;;;;;
D;136;1332958;8;20110801 02:15;V;;;;;;
B;136;1351729;9;20110801 02:15;;4;113;HECTOR ST;SEFTON;2162;;;20110604;20110715;349000;;R;RESIDENCE;4;;;0;AG383320;
C;136;1351729;9;20110801 02:15;4/SP7967;
D;136;1351729;9;20110801 02:15;P;;;;;;
D;136;1351729;9;20110801 02:15;V;;;;;;
B;136;1359654;10;20110801 02:15;;3;40;LARIEN CRES;BIRRONG;2143;;;20110527;20110701;312000;;R;RESIDENCE;3;;;0;AG379644;
C;136;1359654;10;20110801 02:15;3/SP63388;
D;136;1359654;10;20110801 02:15;P;;;;;;
D;136;1359654;10;20110801 02:15;V;;;;;;
B;136;1362972;11;20110801 02:15;;;151;MARION ST;BANKSTOWN;2200;1043;M;20110430;20110714;572500;A;R;RESIDENCE;;ZW;;0;AG375872;
C;136;1362972;11;20110801 02:15;161/7708;
D;136;1362972;11;20110801 02:15;P;;;;;;
D;136;1362972;11;20110801 02:15;V;;;;;;
D;136;1362972;11;20110801 02:15;V;;;;;;
B;136;1333158;12;20110801 02:15;;;198;BELAR AVE;VILLAWOOD;2163;626;M;20110412;20110511;357000;A;R;RESIDENCE;;ZU;;0;AG379982;
C;136;1333158;12;20110801 02:15;554/36611;
D;136;1333158;12;20110801 02:15;P;;;;;;
D;136;1333158;12;20110801 02:15;P;;;;;;
D;136;1333158;12;20110801 02:15;V;;;;;;
B;136;1341260;13;20110801 02:15;;;17;CLAREMONT AVE;GREENACRE;2190;486.9;M;20110602;20110623;715000;I;V;VACANT LAND;;FA;;0;AG374762;
C;136;1341260;13;20110801 02:15;63/14658;
D;136;1341260;13;20110801 02:15;P;;;;;;
D;136;1341260;13;20110801 02:15;V;;;;;;
D;136;1341260;13;20110801 02:15;V;;;;;;
B;136;1343990;14;20110801 02:15;;21;45;DE WITT ST;BANKSTOWN;2200;;;20110604;20110718;308000;;R;RESIDENCE;21;;;0;AG374087;
C;136;1343990;14;20110801 02:15;21/SP51690;
D;136;1343990;14;20110801 02:15;P;;;;;;
D;136;1343990;14;20110801 02:15;V;;;;;;
B;136;1351995;15;20110801 02:15;;;8;HELEN ST;SEFTON;2162;607.95;M;20110507;20110715;405000;A;R;RESIDENCE;;ZR;;0;AG381606;
C;136;1351995;15;20110801 02:15;4/20523;
D;136;1351995;15;20110801 02:15;P;;;;;;
D;136;1351995;15;20110801 02:15;V;;;;;;
B;136;1346934;16;20110801 02:15;;;45;FARADAY RD;PADSTOW;2211;;;20110516;20110701;565000;A;R;RESIDENCE;;ZB;;0;AG380348;
C;136;1346934;16;20110801 02:15;4, 5/16711;
D;136;1346934;16;20110801 02:15;P;;;;;;
D;136;1346934;16;20110801 02:15;V;;;;;;
D;136;1346934;16;20110801 02:15;V;;;;;;
B;136;1349560;17;20110801 02:15;;6;22;GORDON ST;BANKSTOWN;2200;;;20110606;20110718;370000;;R;RESIDENCE;6;;;0;AG381058;
C;136;1349560;17;20110801 02:15;6/SP62570;
D;136;1349560;17;20110801 02:15;P;;;;;;
D;136;1349560;17;20110801 02:15;P;;;;;;
D;136;1349560;17;20110801 02:15;V;;;;;;
D;136;1349560;17;20110801 02:15;V;;;;;;
B;136;1336326;18;20110801 02:15;;;63;BULLECOURT AVE;MILPERRA;2214;562.8;M;20110606;20110718;515000;A;R;RESIDENCE;;ZZ;;0;AG385461;
C;136;1336326;18;20110801 02:15;4/235638;
D;136;1336326;18;20110801 02:15;P;;;;;;
D;136;1336326;18;20110801 02:15;V;;;;;;
D;136;1336326;18;20110801 02:15;V;;;;;;
B;136;1341932;19;20110801 02:15;;;11 A;COMO RD;GREENACRE;2190;613.11;M;20110610;20110718;550000;A;R;RESIDENCE;;ZP;;0;AG385794;
C;136;1341932;19;20110801 02:15;A/325260;
D;136;1341932;19;20110801 02:15;P;;;;;;
D;136;1341932;19;20110801 02:15;P;;;;;;
D;136;1341932;19;20110801 02:15;V;;;;;;
B;136;1363230;20;20110801 02:15;;;45;MARKET ST;CONDELL PARK;2200;604.93;M;20110604;20110718;825000;A;R;RESIDENCE;;ZX;;0;AG383004;
C;136;1363230;20;20110801 02:15;5/12179;
D;136;1363230;20;20110801 02:15;P;;;;;;
D;136;1363230;20;20110801 02:15;P;;;;;;
D;136;1363230;20;20110801 02:15;P;;;;;;
D;136;1363230;20;20110801 02:15;V;;;;;;
D;136;1363230;20;20110801 02:15;V;;;;;;
B;136;1362880;21;20110801 02:15;;;158;MARION ST;BANKSTOWN;2200;486.9;M;20110428;20110630;485000;A;R;RESIDENCE;;ZX;;0;AG386400;
C;136;1362880;21;20110801 02:15;B/319806;
D;136;1362880;21;20110801 02:15;P;;;;;;
D;136;1362880;21;20110801 02:15;V;;;;;;
D;136;1362880;21;20110801 02:15;V;;;;;;
B;136;1347463;22;20110801 02:15;;;3;FITZPATRICK ST;REVESBY;2212;2985;M;20110523;20110715;3150000;I;3;INDUSTRIAL;;FC;;0;AG373416;
C;136;1347463;22;20110801 02:15;5/28675 2/509579;
D;136;1347463;22;20110801 02:15;P;;;;;;
D;136;1347463;22;20110801 02:15;V;;;;;;
B;136;1364182;23;20110801 02:15;;;9;MCMILLAN ST;YAGOONA;2199;486.9;M;20110607;20110719;431000;A;R;RESIDENCE;;ZQ;;0;AG389832;
C;136;1364182;23;20110801 02:15;10/15430;
D;136;1364182;23;20110801 02:15;P;;;;;;
D;136;1364182;23;20110801 02:15;P;;;;;;
D;136;1364182;23;20110801 02:15;P;;;;;;
D;136;1364182;23;20110801 02:15;V;;;;;;
D;136;1364182;23;20110801 02:15;V;;;;;;
B;136;1328840;24;20110801 02:15;;;60;ALBERT ST;REVESBY;2212;980.1;M;20110603;20110715;630000;A;R;RESIDENCE;;ZG;;0;AG382221;
C;136;1328840;24;20110801 02:15;B/387659;
