A;148;20110801 02:20;VALNET;
B;148;1650919;1;20110801 02:20;;;56;GIBBON ST;LENNOX HEAD;2478;512;M;20110428;20110715;630000;A;V;VACANT LAND;;DJ;;0;AG379859;
C;148;1650919;1;20110801 02:20;107/836231;
D;148;1650919;1;20110801 02:20;P;;;;;;
D;148;1650919;1;20110801 02:20;P;;;;;;
D;148;1650919;1;20110801 02:20;V;;;;;;
B;148;1653614;2;20110801 02:20;;;937;WARDELL RD;MEERSCHAUM VALE;2477;66.77;H;20110531;20110628;490000;R;R;RESIDENCE;;RM;;0;AG339045;
C;148;1653614;2;20110801 02:20;2/236129;
D;148;1653614;2;20110801 02:20;P;;;;;;
D;148;1653614;2;20110801 02:20;P;;;;;;
D;148;1653614;2;20110801 02:20;V;;;;;;
B;148;1645598;3;20110801 02:20;;17;111;KALINGA ST;WEST BALLINA;2478;;;20110705;20110705;135000;;R;RESIDENCE;17;;;0;AG359291;
C;148;1645598;3;20110801 02:20;17/SP35428;
D;148;1645598;3;20110801 02:20;P;;;;;;
D;148;1645598;3;20110801 02:20;V;;;;;;
D;148;1645598;3;20110801 02:20;V;;;;;;
D;148;1645598;3;20110801 02:20;V;;;;;;
D;148;1645598;3;20110801 02:20;V;;;;;;
B;148;1656345;4;20110801 02:20;;;15;EVELYN VILLA DR;ALSTONVILLE;2477;1056;M;20110615;20110615;190000;A;R;RESIDENCE;;DR;;0;AG377870;
C;148;1656345;4;20110801 02:20;95/239665;
D;148;1656345;4;20110801 02:20;P;;;;;;
D;148;1656345;4;20110801 02:20;P;;;;;;
D;148;1656345;4;20110801 02:20;V;;;;;;
D;148;1656345;4;20110801 02:20;V;;;;;;
D;148;1656345;4;20110801 02:20;V;;;;;;
D;148;1656345;4;20110801 02:20;V;;;;;;
D;148;1656345;4;20110801 02:20;V;;;;;;
D;148;1656345;4;20110801 02:20;V;;;;;;
B;148;1648419;5;20110801 02:20;;;18;SOUTHERN CROSS DR;BALLINA;2478;1262;M;20110609;20110705;755000;I;3;INDUSTRIAL;;FB;;0;AG364391;
C;148;1648419;5;20110801 02:20;16/260901;
D;148;1648419;5;20110801 02:20;P;;;;;;
D;148;1648419;5;20110801 02:20;V;;;;;;
B;148;1654478;6;20110801 02:20;;;;FERNLEIGH RD;TINTENBAR;2478;1.502;H;20110608;20110704;60000;R;V;VACANT LAND;;RX;;0;AG384634;
C;148;1654478;6;20110801 02:20;225/755741;
