A;RTSALEDATA;238;20250303 01:08;VALNET;
B;238;2632938;1;20250303 01:08;;;3;FLOYD ST;COONAMBLE;2829;505.9;M;20241219;20250218;75000;R1;R;RESIDENCE;;AAA;;0;AU832876;
C;238;2632938;1;20250303 01:08;B/390337;
D;238;2632938;1;20250303 01:08;P;;;;;;
D;238;2632938;1;20250303 01:08;V;;;;;;
B;238;2633436;2;20250303 01:08;;;10;SYDNEY ST;COONAMBLE;2829;1011.7;M;20250124;20250224;160000;R1;R;RESIDENCE;;AAA;;0;AU846721;
C;238;2633436;2;20250303 01:08;A/383871;
D;238;2633436;2;20250303 01:08;P;;;;;;
D;238;2633436;2;20250303 01:08;V;;;;;;
B;238;2633573;3;20250303 01:08;;;14;WILGA ST;COONAMBLE;2829;1214;M;20250207;20250221;100000;R1;R;RESIDENCE;;AAA;;0;AU840796;
C;238;2633573;3;20250303 01:08;1/506383;
D;238;2633573;3;20250303 01:08;P;;;;;;
D;238;2633573;3;20250303 01:08;P;;;;;;
D;238;2633573;3;20250303 01:08;V;;;;;;
Z;15;3;3;7;
