A;203;20110801 02:23;VALNET;
B;203;2856197;1;20110801 02:23;BANKSIA ESTATE;31;73;BANKSIA ST;BOTANY;2019;;;20110520;20110701;610000;;R;RESIDENCE;31;;;0;AG366053;
C;203;2856197;1;20110801 02:23;31/SP66239;
D;203;2856197;1;20110801 02:23;P;;;;;;
D;203;2856197;1;20110801 02:23;V;;;;;;
D;203;2856197;1;20110801 02:23;V;;;;;;
B;203;1892480;2;20110801 02:23;;;48;MASCOT DR;EASTLAKES;2018;461.6;M;20110521;20110718;810000;A;R;RESIDENCE;;BJ;;0;AG383741;
C;203;1892480;2;20110801 02:23;52/218214;
D;203;1892480;2;20110801 02:23;P;;;;;;
D;203;1892480;2;20110801 02:23;V;;;;;;
B;203;1884726;3;20110801 02:23;;;1386;BOTANY RD;BOTANY;2019;483;M;20110604;20110718;817000;A;R;RESIDENCE;;AG;;0;AG385927;
C;203;1884726;3;20110801 02:23;B/320861;
D;203;1884726;3;20110801 02:23;P;;;;;;
D;203;1884726;3;20110801 02:23;P;;;;;;
D;203;1884726;3;20110801 02:23;V;;;;;;
B;203;1893580;4;20110801 02:23;;;3;PROTHERO PL;PAGEWOOD;2035;547.2;M;20110512;20110719;1150000;A;R;RESIDENCE;;AE;;0;AG389760;
C;203;1893580;4;20110801 02:23;17/250857;
D;203;1893580;4;20110801 02:23;P;;;;;;
D;203;1893580;4;20110801 02:23;P;;;;;;
D;203;1893580;4;20110801 02:23;V;;;;;;
B;203;1887598;5;20110801 02:23;;15;12;EVANS AVE;EASTLAKES;2018;;;20110719;20110719;200000;;R;RESIDENCE;15;;;0;AG384975;
C;203;1887598;5;20110801 02:23;15/SP45459;
D;203;1887598;5;20110801 02:23;P;;;;;;
D;203;1887598;5;20110801 02:23;V;;;;;;
D;203;1887598;5;20110801 02:23;V;;;;;;
D;203;1887598;5;20110801 02:23;V;;;;;;
B;203;1887960;6;20110801 02:23;;;7;FLINT ST;HILLSDALE;2036;316.2;M;20110608;20110720;720000;A;R;RESIDENCE;;AC;;0;AG385029;
C;203;1887960;6;20110801 02:23;A/410397;
D;203;1887960;6;20110801 02:23;P;;;;;;
D;203;1887960;6;20110801 02:23;P;;;;;;
D;203;1887960;6;20110801 02:23;V;;;;;;
D;203;1887960;6;20110801 02:23;V;;;;;;
B;203;1888056;7;20110801 02:23;;;78;FLORENCE AVE;EASTLAKES;2018;3448;M;20110528;20110711;915000;A;R;RESIDENCE;;AJ;;0;AG368326;
C;203;1888056;7;20110801 02:23;131/17209;
D;203;1888056;7;20110801 02:23;P;;;;;;
D;203;1888056;7;20110801 02:23;P;;;;;;
D;203;1888056;7;20110801 02:23;V;;;;;;
B;203;1890759;8;20110801 02:23;;5;21;JAUNCEY PL;HILLSDALE;2036;;;20110520;20110520;300000;;R;RESIDENCE;5;;;0;AG380830;
C;203;1890759;8;20110801 02:23;5/SP2584;
D;203;1890759;8;20110801 02:23;P;;;;;;
D;203;1890759;8;20110801 02:23;P;;;;;;
D;203;1890759;8;20110801 02:23;V;;;;;;
D;203;1890759;8;20110801 02:23;V;;;;;;
D;203;1890759;8;20110801 02:23;V;;;;;;
D;203;1890759;8;20110801 02:23;V;;;;;;
D;203;1890759;8;20110801 02:23;V;;;;;;
B;203;1890799;9;20110801 02:23;;11;15;JAUNCEY PL;HILLSDALE;2036;;;20110527;20110708;300000;;R;RESIDENCE;11;;;0;AG389129;
C;203;1890799;9;20110801 02:23;11/SP2942;
D;203;1890799;9;20110801 02:23;P;;;;;;
D;203;1890799;9;20110801 02:23;V;;;;;;
B;203;1894590;10;20110801 02:23;;1;113;STEPHEN RD;BOTANY;2019;;;20110704;20110714;625000;;3;COMMERCIAL;2;;;0;AG376546;
C;203;1894590;10;20110801 02:23;2/SP61148;
D;203;1894590;10;20110801 02:23;P;;;;;;
D;203;1894590;10;20110801 02:23;V;;;;;;
D;203;1894590;10;20110801 02:23;V;;;;;;
B;203;1883333;11;20110801 02:24;;78;125;BANKSIA ST;BOTANY;2019;;;20110530;20110711;482000;;R;RESIDENCE;78;;;0;AG374030;
C;203;1883333;11;20110801 02:24;78/SP57368;
D;203;1883333;11;20110801 02:24;P;;;;;;
D;203;1883333;11;20110801 02:24;P;;;;;;
D;203;1883333;11;20110801 02:24;V;;;;;;
D;203;1883333;11;20110801 02:24;V;;;;;;
B;203;1886287;12;20110801 02:24;;;15;COOK AVE;DACEYVILLE;2032;341.5;M;20110412;20110718;650000;A;R;RESIDENCE;;BA;;0;AG385436;
C;203;1886287;12;20110801 02:24;140/32168;
D;203;1886287;12;20110801 02:24;P;;;;;;
D;203;1886287;12;20110801 02:24;P;;;;;;
D;203;1886287;12;20110801 02:24;V;;;;;;
B;203;3142746;13;20110801 02:24;;127;635;GARDENERS RD;MASCOT;2020;;;20110616;20110722;625000;;R;RESIDENCE;127;;;0;AG393008;
C;203;3142746;13;20110801 02:24;127/SP74712;
D;203;3142746;13;20110801 02:24;P;;;;;;
D;203;3142746;13;20110801 02:24;V;;;;;;
B;203;3236918;14;20110801 02:24;;35;34;BAY ST;BOTANY;2019;;;20110708;20110708;332500;;R;RESIDENCE;19;;;50;AG371290;
C;203;3236918;14;20110801 02:24;19/SP76683;
D;203;3236918;14;20110801 02:24;P;;;;;;
D;203;3236918;14;20110801 02:24;V;;;;;;
D;203;3236918;14;20110801 02:24;V;;;;;;
D;203;3236918;14;20110801 02:24;V;;;;;;
D;203;3236918;14;20110801 02:24;V;;;;;;
B;203;1893048;15;20110801 02:24;NURIHOLL;15;9;NILSON AVE;HILLSDALE;2036;;;20110511;20110624;412500;;R;RESIDENCE;15;;;0;AG378647;
C;203;1893048;15;20110801 02:24;15/SP5104;
D;203;1893048;15;20110801 02:24;P;;;;;;
D;203;1893048;15;20110801 02:24;P;;;;;;
D;203;1893048;15;20110801 02:24;V;;;;;;
B;203;1895650;16;20110801 02:24;;5;3;UNSTED CRES;HILLSDALE;2036;;;20101125;20101125;116668;;R;RESIDENCE;5;;;0;AG386391;
C;203;1895650;16;20110801 02:24;5/SP3443;
D;203;1895650;16;20110801 02:24;P;;;;;;
D;203;1895650;16;20110801 02:24;V;;;;;;
D;203;1895650;16;20110801 02:24;V;;;;;;
D;203;1895650;16;20110801 02:24;V;;;;;;
D;203;1895650;16;20110801 02:24;V;;;;;;
D;203;1895650;16;20110801 02:24;V;;;;;;
D;203;1895650;16;20110801 02:24;V;;;;;;
D;203;1895650;16;20110801 02:24;V;;;;;;
B;203;1896004;17;20110801 02:24;;;64;WELLINGTON ST;MASCOT;2020;781.8;M;20110413;20110719;1345000;A;R;RESIDENCE;;AJ;;0;AG386839;
C;203;1896004;17;20110801 02:24;12, 13/615592;
D;203;1896004;17;20110801 02:24;P;;;;;;
D;203;1896004;17;20110801 02:24;P;;;;;;
D;203;1896004;17;20110801 02:24;V;;;;;;
B;203;3275348;18;20110801 02:24;;9;1247;BOTANY RD;MASCOT;2020;;;20110520;20110713;580000;;R;RESIDENCE;9;;;0;AG376517;
C;203;3275348;18;20110801 02:24;9/SP77683;
D;203;3275348;18;20110801 02:24;P;;;;;;
D;203;3275348;18;20110801 02:24;V;;;;;;
Z;102;18;18;64;
