A;678;20030501 13:04;PBARBER;
B;678;1844591;1;20030501 13:04;'YONGARRA';;836;ROCKVALE RD;DONALD CREEK;2350;37.39;H;20030219;20030404;320000;R;R;RESIDENCE;;EY;;;9522342;
C;678;1844591;1;20030501 13:04;1//732548;
D;678;1844591;1;20030501 13:04;P;;;;;;
D;678;1844591;1;20030501 13:04;V;;;;;;
B;678;1844860;2;20030501 13:04;;;861;TOMS GULLY RD;BLACK MOUNTAIN;2365;331.4;H;20030219;20030404;485000;R;3;FARM/RURAL;;EL;;;9518759;
C;678;1844860;2;20030501 13:04;124//755823;
D;678;1844860;2;20030501 13:04;P;;;;;;
D;678;1844860;2;20030501 13:04;P;;;;;;
D;678;1844860;2;20030501 13:04;P;;;;;;
D;678;1844860;2;20030501 13:04;V;;;;;;
B;678;1845247;3;20030501 13:04;;;6;HILL ST;HILLGROVE;2350;1012;M;20021210;20030321;500;Z;V;VACANT LAND;;VH;;;9538158;
C;678;1845247;3;20030501 13:04;16/26/758519;
D;678;1845247;3;20030501 13:04;P;;;;;;
D;678;1845247;3;20030501 13:04;P;;;;;;
D;678;1845247;3;20030501 13:04;V;;;;;;
B;678;2747254;4;20030501 13:04;;;58;BARNEY ST;ARMIDALE;2350;;;20030407;20030407;433000;A;V;VACANT LAND;;AJ;AV;;4384512;
C;678;2747254;4;20030501 13:04;LOTS 1 & 2 (RESUB OF LOTS 17/18 SEC 17)IRR/100.6;
D;678;2747254;4;20030501 13:04;P;;;;;;
D;678;2747254;4;20030501 13:04;V;;;;;;
B;678;2747429;5;20030501 13:04;;;127;BEARDY ST;ARMIDALE;2350;793.1;M;20030311;20030410;450000;B;3;COMMERCIAL;;BA;;;9542759;
C;678;2747429;5;20030501 13:04;6//580595;
D;678;2747429;5;20030501 13:04;P;;;;;;
D;678;2747429;5;20030501 13:04;V;;;;;;
D;678;2747429;5;20030501 13:04;V;;;;;;
B;678;2747996;6;20030501 13:04;;;190 A;BROWN ST;ARMIDALE;2350;556.4;M;20030221;20030321;105000;A;R;RESIDENCE;;AE;;;9533472;
C;678;2747996;6;20030501 13:04;A//388946;
D;678;2747996;6;20030501 13:04;P;;;;;;
D;678;2747996;6;20030501 13:04;P;;;;;;
D;678;2747996;6;20030501 13:04;V;;;;;;
D;678;2747996;6;20030501 13:04;V;;;;;;
B;678;2748167;7;20030501 13:04;;;;BURGESS ST;ARMIDALE;2350;781.5;M;20030212;20030407;41000;A;V;VACANT LAND;;AB;;;9547933;
C;678;2748167;7;20030501 13:04;72//250095;
D;678;2748167;7;20030501 13:04;P;;;;;;
D;678;2748167;7;20030501 13:04;V;;;;;;
B;678;2749492;8;20030501 13:04;;;211;DUMARESQ ST;ARMIDALE;2350;626;M;20030214;20030321;105000;A;R;RESIDENCE;;AD;;;9553501;
C;678;2749492;8;20030501 13:04;3//39398;
D;678;2749492;8;20030501 13:04;P;;;;;;
D;678;2749492;8;20030501 13:04;V;;;;;;
D;678;2749492;8;20030501 13:04;V;;;;;;
B;678;2749495;9;20030501 13:04;;;217;DUMARESQ ST;ARMIDALE;2350;634.5;M;20021128;20021218;104000;A;R;RESIDENCE;;AD;;;9525855;
C;678;2749495;9;20030501 13:04;1//195284;
D;678;2749495;9;20030501 13:04;P;;;;;;
D;678;2749495;9;20030501 13:04;P;;;;;;
D;678;2749495;9;20030501 13:04;V;;;;;;
B;678;2749653;10;20030501 13:04;;;2;ELIZABETH ST;ARMIDALE;2350;663.9;M;20030122;20030305;78000;A;R;RESIDENCE;;AN;;;9549942;
C;678;2749653;10;20030501 13:04;29//36342;
D;678;2749653;10;20030501 13:04;P;;;;;;
D;678;2749653;10;20030501 13:04;V;;;;;;
D;678;2749653;10;20030501 13:04;V;;;;;;
B;678;2749869;11;20030501 13:04;;;16;EVANGELENE CRES;ARMIDALE;2350;793;M;20030411;20030411;125000;A;R;RESIDENCE;;AP;;;9546215;
C;678;2749869;11;20030501 13:04;47//801521;
D;678;2749869;11;20030501 13:04;P;;;;;;
D;678;2749869;11;20030501 13:04;V;;;;;;
D;678;2749869;11;20030501 13:04;V;;;;;;
B;678;2749906;12;20030501 13:04;;;52;FAULKNER ST;ARMIDALE;2350;2071;M;20030208;20030318;253000;A;R;RESIDENCE;;AG;;;9533597;
C;678;2749906;12;20030501 13:04;B, C//394523;
D;678;2749906;12;20030501 13:04;P;;;;;;
D;678;2749906;12;20030501 13:04;P;;;;;;
D;678;2749906;12;20030501 13:04;V;;;;;;
D;678;2749906;12;20030501 13:04;V;;;;;;
D;678;2749906;12;20030501 13:04;V;;;;;;
B;678;2750519;13;20030501 13:04;;1;112;HANDEL ST;ARMIDALE;2350;;;20030219;20030402;108000;;3;TOWNHOUSE;1;;;;9535392;
C;678;2750519;13;20030501 13:04;1//SP 41862;
D;678;2750519;13;20030501 13:04;P;;;;;;
D;678;2750519;13;20030501 13:04;P;;;;;;
D;678;2750519;13;20030501 13:04;V;;;;;;
B;678;2751015;14;20030501 13:04;;;47;JESSIE ST;ARMIDALE;2350;784.1;M;20030131;20030306;160000;A;R;RESIDENCE;;AG;;;9523526;
C;678;2751015;14;20030501 13:04;C//365705;
D;678;2751015;14;20030501 13:04;P;;;;;;
D;678;2751015;14;20030501 13:04;V;;;;;;
B;678;2751309;15;20030501 13:04;;;192;KENTUCKY ST;ARMIDALE;2350;803.1;M;20021224;20030128;135000;A;R;RESIDENCE;;AB;;;9529746;
C;678;2751309;15;20030501 13:04;A//397215;
D;678;2751309;15;20030501 13:04;P;;;;;;
D;678;2751309;15;20030501 13:04;P;;;;;;
D;678;2751309;15;20030501 13:04;P;;;;;;
D;678;2751309;15;20030501 13:04;V;;;;;;
D;678;2751309;15;20030501 13:04;V;;;;;;
