A;022;20030501 12:38;PBARBER;
B;022;412900;1;20030501 12:38;;;49;WIRRIMAH RD;BENDICK MURRELL;2803;3.331;H;20030218;20030318;170000;Z;R;RESIDENCE;;ZA;;;9512047;
C;022;412900;1;20030501 12:38;22/1/9152 435//754605;
D;022;412900;1;20030501 12:38;P;;;;;;
D;022;412900;1;20030501 12:38;P;;;;;;
D;022;412900;1;20030501 12:38;V;;;;;;
B;022;413401;2;20030501 12:38;;;56;WICKHAM LANE;YOUNG;2594;4;H;20030305;20030402;65000;R;V;VACANT LAND;;DY;;;9510272;
C;022;413401;2;20030501 12:38;3//713028;
D;022;413401;2;20030501 12:38;P;;;;;;
D;022;413401;2;20030501 12:38;P;;;;;;
D;022;413401;2;20030501 12:38;V;;;;;;
D;022;413401;2;20030501 12:38;V;;;;;;
B;022;414451;3;20030501 12:38;;;52;BACK CREEK RD;YOUNG;2594;852;M;20030307;20030404;25000;A;V;VACANT LAND;;AF;;;9521528;
C;022;414451;3;20030501 12:38;2//829900;
D;022;414451;3;20030501 12:38;P;;;;;;
D;022;414451;3;20030501 12:38;P;;;;;;
D;022;414451;3;20030501 12:38;V;;;;;;
B;022;414632;4;20030501 12:38;;;70;BLACKETT AVE;YOUNG;2594;829.8;M;20030123;20030221;150000;A;R;RESIDENCE;;AA;;;9536293;
C;022;414632;4;20030501 12:38;2//252316;
D;022;414632;4;20030501 12:38;P;;;;;;
D;022;414632;4;20030501 12:38;P;;;;;;
D;022;414632;4;20030501 12:38;V;;;;;;
B;022;414704;5;20030501 12:38;;;391;BOOROWA ST;YOUNG;2594;3490;M;20030221;20030328;70000;I;R;RESIDENCE;;CA;;;9514432;
C;022;414704;5;20030501 12:38;2471//754611;
D;022;414704;5;20030501 12:38;P;;;;;;
D;022;414704;5;20030501 12:38;P;;;;;;
D;022;414704;5;20030501 12:38;V;;;;;;
B;022;415093;6;20030501 12:38;;;3;CHANTILLY PL;YOUNG;2594;948.5;M;20030305;20030402;25000;A;V;VACANT LAND;;AF;;;9543728;
C;022;415093;6;20030501 12:38;16//802956;
D;022;415093;6;20030501 12:38;P;;;;;;
D;022;415093;6;20030501 12:38;P;;;;;;
D;022;415093;6;20030501 12:38;V;;;;;;
D;022;415093;6;20030501 12:38;V;;;;;;
B;022;415097;7;20030501 12:38;;;7;CHANTILLY PL;YOUNG;2594;863.3;M;20030305;20030402;29000;A;V;VACANT LAND;;AF;;;9544645;
C;022;415097;7;20030501 12:38;20//802956;
D;022;415097;7;20030501 12:38;P;;;;;;
D;022;415097;7;20030501 12:38;V;;;;;;
B;022;415424;8;20030501 12:38;;;24;DWYER DR;YOUNG;2594;656;M;20030219;20030319;132500;A;R;RESIDENCE;;AD;;;9552912;
C;022;415424;8;20030501 12:38;12//247083;
D;022;415424;8;20030501 12:38;P;;;;;;
D;022;415424;8;20030501 12:38;V;;;;;;
D;022;415424;8;20030501 12:38;V;;;;;;
