A;035;20030217 09:23;PDANN;
B;035;446084;1;20030217 09:23;;;;PH BORO;WINDELLAMA;2580;41.76;H;20021119;20030123;178000;R;3;;;RJ;;;9350769;
C;035;446084;1;20030217 09:23;3//705749;
D;035;446084;1;20030217 09:23;P;;;;;;
D;035;446084;1;20030217 09:23;P;;;;;;
D;035;446084;1;20030217 09:23;V;;;;;;
D;035;446084;1;20030217 09:23;V;;;;;;
B;035;446591;2;20030217 09:23;;;127;BUMBALLA RD;TALLONG;2579;121.3;H;20020724;20021105;239800;R;V;VACANT LAND;;TD;;;9235101;
C;035;446591;2;20030217 09:23;116, 127, 128, 129//751257;
D;035;446591;2;20030217 09:23;P;;;;;;
D;035;446591;2;20030217 09:23;V;;;;;;
B;035;446599;3;20030217 09:23;PINEGROVE;;97;LONG POINT RD;TALLONG;2579;9.712;H;20021219;20030130;525000;R;3;FARM;;HD;;;9364720;
C;035;446599;3;20030217 09:23;2//233091;
D;035;446599;3;20030217 09:23;P;;;;;;
D;035;446599;3;20030217 09:23;P;;;;;;
D;035;446599;3;20030217 09:23;P;;;;;;
D;035;446599;3;20030217 09:23;P;;;;;;
D;035;446599;3;20030217 09:23;V;;;;;;
D;035;446599;3;20030217 09:23;V;;;;;;
D;035;446599;3;20030217 09:23;V;;;;;;
B;035;446956;4;20030217 09:23;;;;PH CAOURA;TALLONG;2579;24.18;H;20021220;20030124;150000;R;V;VACANT LAND;;RD;;;9333405;
C;035;446956;4;20030217 09:23;88//751266;
D;035;446956;4;20030217 09:23;P;;;;;;
D;035;446956;4;20030217 09:23;V;;;;;;
B;035;448104;5;20030217 09:23;;;;PH JERRALONG;THE SPA;2580;40.22;H;20010810;20010921;71500;R;3;SHED;;RK;;;9360742;
C;035;448104;5;20030217 09:23;30//793733 Enclosure Permit 33048;
D;035;448104;5;20030217 09:23;P;;;;;;
D;035;448104;5;20030217 09:23;P;;;;;;
D;035;448104;5;20030217 09:23;V;;;;;;
B;035;448801;6;20030217 09:23;;;;THOROUGHFARE AT;MARULAN;2579;1262;M;20021211;20030124;110000;Z;R;RESIDENCE;;ZB;;;9362696;
C;035;448801;6;20030217 09:23;2//817360;
D;035;448801;6;20030217 09:23;P;;;;;;
D;035;448801;6;20030217 09:23;P;;;;;;
D;035;448801;6;20030217 09:23;V;;;;;;
B;035;449527;7;20030217 09:23;;;80;PONTILLA LANE;TARLO;2580;56.66;H;20020709;20021210;350000;R;R;RESIDENCE;;RC;;;9297314;
