A;136;20020102 12:45;PTHIRLWELL;
B;136;1328343;1;20020102 12:45;;;133;ACACIA AVE;GREENACRE;2190;607;M;20010519;20010621;238000;A;R;RESIDENCE;;ZL;;;7719323;
C;136;1328343;1;20020102 12:45;44B//322311;
D;136;1328343;1;20020102 12:45;P;;;;;;
D;136;1328343;1;20020102 12:45;P;;;;;;
D;136;1328343;1;20020102 12:45;V;;;;;;
B;136;1328451;2;20020102 12:45;;;2;ADA ST;PADSTOW;2211;556.4;M;20011020;20011203;360000;A;R;RESIDENCE;;ZB;;;8179393;
C;136;1328451;2;20020102 12:45;36//28614;
D;136;1328451;2;20020102 12:45;P;;;;;;
D;136;1328451;2;20020102 12:45;P;;;;;;
D;136;1328451;2;20020102 12:45;V;;;;;;
D;136;1328451;2;20020102 12:45;V;;;;;;
B;136;1328717;3;20020102 12:45;;;39;ALAN ST;YAGOONA;2199;518.5;M;20010914;20011105;255000;A;R;RESIDENCE;;ZR;;;8150640;
C;136;1328717;3;20020102 12:45;137//12782;
D;136;1328717;3;20020102 12:45;P;;;;;;
D;136;1328717;3;20020102 12:45;P;;;;;;
D;136;1328717;3;20020102 12:45;V;;;;;;
D;136;1328717;3;20020102 12:45;V;;;;;;
D;136;1328717;3;20020102 12:45;V;;;;;;
B;136;1328843;4;20020102 12:45;;;54;ALBERT ST;REVESBY;2212;916.9;M;20011027;20011207;360000;A;R;RESIDENCE;;ZG;;;8202904;
C;136;1328843;4;20020102 12:45;34/8/2343;
D;136;1328843;4;20020102 12:45;P;;;;;;
D;136;1328843;4;20020102 12:45;P;;;;;;
D;136;1328843;4;20020102 12:45;V;;;;;;
D;136;1328843;4;20020102 12:45;V;;;;;;
B;136;1328855;5;20020102 12:45;;;20;ALBERT ST;REVESBY;2212;;;20011113;20011211;306000;A;R;RESIDENCE;;ZG;;;8209171;
C;136;1328855;5;20020102 12:45;39/3/2343;
D;136;1328855;5;20020102 12:45;P;;;;;;
D;136;1328855;5;20020102 12:45;V;;;;;;
B;136;1329126;6;20020102 12:45;;;28;ALLAWAH AVE;SEFTON;2162;;;20010912;20010912;310000;A;R;RESIDENCE;;ZR;;;8176344;
