A;240;20021016 12:44;PDANN;
B;240;2637159;1;20021016 12:44;;;7;BRIDGE ST;GILGANDRA;2827;615;M;20020910;20021001;30000;Z;R;RESIDENCE;;BB;;;9014074;
C;240;2637159;1;20021016 12:44;291//602730;
D;240;2637159;1;20021016 12:44;P;;;;;;
D;240;2637159;1;20021016 12:44;P;;;;;;
D;240;2637159;1;20021016 12:44;V;;;;;;
D;240;2637159;1;20021016 12:44;V;;;;;;
B;240;2637516;2;20021016 12:44;;;18;LOWER CASTLEREAGH ST;GILGANDRA;2827;1897;M;20020531;20020723;38000;R;R;RESIDENCE;;HA;;;8950700;
C;240;2637516;2;20021016 12:44;1//332265;
D;240;2637516;2;20021016 12:44;P;;;;;;
D;240;2637516;2;20021016 12:44;P;;;;;;
D;240;2637516;2;20021016 12:44;V;;;;;;
B;240;2637528;3;20021016 12:44;;;170;LOWER MILLER ST;GILGANDRA;2827;4047;M;20020918;20020930;26000;Z;R;RESIDENCE;;AE;;;9011119;
C;240;2637528;3;20021016 12:44;119//752554;
D;240;2637528;3;20021016 12:44;P;;;;;;
D;240;2637528;3;20021016 12:44;V;;;;;;
D;240;2637528;3;20021016 12:44;V;;;;;;
B;240;2638210;4;20021016 12:44;;;3;WAUGHAN ST;GILGANDRA;2827;2023;M;20020819;20020930;124000;Z;R;RESIDENCE;;AD;;;9014929;
C;240;2638210;4;20021016 12:44;1/15/758439;
D;240;2638210;4;20021016 12:44;P;;;;;;
D;240;2638210;4;20021016 12:44;V;;;;;;
D;240;2638210;4;20021016 12:44;V;;;;;;
B;240;2638867;5;20021016 12:44;GLENCOE;;;;MENDOORAN;2842;29;H;20020708;20020913;1600000;R;R;RESIDENCE;;FA;;;8985739;
C;240;2638867;5;20021016 12:44;4//226134;
D;240;2638867;5;20021016 12:44;P;;;;;;
D;240;2638867;5;20021016 12:44;P;;;;;;
D;240;2638867;5;20021016 12:44;V;;;;;;
Z;28;5;5;16;
