A;RTSALEDATA;265;20250407 01:09;VALNET;
B;265;418596;1;20250407 01:09;;;55;COWCUMBLA ST;COOTAMUNDRA;2590;637.7;M;20250210;20250324;455000;R1;R;RESIDENCE;;RCY;;0;AU915087;
C;265;418596;1;20250407 01:09;2/593756;
D;265;418596;1;20250407 01:09;P;;;;;;
D;265;418596;1;20250407 01:09;P;;;;;;
D;265;418596;1;20250407 01:09;V;;;;;;
B;265;418744;2;20250407 01:09;;;65;CUTLER AVE;COOTAMUNDRA;2590;1375;M;20250227;20250327;551000;R1;R;RESIDENCE;;RNW;;0;AU927174;
C;265;418744;2;20250407 01:09;41/249219;
D;265;418744;2;20250407 01:09;P;;;;;;
D;265;418744;2;20250407 01:09;P;;;;;;
D;265;418744;2;20250407 01:09;V;;;;;;
B;265;421530;3;20250407 01:09;;;12;QUEEN ST;WALLENDBEEN;2588;3845;M;20250228;20250328;385000;RU5;R;RESIDENCE;;VWB;;0;AU933539;
C;265;421530;3;20250407 01:09;8, 9, 10, 13/23/759041;
D;265;421530;3;20250407 01:09;P;;;;;;
D;265;421530;3;20250407 01:09;P;;;;;;
D;265;421530;3;20250407 01:09;V;;;;;;
B;265;419124;4;20250407 01:09;;;61;HOVELL ST;COOTAMUNDRA;2590;751.3;M;20250324;20250328;400000;R1;R;RESIDENCE;;RCY;;0;AU930453;
C;265;419124;4;20250407 01:09;1/346729;
D;265;419124;4;20250407 01:09;P;;;;;;
D;265;419124;4;20250407 01:09;V;;;;;;
B;265;4578201;5;20250407 01:09;;;170;BLACK ANDREWS RD;ADJUNGBILLY;2727;227.89;H;20240703;20241009;5500000;RU1;3;FARM;;RGG;;0;AU483330;
C;265;4578201;5;20250407 01:09;44, 97, 118, 126, 218/750978;
D;265;4578201;5;20250407 01:09;P;;;;;;
D;265;4578201;5;20250407 01:09;V;;;;;;
D;265;4578201;5;20250407 01:09;V;;;;;;
D;265;4578201;5;20250407 01:09;V;;;;;;
B;265;4578202;6;20250407 01:09;;;;BLACK ANDREWS RD;ADJUNGBILLY;2727;464.84;H;20240703;20241009;5500000;RU1;3;FARM;;RGG;RG;0;AU483330;
C;265;4578202;6;20250407 01:09;119, 127/750978 Enclosure Permit 662688;
D;265;4578202;6;20250407 01:09;P;;;;;;
D;265;4578202;6;20250407 01:09;V;;;;;;
D;265;4578202;6;20250407 01:09;V;;;;;;
D;265;4578202;6;20250407 01:09;V;;;;;;
B;265;4292231;7;20250407 01:09;;;5;HULONG ST;NANGUS;2722;2425;M;20250214;20250328;550000;RU5;R;RESIDENCE;;VNG;;0;AU930232;
C;265;4292231;7;20250407 01:09;1, 2/1231149;
D;265;4292231;7;20250407 01:09;P;;;;;;
D;265;4292231;7;20250407 01:09;P;;;;;;
D;265;4292231;7;20250407 01:09;V;;;;;;
D;265;4292231;7;20250407 01:09;V;;;;;;
Z;39;7;7;23;
