A;180;20011109 09:55;CDIXON;
B;180;1841864;1;20011109 09:55;;;;QUEEN ST;BARRABA;2347;739.8;M;20010703;20010703;1000;Z;V;VACANT LAND;;ZR;AV;;7737061;
C;180;1841864;1;20011109 09:55;8//243321;
D;180;1841864;1;20011109 09:55;P;;;;;;
B;180;1842154;2;20011109 09:55;;;;PH COBBADAH;BARRABA;2347;236;H;20010124;20010212;240000;R;3;;;RG;RG;;7490249;
C;180;1842154;2;20011109 09:55;;
D;180;1842154;2;20011109 09:55;P;;;;;;
D;180;1842154;2;20011109 09:55;P;;;;;;
D;180;1842154;2;20011109 09:55;P;;;;;;
D;180;1842154;2;20011109 09:55;P;;;;;;
B;180;2830752;3;20011109 09:55;;;;;BARRABA;2347;342.3;H;20010125;20010202;400230;R;V;VACANT LAND;;RM;RG;;7756247;
C;180;2830752;3;20011109 09:55;1//1027987;
D;180;2830752;3;20011109 09:55;P;;;;;;
D;180;2830752;3;20011109 09:55;P;;;;;;
D;180;2830752;3;20011109 09:55;P;;;;;;
D;180;2830752;3;20011109 09:55;P;;;;;;
B;180;2830752;4;20011109 09:55;;;;;BARRABA;2347;342.3;H;20010125;20010202;400230;R;V;VACANT LAND;;RM;RG;;7756247;
C;180;2830752;4;20011109 09:55;1//1027987;
D;180;2830752;4;20011109 09:55;P;;;;;;
D;180;2830752;4;20011109 09:55;P;;;;;;
D;180;2830752;4;20011109 09:55;P;;;;;;
D;180;2830752;4;20011109 09:55;P;;;;;;
B;180;2840708;5;20011109 09:55;;;;FLYNN AVE;BARRABA;2347;1536.6;M;20010525;20010620;1000;Z;3;;;ZR;AV;;7725510;
C;180;2840708;5;20011109 09:55;7//238067 34//238577;
D;180;2840708;5;20011109 09:55;P;;;;;;
D;180;2840708;5;20011109 09:55;P;;;;;;
Z;27;5;5;15;
