A;197;20020102 13:35;PTHIRLWELL;
B;197;1877501;1;20020102 13:35;"ROSENEATH";;;;QUIRINDI;2343;195.8;H;20010801;20011116;340000;R;3;FARM;;RM;;;8144892;
C;197;1877501;1;20020102 13:35;1//126387 1//723483 215, 219//751009 1773, 1774//830309 1//965519 Rds;
D;197;1877501;1;20020102 13:35;P;;;;;;
D;197;1877501;1;20020102 13:35;P;;;;;;
D;197;1877501;1;20020102 13:35;V;;;;;;
B;197;1878061;2;20020102 13:35;;;;CASTLE RD;BRAEFIELD;2339;3.53;H;20011030;20011204;20000;Z;V;VACANT LAND;;ZV;;;8206912;
C;197;1878061;2;20020102 13:35;1, 10, 11, 2, 3, 4, 5, 6, 7, 8, 9//115797;
D;197;1878061;2;20020102 13:35;P;;;;;;
D;197;1878061;2;20020102 13:35;P;;;;;;
D;197;1878061;2;20020102 13:35;V;;;;;;
B;197;1878272;3;20020102 13:35;;;;PH WALLABADAH;WALLABADAH;2343;50.9;H;20010906;20011004;187000;R;V;VACANT LAND;;RH;RF;;8018063;
C;197;1878272;3;20020102 13:35;2//522578;
D;197;1878272;3;20020102 13:35;P;;;;;;
D;197;1878272;3;20020102 13:35;P;;;;;;
D;197;1878272;3;20020102 13:35;P;;;;;;
D;197;1878272;3;20020102 13:35;P;;;;;;
D;197;1878272;3;20020102 13:35;V;;;;;;
B;197;1878963;4;20020102 13:35;;;56;FORTUNE ST;QUIRINDI;2343;3035;M;20011012;20011109;15000;Z;R;RESIDENCE;;ZQ;;;8156348;
C;197;1878963;4;20020102 13:35;1, 2//996344;
D;197;1878963;4;20020102 13:35;P;;;;;;
D;197;1878963;4;20020102 13:35;V;;;;;;
B;197;1879712;5;20020102 13:35;;;14;RAY CARTER DR;QUIRINDI;2343;1062;M;20011004;20011012;190000;Z;R;RESIDENCE;;ZQ;;;8158794;
C;197;1879712;5;20020102 13:35;7//239000;
D;197;1879712;5;20020102 13:35;P;;;;;;
D;197;1879712;5;20020102 13:35;V;;;;;;
B;197;2879876;6;20020102 13:35;;;;CALLAGHANS LANE;QUIRINDI;2343;68.04;H;20010802;20010914;95000;;V;VACANT LAND;;;RF;;8023136;
C;197;2879876;6;20020102 13:35;11//818449;
D;197;2879876;6;20020102 13:35;P;;;;;;
D;197;2879876;6;20020102 13:35;P;;;;;;
D;197;2879876;6;20020102 13:35;P;;;;;;
D;197;2879876;6;20020102 13:35;P;;;;;;
B;197;2879881;7;20020102 13:35;;;;RAILWAY LANDS;SPRING RIDGE;2343;7.432;H;20010411;20010629;4400;;3;1/1007114 ONLY;;;AV;;7835399;
C;197;2879881;7;20020102 13:35;3//579523 2//579524 1//819693 2//1007114 1//1010194 Licence 318087 ,;
D;197;2879881;7;20020102 13:35;P;;;;;;
D;197;2879881;7;20020102 13:35;P;;;;;;
B;197;2879890;8;20020102 13:35;;;;BREEZA ST;QUIRINDI;2343;915.2;M;20011005;20011102;1500;;V;VACANT LAND;;;AV;;8117693;
C;197;2879890;8;20020102 13:35;5//252050;
D;197;2879890;8;20020102 13:35;P;;;;;;
D;197;2879890;8;20020102 13:35;P;;;;;;
B;197;2879891;9;20020102 13:35;;;;BREEZA ST;QUIRINDI;2343;2607.7;M;20011005;20011102;4500;;V;VACANT LAND;;;AV;;8142824;
C;197;2879891;9;20020102 13:35;6, 7, 8//252050;
D;197;2879891;9;20020102 13:35;P;;;;;;
D;197;2879891;9;20020102 13:35;P;;;;;;
D;197;2879891;9;20020102 13:35;P;;;;;;
D;197;2879891;9;20020102 13:35;P;;;;;;
Z;47;9;9;27;
