A;103;20110801 02:12;VALNET;
B;103;1165760;1;20110801 02:12;;;484;LAWRENCE HARGRAVE DR;WOMBARRA;2515;1910;M;20110427;20110624;1050000;R2;R;RESIDENCE;;AAH;;0;AG377536;
C;103;1165760;1;20110801 02:12;100/10818;
D;103;1165760;1;20110801 02:12;P;;;;;;
D;103;1165760;1;20110801 02:12;P;;;;;;
D;103;1165760;1;20110801 02:12;V;;;;;;
D;103;1165760;1;20110801 02:12;V;;;;;;
B;103;1165776;2;20110801 02:12;;;520;LAWRENCE HARGRAVE DR;WOMBARRA;2515;1204;M;20110603;20110715;920000;R2;R;RESIDENCE;;AAH;;0;AG380393;
C;103;1165776;2;20110801 02:12;10/714068;
D;103;1165776;2;20110801 02:12;P;;;;;;
D;103;1165776;2;20110801 02:12;P;;;;;;
D;103;1165776;2;20110801 02:12;V;;;;;;
B;103;1155565;3;20110801 02:12;;;5;HERNE ST;FIGTREE;2525;556.4;M;20110602;20110714;432000;R2;R;RESIDENCE;;AAU;;0;AG380891;
C;103;1155565;3;20110801 02:12;23/241837;
D;103;1155565;3;20110801 02:12;P;;;;;;
D;103;1155565;3;20110801 02:12;P;;;;;;
D;103;1155565;3;20110801 02:12;V;;;;;;
B;103;1166624;4;20110801 02:12;;;9;LAWSON ST;FAIRY MEADOW;2519;626;M;20110608;20110718;455000;R2;R;RESIDENCE;;AAQ;;0;AG387794;
C;103;1166624;4;20110801 02:12;33/19641;
D;103;1166624;4;20110801 02:12;P;;;;;;
D;103;1166624;4;20110801 02:12;P;;;;;;
D;103;1166624;4;20110801 02:12;V;;;;;;
B;103;1171929;5;20110801 02:12;;;23;MOUNT BROWN RD;DAPTO;2530;556.4;M;20110601;20110713;383000;R2;R;RESIDENCE;;ABA;;0;AG389330;
C;103;1171929;5;20110801 02:12;6/28195;
D;103;1171929;5;20110801 02:12;P;;;;;;
D;103;1171929;5;20110801 02:12;V;;;;;;
D;103;1171929;5;20110801 02:12;V;;;;;;
B;103;1153345;6;20110801 02:12;;;12;GRAY ST;WOONONA;2517;727.2;M;20110614;20110715;575000;R2;R;RESIDENCE;;AAJ;;0;AG381677;
C;103;1153345;6;20110801 02:12;10/N/2697;
D;103;1153345;6;20110801 02:12;P;;;;;;
D;103;1153345;6;20110801 02:12;P;;;;;;
D;103;1153345;6;20110801 02:12;V;;;;;;
D;103;1153345;6;20110801 02:12;V;;;;;;
B;103;1169687;7;20110801 02:12;;;47;MATTHEWS ST;WOLLONGONG;2500;651.3;M;20110526;20110707;808000;R2;R;RESIDENCE;;AAS;;0;AG365625;
C;103;1169687;7;20110801 02:12;12/17806;
D;103;1169687;7;20110801 02:12;P;;;;;;
D;103;1169687;7;20110801 02:12;P;;;;;;
D;103;1169687;7;20110801 02:12;P;;;;;;
D;103;1169687;7;20110801 02:12;V;;;;;;
B;103;1164558;8;20110801 02:12;;;117;LAKELANDS DR;DAPTO;2530;575.4;M;20110531;20110712;334000;R2;R;RESIDENCE;;ABA;;0;AG384578;
C;103;1164558;8;20110801 02:12;5/239729;
D;103;1164558;8;20110801 02:12;P;;;;;;
D;103;1164558;8;20110801 02:12;P;;;;;;
D;103;1164558;8;20110801 02:12;V;;;;;;
D;103;1164558;8;20110801 02:12;V;;;;;;
D;103;1164558;8;20110801 02:12;V;;;;;;
B;103;1153649;9;20110801 02:12;;;27;GREGORY AVE;EAST CORRIMAL;2518;581.7;M;20110415;20110711;529990;R2;R;RESIDENCE;;AAN;;0;AG367827;
C;103;1153649;9;20110801 02:12;84/38239;
D;103;1153649;9;20110801 02:12;P;;;;;;
D;103;1153649;9;20110801 02:12;P;;;;;;
D;103;1153649;9;20110801 02:12;V;;;;;;
D;103;1153649;9;20110801 02:12;V;;;;;;
B;103;1156687;10;20110801 02:12;;;3;HOAD PL;BERKELEY;2506;624.8;M;20110610;20110719;335000;R2;R;RESIDENCE;;ABG;;0;AG386884;
C;103;1156687;10;20110801 02:12;140/263372;
D;103;1156687;10;20110801 02:12;P;;;;;;
D;103;1156687;10;20110801 02:12;V;;;;;;
D;103;1156687;10;20110801 02:12;V;;;;;;
B;103;1162169;11;20110801 02:12;;;50 A;KEMBLA ST;WOLLONGONG;2500;720.8;M;20110204;20110701;900000;R1;R;RESIDENCE;;AAC;;0;AG371728;
C;103;1162169;11;20110801 02:12;2/527484;
D;103;1162169;11;20110801 02:12;P;;;;;;
D;103;1162169;11;20110801 02:12;P;;;;;;
D;103;1162169;11;20110801 02:12;V;;;;;;
B;103;1186025;12;20110801 02:12;KEVDEN;;44;RUSHTON DR;KANAHOOKA;2530;613.4;M;20110608;20110712;400000;R2;R;RESIDENCE;;AAY;;0;AG375492;
C;103;1186025;12;20110801 02:12;585/219336;
D;103;1186025;12;20110801 02:12;P;;;;;;
D;103;1186025;12;20110801 02:12;V;;;;;;
B;103;1180936;13;20110801 02:12;;;324;PRINCES HWY;BULLI;2516;550.1;M;20110603;20110715;460000;R2;R;RESIDENCE;;AAJ;;0;AG384384;
C;103;1180936;13;20110801 02:12;18/7677;
D;103;1180936;13;20110801 02:12;P;;;;;;
D;103;1180936;13;20110801 02:12;P;;;;;;
D;103;1180936;13;20110801 02:12;V;;;;;;
B;103;1173308;14;20110801 02:12;;;36;NARDOO CRES;THIRROUL;2515;1187;M;20110428;20110715;1150000;E4;R;RESIDENCE;;PAG;;0;AG384638;
C;103;1173308;14;20110801 02:12;17/731415;
D;103;1173308;14;20110801 02:12;P;;;;;;
D;103;1173308;14;20110801 02:12;P;;;;;;
D;103;1173308;14;20110801 02:12;V;;;;;;
D;103;1173308;14;20110801 02:12;V;;;;;;
B;103;1173330;15;20110801 02:12;;;11;NARELLE CRES;WOONONA;2517;556.4;M;20110523;20110718;539000;R2;R;RESIDENCE;;AAJ;;0;AG390715;
C;103;1173330;15;20110801 02:12;55/240029;
D;103;1173330;15;20110801 02:12;P;;;;;;
D;103;1173330;15;20110801 02:12;P;;;;;;
D;103;1173330;15;20110801 02:12;V;;;;;;
D;103;1173330;15;20110801 02:12;V;;;;;;
B;103;1194477;16;20110801 02:12;;;50;TOWRADGI RD;TOWRADGI;2518;607;M;20110520;20110708;501000;R2;R;RESIDENCE;;AAO;;0;AG368346;
C;103;1194477;16;20110801 02:12;15/8085;
D;103;1194477;16;20110801 02:12;P;;;;;;
D;103;1194477;16;20110801 02:12;P;;;;;;
D;103;1194477;16;20110801 02:12;V;;;;;;
D;103;1194477;16;20110801 02:12;V;;;;;;
B;103;1176214;17;20110801 02:12;;;7;OLEANDER AVE;FIGTREE;2525;714;M;20110419;20110712;528500;R2;R;RESIDENCE;;AAU;;0;AG375263;
C;103;1176214;17;20110801 02:12;75/251337;
D;103;1176214;17;20110801 02:12;P;;;;;;
D;103;1176214;17;20110801 02:12;P;;;;;;
D;103;1176214;17;20110801 02:12;V;;;;;;
D;103;1176214;17;20110801 02:12;V;;;;;;
B;103;1194782;18;20110801 02:12;;;42;TRINITY ROW;BULLI;2516;739.8;M;20110528;20110713;1130000;R2;R;RESIDENCE;;AAP;;0;AG378066;
C;103;1194782;18;20110801 02:12;Z/407251;
D;103;1194782;18;20110801 02:12;P;;;;;;
D;103;1194782;18;20110801 02:12;P;;;;;;
D;103;1194782;18;20110801 02:12;V;;;;;;
D;103;1194782;18;20110801 02:12;V;;;;;;
D;103;1194782;18;20110801 02:12;V;;;;;;
B;103;1189622;19;20110801 02:12;;;106;STAFF RD;CORDEAUX HEIGHTS;2526;600;M;20110418;20110530;495000;E4;R;RESIDENCE;;PAH;;0;AG385393;
C;103;1189622;19;20110801 02:12;4/788752;
D;103;1189622;19;20110801 02:12;P;;;;;;
D;103;1189622;19;20110801 02:12;V;;;;;;
D;103;1189622;19;20110801 02:12;V;;;;;;
B;103;1173960;20;20110801 02:12;;;21;NIMBIN ST;RUSSELL VALE;2517;556.4;M;20110602;20110711;490000;R2;R;RESIDENCE;;AAJ;;0;AG377105;
C;103;1173960;20;20110801 02:12;26/1/18711;
D;103;1173960;20;20110801 02:12;P;;;;;;
D;103;1173960;20;20110801 02:12;V;;;;;;
D;103;1173960;20;20110801 02:12;V;;;;;;
B;103;1181701;21;20110801 02:12;NEWTON PARK;;;PRINCES HWY;KEMBLA GRANGE;2526;53.91;H;20110318;20110520;2750000;RE2;R;RESIDENCE;;OAB;;0;AG329542;
C;103;1181701;21;20110801 02:12;11, 12/829115;
D;103;1181701;21;20110801 02:12;P;;;;;;
D;103;1181701;21;20110801 02:12;V;;;;;;
D;103;1181701;21;20110801 02:12;V;;;;;;
B;103;1192451;22;20110801 02:12;;;10 A;TERRELL PL;BALGOWNIE;2519;445.7;M;20110617;20110715;390000;R2;R;RESIDENCE;;AAR;;0;AG382280;
C;103;1192451;22;20110801 02:12;5032/1015014;
D;103;1192451;22;20110801 02:12;P;;;;;;
D;103;1192451;22;20110801 02:12;V;;;;;;
B;103;1192505;23;20110801 02:12;;;32;TERRIE AVE;FIGTREE;2525;613.4;M;20110615;20110718;667500;R2;R;RESIDENCE;;AAU;;0;AG388274;
C;103;1192505;23;20110801 02:12;52/244438;
D;103;1192505;23;20110801 02:12;P;;;;;;
D;103;1192505;23;20110801 02:12;V;;;;;;
B;103;1181859;24;20110801 02:12;;14;192;PRINCES HWY;FAIRY MEADOW;2519;;;20110412;20110524;215000;;R;RESIDENCE;14;;;0;AG373420;
C;103;1181859;24;20110801 02:12;14/SP9728;
D;103;1181859;24;20110801 02:12;P;;;;;;
D;103;1181859;24;20110801 02:12;V;;;;;;
B;103;1192535;25;20110801 02:12;;4;44;THALASSA AVE;EAST CORRIMAL;2518;;;20110419;20110517;219000;;R;RESIDENCE;4;;;0;AG368921;
C;103;1192535;25;20110801 02:12;4/SP9089;
