A;RTSALEDATA;082;20250616 10:38;VALNET;
B;082;2822956;1;20250616 10:38;;189;19;LEONARD ST;WAITARA;2077;;;20250428;20250610;550000;;R;RESIDENCE;189;;;0;AV132683;
C;082;2822956;1;20250616 10:38;189/SP70055;
D;082;2822956;1;20250616 10:38;P;;;;;;
D;082;2822956;1;20250616 10:38;V;;;;;;
D;082;2822956;1;20250616 10:38;V;;;;;;
B;082;3449524;2;20250616 10:38;;;31 A;NEW LINE RD;WEST PENNANT HILLS;2125;587.9;M;20250311;20250610;2200000;R2;R;RESIDENCE;;REA;;0;AV132661;
C;082;3449524;2;20250616 10:38;2/1137554;
D;082;3449524;2;20250616 10:38;P;;;;;;
D;082;3449524;2;20250616 10:38;P;;;;;;
D;082;3449524;2;20250616 10:38;V;;;;;;
D;082;3449524;2;20250616 10:38;V;;;;;;
B;082;4170674;3;20250616 10:38;;36;51;BALMORAL ST;WAITARA;2077;99;M;20250529;20250606;810000;;R;RESIDENCE;36;;;0;AV128631;
C;082;4170674;3;20250616 10:38;36/SP98645;
D;082;4170674;3;20250616 10:38;P;;;;;;
D;082;4170674;3;20250616 10:38;V;;;;;;
B;082;3089865;4;20250616 10:38;;56;6;ROMSEY ST;WAITARA;2077;;;20250426;20250610;610000;;R;RESIDENCE;56;;;0;AV132741;
C;082;3089865;4;20250616 10:38;56/SP72648;
D;082;3089865;4;20250616 10:38;P;;;;;;
D;082;3089865;4;20250616 10:38;V;;;;;;
D;082;3089865;4;20250616 10:38;V;;;;;;
B;082;4034320;5;20250616 10:38;;;249 A;MALTON RD;NORTH EPPING;2121;570.9;M;20250503;20250606;2815000;R2;R;RESIDENCE;;REJ;;0;AV128823;
C;082;4034320;5;20250616 10:38;248/1207150;
D;082;4034320;5;20250616 10:38;P;;;;;;
D;082;4034320;5;20250616 10:38;P;;;;;;
D;082;4034320;5;20250616 10:38;V;;;;;;
B;082;4066412;6;20250616 10:38;;;16;HANNAH ST;BEECROFT;2119;;;20250405;20250606;1135000;;R;RESIDENCE;95;;;0;AV129478;
C;082;4066412;6;20250616 10:38;95/SP95968;
D;082;4066412;6;20250616 10:38;P;;;;;;
