A;093;20030501 12:41;PBARBER;
B;093;976729;1;20030501 12:41;;;17;ANANA RD;ELANORA HEIGHTS;2101;942.2;M;20021022;20021203;605000;A;R;RESIDENCE;;HF;;;9522206;
C;093;976729;1;20030501 12:41;8//26916;
D;093;976729;1;20030501 12:41;P;;;;;;
D;093;976729;1;20030501 12:41;P;;;;;;
D;093;976729;1;20030501 12:41;V;;;;;;
B;093;977949;2;20030501 12:41;;;756;BARRENJOEY RD;AVALON;2107;777.8;M;20021018;20021206;590000;A;R;RESIDENCE;;HM;;;9543087;
C;093;977949;2;20030501 12:41;66//11909;
D;093;977949;2;20030501 12:41;P;;;;;;
D;093;977949;2;20030501 12:41;P;;;;;;
D;093;977949;2;20030501 12:41;V;;;;;;
D;093;977949;2;20030501 12:41;V;;;;;;
B;093;978089;3;20030501 12:41;;;554;BARRENJOEY RD;AVALON;2107;;;20030205;20030402;670000;A;R;RESIDENCE;;KG;;;9534640;
C;093;978089;3;20030501 12:41;15//15295;
D;093;978089;3;20030501 12:41;P;;;;;;
D;093;978089;3;20030501 12:41;P;;;;;;
D;093;978089;3;20030501 12:41;V;;;;;;
B;093;978202;4;20030501 12:41;;;264;BARRENJOEY RD;NEWPORT;2106;;;20030201;20030317;618000;A;R;RESIDENCE;;HT;;;9525263;
C;093;978202;4;20030501 12:41;3//22347;
D;093;978202;4;20030501 12:41;P;;;;;;
D;093;978202;4;20030501 12:41;V;;;;;;
B;093;978383;5;20030501 12:41;REFLECTIONS;3;1073;BARRENJOEY RD;PALM BEACH;2108;;;20030213;20030411;717000;;R;RESIDENCE;3;;;;9539885;
C;093;978383;5;20030501 12:41;3//SP 56189;
D;093;978383;5;20030501 12:41;P;;;;;;
D;093;978383;5;20030501 12:41;V;;;;;;
D;093;978383;5;20030501 12:41;V;;;;;;
B;093;978383;6;20030501 12:41;REFLECTIONS;5;1073;BARRENJOEY RD;PALM BEACH;2108;;;20030307;20030404;655000;;R;RESIDENCE;5;;;;9535247;
C;093;978383;6;20030501 12:41;5//SP 56189;
D;093;978383;6;20030501 12:41;P;;;;;;
D;093;978383;6;20030501 12:41;V;;;;;;
D;093;978383;6;20030501 12:41;V;;;;;;
B;093;978659;7;20030501 12:41;;18;41;FOAMCREST AVE;NEWPORT;2106;;;20020806;20030401;600000;;3;SHOP;18;;;;9527226;
C;093;978659;7;20030501 12:41;18//SP 42869;
D;093;978659;7;20030501 12:41;P;;;;;;
D;093;978659;7;20030501 12:41;P;;;;;;
D;093;978659;7;20030501 12:41;V;;;;;;
B;093;980596;8;20030501 12:41;;;82 B;CABBAGE TREE RD;BAYVIEW;2104;9830;M;20021216;20030410;1400000;R;R;RESIDENCE;;RB;;;9534484;
C;093;980596;8;20030501 12:41;11//871719;
D;093;980596;8;20030501 12:41;P;;;;;;
D;093;980596;8;20030501 12:41;P;;;;;;
D;093;980596;8;20030501 12:41;V;;;;;;
D;093;980596;8;20030501 12:41;V;;;;;;
B;093;980735;9;20030501 12:41;;;5;CANNES DR;AVALON;2107;670.3;M;20030313;20030410;720000;A;R;RESIDENCE;;HM;;;9538173;
C;093;980735;9;20030501 12:41;13//236595;
D;093;980735;9;20030501 12:41;P;;;;;;
D;093;980735;9;20030501 12:41;P;;;;;;
D;093;980735;9;20030501 12:41;V;;;;;;
D;093;980735;9;20030501 12:41;V;;;;;;
B;093;980863;10;20030501 12:41;;;53;CAREEL HEAD RD;AVALON;2107;695.6;M;20030224;20030407;535000;A;R;RESIDENCE;;HD;;;9528173;
C;093;980863;10;20030501 12:41;1//209943;
D;093;980863;10;20030501 12:41;P;;;;;;
D;093;980863;10;20030501 12:41;P;;;;;;
D;093;980863;10;20030501 12:41;V;;;;;;
D;093;980863;10;20030501 12:41;V;;;;;;
B;093;981684;11;20030501 12:41;;;15 A;CRANE LODGE PL;PALM BEACH;2108;700.2;M;20021223;20030411;675000;A;R;RESIDENCE;;HV;;;9548676;
C;093;981684;11;20030501 12:41;21//749968;
D;093;981684;11;20030501 12:41;P;;;;;;
D;093;981684;11;20030501 12:41;P;;;;;;
D;093;981684;11;20030501 12:41;V;;;;;;
D;093;981684;11;20030501 12:41;V;;;;;;
