A;153;20030501 12:46;PBARBER;
B;153;1716274;1;20030501 12:46;;;88;CAMBRIDGE ST;COPMANHURST;2460;2331;M;20030205;20030409;114000;Z;R;RESIDENCE;;KK;;;9539805;
C;153;1716274;1;20030501 12:46;431//809898;
D;153;1716274;1;20030501 12:46;P;;;;;;
D;153;1716274;1;20030501 12:46;P;;;;;;
D;153;1716274;1;20030501 12:46;V;;;;;;
D;153;1716274;1;20030501 12:46;V;;;;;;
B;153;1716568;2;20030501 12:46;;;230;LAWRENCE RD;GREAT MARLOW;2460;1492;M;20030217;20030326;118000;R;R;RESIDENCE;;GH;;;9552681;
C;153;1716568;2;20030501 12:46;3//615286;
D;153;1716568;2;20030501 12:46;P;;;;;;
D;153;1716568;2;20030501 12:46;V;;;;;;
B;153;1716856;3;20030501 12:46;;;339;EXPERIMENT FARM LANE;TRENAYR;2460;34.96;H;20030131;20030312;236000;R;R;RESIDENCE;;GA;;;9520502;
C;153;1716856;3;20030501 12:46;250//41093;
D;153;1716856;3;20030501 12:46;P;;;;;;
D;153;1716856;3;20030501 12:46;P;;;;;;
D;153;1716856;3;20030501 12:46;V;;;;;;
B;153;1716960;4;20030501 12:46;;;35;SHADYBOWER DR;JUNCTION HILL;2460;2838;M;20030213;20030315;70000;Z;V;VACANT LAND;;JG;;;9527084;
C;153;1716960;4;20030501 12:46;33//842412;
D;153;1716960;4;20030501 12:46;P;;;;;;
D;153;1716960;4;20030501 12:46;V;;;;;;
D;153;1716960;4;20030501 12:46;V;;;;;;
B;153;2971532;5;20030501 12:46;;;10;ANGUS DR;JUNCTION HILL;2460;1144;M;20020904;20030319;50000;;V;VACANT LAND;;;;;9523608;
C;153;2971532;5;20030501 12:46;22//1049444;
D;153;2971532;5;20030501 12:46;P;;;;;;
D;153;2971532;5;20030501 12:46;V;;;;;;
B;153;2971547;6;20030501 12:46;;;12;NAIRN TCE;JUNCTION HILL;2460;3102;M;20030216;20030313;89000;;V;VACANT LAND;;;;;9536706;
C;153;2971547;6;20030501 12:46;37//1049444;
D;153;2971547;6;20030501 12:46;P;;;;;;
D;153;2971547;6;20030501 12:46;V;;;;;;
Z;30;6;6;16;
