A;223;20011109 12:58;CDIXON;
B;223;2474044;1;20011109 12:59;;;52;ABERDEEN RD;BUSBY;2168;575.4;M;20010718;20010822;166000;A;R;RESIDENCE;;LH;;;7923664;
C;223;2474044;1;20011109 12:59;133//220818;
D;223;2474044;1;20011109 12:59;P;;;;;;
D;223;2474044;1;20011109 12:59;P;;;;;;
D;223;2474044;1;20011109 12:59;V;;;;;;
D;223;2474044;1;20011109 12:59;V;;;;;;
D;223;2474044;1;20011109 12:59;V;;;;;;
B;223;2474203;2;20011109 12:59;;;2;ADELAIDE PL;CECIL HILLS;2171;986.2;M;20010716;20010823;510000;A;R;RESIDENCE;;MM;;;7920511;
C;223;2474203;2;20011109 12:59;1181//830611;
D;223;2474203;2;20011109 12:59;P;;;;;;
D;223;2474203;2;20011109 12:59;V;;;;;;
D;223;2474203;2;20011109 12:59;V;;;;;;
B;223;2474285;3;20011109 12:59;;;4;AITAPE PL;HOLSWORTHY;2173;721;M;20010619;20010809;261000;A;R;RESIDENCE;;LQ;;;7923465;
C;223;2474285;3;20011109 12:59;340//235663;
D;223;2474285;3;20011109 12:59;P;;;;;;
D;223;2474285;3;20011109 12:59;V;;;;;;
B;223;2474447;4;20011109 12:59;;;15 A;ALCOCK AVE;CASULA;2170;433.5;M;20010810;20010921;270000;A;R;RESIDENCE;;AB;;;7971145;
C;223;2474447;4;20011109 12:59;6022//881398;
D;223;2474447;4;20011109 12:59;P;;;;;;
D;223;2474447;4;20011109 12:59;P;;;;;;
D;223;2474447;4;20011109 12:59;V;;;;;;
D;223;2474447;4;20011109 12:59;V;;;;;;
B;223;2474449;5;20011109 12:59;;;11;ALCOCK AVE;CASULA;2170;650.4;M;20010715;20010918;160000;A;R;RESIDENCE;;AB;;;7979215;
C;223;2474449;5;20011109 12:59;4//736550;
D;223;2474449;5;20011109 12:59;P;;;;;;
D;223;2474449;5;20011109 12:59;V;;;;;;
D;223;2474449;5;20011109 12:59;V;;;;;;
B;223;2474520;6;20011109 12:59;;;9;ALEXANDRIA PL;BUSBY;2168;670.3;M;20010612;20010815;193150;A;R;RESIDENCE;;LH;;;7951572;
C;223;2474520;6;20011109 12:59;405//222642;
D;223;2474520;6;20011109 12:59;P;;;;;;
D;223;2474520;6;20011109 12:59;P;;;;;;
D;223;2474520;6;20011109 12:59;V;;;;;;
B;223;2474617;7;20011109 12:59;;;13;ALFRED RD;CHIPPING NORTON;2170;8903;M;20001214;20001218;1300000;I;3;TRANSPORT TER;;FR;;;7945390;
C;223;2474617;7;20011109 12:59;A//368846;
D;223;2474617;7;20011109 12:59;P;;;;;;
D;223;2474617;7;20011109 12:59;V;;;;;;
D;223;2474617;7;20011109 12:59;V;;;;;;
B;223;2474647;8;20011109 12:59;;;149;ALFRED RD;CHIPPING NORTON;2170;672;M;20010605;20010717;338000;A;R;RESIDENCE;;LT;;;7931158;
C;223;2474647;8;20011109 12:59;4//249682;
D;223;2474647;8;20011109 12:59;P;;;;;;
D;223;2474647;8;20011109 12:59;P;;;;;;
D;223;2474647;8;20011109 12:59;V;;;;;;
B;223;2474678;9;20011109 12:59;;;10;ALTAIR PL;HINCHINBROOK;2168;3924;M;20010726;20010903;400000;A;R;RESIDENCE;;AC;;;7968638;
C;223;2474678;9;20011109 12:59;15//863846;
D;223;2474678;9;20011109 12:59;P;;;;;;
D;223;2474678;9;20011109 12:59;P;;;;;;
D;223;2474678;9;20011109 12:59;V;;;;;;
D;223;2474678;9;20011109 12:59;V;;;;;;
B;223;2474688;10;20011109 12:59;;;9;ALTHORPE DR;GREEN VALLEY;2168;285.5;M;20010713;20010821;417500;A;R;RESIDENCE;;AS;;;7904246;
C;223;2474688;10;20011109 12:59;562//1014511;
D;223;2474688;10;20011109 12:59;P;;;;;;
D;223;2474688;10;20011109 12:59;P;;;;;;
D;223;2474688;10;20011109 12:59;V;;;;;;
B;223;2474702;11;20011109 12:59;;;4;ALTHORPE DR;GREEN VALLEY;2168;362.9;M;20010419;20010828;100000;A;V;VACANT LAND;;AS;;;7898873;
C;223;2474702;11;20011109 12:59;12//1015393;
D;223;2474702;11;20011109 12:59;P;;;;;;
D;223;2474702;11;20011109 12:59;V;;;;;;
B;223;2474702;12;20011109 12:59;;;4;ALTHORPE DR;GREEN VALLEY;2168;362.9;M;20010717;20010828;130000;A;V;VACANT LAND;;AS;;;7898874;
C;223;2474702;12;20011109 12:59;12//1015393;
D;223;2474702;12;20011109 12:59;P;;;;;;
D;223;2474702;12;20011109 12:59;P;;;;;;
D;223;2474702;12;20011109 12:59;V;;;;;;
B;223;2474779;13;20011109 12:59;;;5;AMBON RD;HOLSWORTHY;2173;613.4;M;20010722;20010914;280000;A;R;RESIDENCE;;LQ;;;7974690;
C;223;2474779;13;20011109 12:59;64//219461;
D;223;2474779;13;20011109 12:59;P;;;;;;
D;223;2474779;13;20011109 12:59;P;;;;;;
D;223;2474779;13;20011109 12:59;V;;;;;;
D;223;2474779;13;20011109 12:59;V;;;;;;
B;223;2474807;14;20011109 12:59;;;17;AMIENS RD;MOOREBANK;2170;;;19990625;19990625;2100000;S;V;VACANT LAND;;SG;;;7637647;
C;223;2474807;14;20011109 12:59;PT 1//832269;
D;223;2474807;14;20011109 12:59;P;;;;;;
D;223;2474807;14;20011109 12:59;V;;;;;;
B;223;2474808;15;20011109 12:59;;;15;AMIENS RD;MOOREBANK;2170;;;19990625;19990625;2100000;S;V;VACANT LAND;;SG;;;7637647;
C;223;2474808;15;20011109 12:59;PT 1//832269;
D;223;2474808;15;20011109 12:59;P;;;;;;
D;223;2474808;15;20011109 12:59;V;;;;;;
B;223;2474809;16;20011109 12:59;;;13;AMIENS RD;MOOREBANK;2170;;;19990625;19990625;2100000;S;V;VACANT LAND;;SG;;;7637647;
C;223;2474809;16;20011109 12:59;PT 1//832269;
D;223;2474809;16;20011109 12:59;P;;;;;;
D;223;2474809;16;20011109 12:59;V;;;;;;
B;223;2474810;17;20011109 12:59;;;11;AMIENS RD;MOOREBANK;2170;;;19990625;19990625;2100000;S;V;VACANT LAND;;SG;;;7637647;
C;223;2474810;17;20011109 12:59;PT 1//832269;
D;223;2474810;17;20011109 12:59;P;;;;;;
D;223;2474810;17;20011109 12:59;V;;;;;;
B;223;2474811;18;20011109 12:59;;;9;AMIENS RD;MOOREBANK;2170;;;19990625;19990625;2100000;S;V;VACANT LAND;;SG;;;7637647;
C;223;2474811;18;20011109 12:59;PT 1//832269;
D;223;2474811;18;20011109 12:59;P;;;;;;
D;223;2474811;18;20011109 12:59;V;;;;;;
B;223;2474812;19;20011109 12:59;;;7;AMIENS RD;MOOREBANK;2170;;;19990625;19990625;2100000;S;V;VACANT LAND;;SG;;;7637647;
C;223;2474812;19;20011109 12:59;PT 1//832269;
D;223;2474812;19;20011109 12:59;P;;;;;;
D;223;2474812;19;20011109 12:59;V;;;;;;
B;223;2474813;20;20011109 12:59;;;5;AMIENS RD;MOOREBANK;2170;;;19990625;19990625;2100000;S;V;VACANT LAND;;SG;;;7637647;
C;223;2474813;20;20011109 12:59;PT 1//832269;
D;223;2474813;20;20011109 12:59;P;;;;;;
D;223;2474813;20;20011109 12:59;V;;;;;;
B;223;2474814;21;20011109 12:59;;;3;AMIENS RD;MOOREBANK;2170;;;19990625;19990625;2100000;S;V;VACANT LAND;;SG;;;7637647;
C;223;2474814;21;20011109 12:59;PT 1//832269;
D;223;2474814;21;20011109 12:59;P;;;;;;
D;223;2474814;21;20011109 12:59;V;;;;;;
B;223;2474815;22;20011109 12:59;;;1;AMIENS RD;LIVERPOOL;2170;;;19990625;19990625;2100000;S;V;VACANT LAND;;SG;;;7637647;
C;223;2474815;22;20011109 12:59;PT 1//832269;
D;223;2474815;22;20011109 12:59;P;;;;;;
D;223;2474815;22;20011109 12:59;V;;;;;;
B;223;2474816;23;20011109 12:59;;;2;AMIENS RD;MOOREBANK;2170;;;19990625;19990625;2100000;S;V;VACANT LAND;;SG;;;7637647;
C;223;2474816;23;20011109 12:59;PT 1//832269;
D;223;2474816;23;20011109 12:59;P;;;;;;
D;223;2474816;23;20011109 12:59;V;;;;;;
B;223;2474817;24;20011109 12:59;;;4;AMIENS RD;MOOREBANK;2170;;;19990625;19990625;2100000;S;V;VACANT LAND;;SG;;;7637647;
C;223;2474817;24;20011109 12:59;PT 1//832269;
D;223;2474817;24;20011109 12:59;P;;;;;;
D;223;2474817;24;20011109 12:59;V;;;;;;
B;223;2474818;25;20011109 12:59;;;6;AMIENS RD;MOOREBANK;2170;;;19990625;19990625;2100000;S;V;VACANT LAND;;SG;;;7637647;
C;223;2474818;25;20011109 12:59;PT 1//832269;
D;223;2474818;25;20011109 12:59;P;;;;;;
D;223;2474818;25;20011109 12:59;V;;;;;;
B;223;2474819;26;20011109 12:59;;;8;AMIENS RD;MOOREBANK;2170;;;19990625;19990625;2100000;S;V;VACANT LAND;;SG;;;7637647;
C;223;2474819;26;20011109 12:59;PT 1//832269;
D;223;2474819;26;20011109 12:59;P;;;;;;
D;223;2474819;26;20011109 12:59;V;;;;;;
B;223;2474820;27;20011109 12:59;;;10;AMIENS RD;MOOREBANK;2170;;;19990625;19990625;2100000;S;V;VACANT LAND;;SG;;;7637647;
C;223;2474820;27;20011109 12:59;PT 1//832269;
D;223;2474820;27;20011109 12:59;P;;;;;;
D;223;2474820;27;20011109 12:59;V;;;;;;
B;223;2474821;28;20011109 12:59;;;12;AMIENS RD;MOOREBANK;2170;;;19990625;19990625;2100000;S;V;VACANT LAND;;SG;;;7637647;
C;223;2474821;28;20011109 12:59;PT 1//832269;
D;223;2474821;28;20011109 12:59;P;;;;;;
D;223;2474821;28;20011109 12:59;V;;;;;;
B;223;2474822;29;20011109 12:59;;;14;AMIENS RD;MOOREBANK;2170;;;19990625;19990625;2100000;S;V;VACANT LAND;;SG;;;7637647;
C;223;2474822;29;20011109 12:59;PT 1//832269;
D;223;2474822;29;20011109 12:59;P;;;;;;
D;223;2474822;29;20011109 12:59;V;;;;;;
B;223;2474823;30;20011109 12:59;;;16;AMIENS RD;MOOREBANK;2170;;;19990625;19990625;2100000;S;V;VACANT LAND;;SG;;;7637647;
C;223;2474823;30;20011109 12:59;PT 1//832269;
D;223;2474823;30;20011109 12:59;P;;;;;;
D;223;2474823;30;20011109 12:59;V;;;;;;
B;223;2474847;31;20011109 12:59;;1;56;ANASTASIO RD;LIVERPOOL;2170;;;20010806;20010914;250000;;R;RESIDENCE;1;;;;7968817;
C;223;2474847;31;20011109 12:59;1//SP 58206;
D;223;2474847;31;20011109 12:59;P;;;;;;
D;223;2474847;31;20011109 12:59;P;;;;;;
D;223;2474847;31;20011109 12:59;V;;;;;;
B;223;2475004;32;20011109 12:59;;;25;ANGELA ST;CECIL HILLS;2171;569.6;M;20010723;20010907;465000;A;R;RESIDENCE;;MM;;;7959124;
C;223;2475004;32;20011109 12:59;4117//841333;
D;223;2475004;32;20011109 12:59;P;;;;;;
D;223;2475004;32;20011109 12:59;P;;;;;;
D;223;2475004;32;20011109 12:59;V;;;;;;
B;223;2475030;33;20011109 12:59;;;2;ANGELO AVE;LIVERPOOL;2170;803;M;20010716;20010829;221000;A;R;RESIDENCE;;AD;;;7973472;
C;223;2475030;33;20011109 12:59;41//218668;
D;223;2475030;33;20011109 12:59;P;;;;;;
D;223;2475030;33;20011109 12:59;P;;;;;;
D;223;2475030;33;20011109 12:59;V;;;;;;
