A;082;20011109 15:16;CDIXON;
B;082;624063;1;20011109 15:16;;;67;ALAMEIN AVE;CARLINGFORD;2118;701.9;M;20010723;20010903;420000;A;R;RESIDENCE;;EK;;;7923648;
C;082;624063;1;20011109 15:16;79//27839;
D;082;624063;1;20011109 15:16;P;;;;;;
D;082;624063;1;20011109 15:16;V;;;;;;
B;082;624069;2;20011109 15:16;;;53;ALAMEIN ST;CARLINGFORD;2118;961.1;M;20010708;20010824;481500;A;R;RESIDENCE;;EK;;;7899303;
C;082;624069;2;20011109 15:16;86//27839;
D;082;624069;2;20011109 15:16;P;;;;;;
D;082;624069;2;20011109 15:16;P;;;;;;
D;082;624069;2;20011109 15:16;V;;;;;;
D;082;624069;2;20011109 15:16;V;;;;;;
D;082;624069;2;20011109 15:16;V;;;;;;
B;082;624653;3;20011109 15:16;;16;40;ALBERT ST;HORNSBY;2077;;;20010718;20010718;246000;;R;RESIDENCE;16;;;;7920019;
C;082;624653;3;20011109 15:16;16//5866;
D;082;624653;3;20011109 15:16;P;;;;;;
D;082;624653;3;20011109 15:16;V;;;;;;
B;082;624822;4;20011109 15:16;;1;2;ALBERT ST;HORNSBY;2077;;;20010813;20010924;290000;;R;RESIDENCE;1;;;;7974133;
C;082;624822;4;20011109 15:16;1//7940;
D;082;624822;4;20011109 15:16;P;;;;;;
D;082;624822;4;20011109 15:16;P;;;;;;
D;082;624822;4;20011109 15:16;V;;;;;;
B;082;624901;5;20011109 15:16;;;52;ALBION ST;PENNANT HILLS;2120;479.4;M;20010703;20010807;429500;A;R;RESIDENCE;;EA;;;7926376;
C;082;624901;5;20011109 15:16;1//860185;
D;082;624901;5;20011109 15:16;P;;;;;;
D;082;624901;5;20011109 15:16;P;;;;;;
D;082;624901;5;20011109 15:16;V;;;;;;
D;082;624901;5;20011109 15:16;V;;;;;;
B;082;625029;6;20011109 15:16;;15;53;ALEXANDRIA PDE;WAITARA;2077;;;20010717;20010828;273000;;R;RESIDENCE;15;;;;7904786;
C;082;625029;6;20011109 15:16;15//SP 60962;
D;082;625029;6;20011109 15:16;P;;;;;;
D;082;625029;6;20011109 15:16;V;;;;;;
D;082;625029;6;20011109 15:16;V;;;;;;
B;082;625076;7;20011109 15:16;;;5;ALICE CT;CHERRYBROOK;2126;788.5;M;20010620;20010829;313000;A;R;RESIDENCE;;ER;;;7897810;
C;082;625076;7;20011109 15:16;7523//771732;
D;082;625076;7;20011109 15:16;P;;;;;;
D;082;625076;7;20011109 15:16;P;;;;;;
D;082;625076;7;20011109 15:16;V;;;;;;
B;082;625310;8;20011109 15:16;;;15;AMBERLEA CT;CASTLE HILL;2154;489.1;M;20010725;20010911;417500;A;R;RESIDENCE;;ER;;;7938502;
C;082;625310;8;20011109 15:16;4322//843597;
D;082;625310;8;20011109 15:16;P;;;;;;
D;082;625310;8;20011109 15:16;P;;;;;;
D;082;625310;8;20011109 15:16;V;;;;;;
D;082;625310;8;20011109 15:16;V;;;;;;
B;082;625448;9;20011109 15:16;;;37;ANEMBO RD;BEROWRA;2081;777.8;M;20010614;20010705;265000;A;R;RESIDENCE;;EP;;;7811500;
C;082;625448;9;20011109 15:16;183B//367570;
D;082;625448;9;20011109 15:16;P;;;;;;
D;082;625448;9;20011109 15:16;P;;;;;;
B;082;625598;10;20011109 15:16;;;67;APPLETREE DR;CHERRYBROOK;2126;898.1;M;20010705;20010830;475000;A;R;RESIDENCE;;ER;;;7957355;
C;082;625598;10;20011109 15:16;308//777215;
D;082;625598;10;20011109 15:16;P;;;;;;
D;082;625598;10;20011109 15:16;P;;;;;;
D;082;625598;10;20011109 15:16;V;;;;;;
D;082;625598;10;20011109 15:16;V;;;;;;
B;082;625731;11;20011109 15:16;;;126;ARCADIA RD;ARCADIA;2159;2.02;H;20010705;20010817;1240000;R;R;RESIDENCE;;HB;;;7919109;
C;082;625731;11;20011109 15:16;1//552461;
D;082;625731;11;20011109 15:16;P;;;;;;
D;082;625731;11;20011109 15:16;V;;;;;;
D;082;625731;11;20011109 15:16;V;;;;;;
B;082;625862;12;20011109 15:16;;;31;ARKENA AVE;EPPING;2121;739.8;M;20010725;20010905;538000;A;R;RESIDENCE;;EK;;;7925755;
C;082;625862;12;20011109 15:16;16//210615;
D;082;625862;12;20011109 15:16;P;;;;;;
D;082;625862;12;20011109 15:16;P;;;;;;
D;082;625862;12;20011109 15:16;V;;;;;;
D;082;625862;12;20011109 15:16;V;;;;;;
B;082;625882;13;20011109 15:16;;;20;ARRIONGA PL;HORNSBY;2077;1357;M;20010719;20010830;605000;A;R;RESIDENCE;;EE;;;7964837;
C;082;625882;13;20011109 15:16;9//803721;
D;082;625882;13;20011109 15:16;P;;;;;;
D;082;625882;13;20011109 15:16;P;;;;;;
D;082;625882;13;20011109 15:16;V;;;;;;
