A;RTSALEDATA;149;20250224 01:07;VALNET;
B;149;1664382;1;20250224 01:07;;;13;WILLIAM ST;BELLINGEN;2454;813.45;M;20241030;20250218;1025000;E1;R;RESIDENCE;;ECA;;0;AU832247;
C;149;1664382;1;20250224 01:07;B/900113;
D;149;1664382;1;20250224 01:07;P;;;;;;
D;149;1664382;1;20250224 01:07;V;;;;;;
B;149;1661891;2;20250224 01:07;;;26;YELLOW ROCK RD;URUNGA;2455;879;M;20241220;20250220;615000;R1;R;RESIDENCE;;RNI;;0;AU838290;
C;149;1661891;2;20250224 01:07;172/242788;
D;149;1661891;2;20250224 01:07;P;;;;;;
D;149;1661891;2;20250224 01:07;P;;;;;;
D;149;1661891;2;20250224 01:07;V;;;;;;
B;149;1662838;3;20250224 01:07;;;43;WHEATLEY ST;BELLINGEN;2454;562.8;M;20241220;20250217;550000;R1;R;RESIDENCE;;RBG;;0;AU829892;
C;149;1662838;3;20250224 01:07;8/D/5565;
D;149;1662838;3;20250224 01:07;P;;;;;;
D;149;1662838;3;20250224 01:07;V;;;;;;
B;149;1663694;4;20250224 01:07;;;18;CHURCH ST;BELLINGEN;2454;973.6;M;20250114;20250220;780000;R1;R;RESIDENCE;;RBG;;0;AU839170;
C;149;1663694;4;20250224 01:07;22/802551;
D;149;1663694;4;20250224 01:07;P;;;;;;
D;149;1663694;4;20250224 01:07;P;;;;;;
D;149;1663694;4;20250224 01:07;V;;;;;;
B;149;1664069;5;20250224 01:07;;;2;LOVELL ST;BELLINGEN;2454;505.9;M;20250117;20250218;869000;R1;R;RESIDENCE;;RBG;;0;AU832332;
C;149;1664069;5;20250224 01:07;A/391613;
D;149;1664069;5;20250224 01:07;P;;;;;;
D;149;1664069;5;20250224 01:07;V;;;;;;
B;149;3495491;6;20250224 01:07;;;14;RED GUM CRES;BELLINGEN;2454;813.8;M;20241220;20250218;850000;R1;R;RESIDENCE;;RBG;;0;AU833225;
C;149;3495491;6;20250224 01:07;15/1143592;
D;149;3495491;6;20250224 01:07;P;;;;;;
D;149;3495491;6;20250224 01:07;V;;;;;;
Z;28;6;6;14;
