A;056;20030619 08:58;PDANN;
B;056;519585;1;20030619 08:58;;;24;THIRD ST;HENTY;2658;2163;M;20030121;20030307;112000;Z;R;RESIDENCE;;AH;AC;0;9477993;
C;056;519585;1;20030619 08:58;172, 173//12560;
D;056;519585;1;20030619 08:58;P;;;;;;
D;056;519585;1;20030619 08:58;V;;;;;;
D;056;519585;1;20030619 08:58;V;;;;;;
B;056;520296;2;20030619 08:58;;;27;KIRNDEEN ST;CULCAIRN;2660;1581;M;20021213;20021219;27000;Z;R;RESIDENCE;;AD;AC;0;9465582;
C;056;520296;2;20030619 08:58;6/15/6676;
D;056;520296;2;20030619 08:58;P;;;;;;
D;056;520296;2;20030619 08:58;V;;;;;;
B;056;520310;3;20030619 08:58;;;20;KIRNDEEN ST;CULCAIRN;2660;1012;M;20030212;20030317;83000;Z;R;RESIDENCE;;AD;AC;0;9468776;
C;056;520310;3;20030619 08:58;18/12/5886;
D;056;520310;3;20030619 08:58;P;;;;;;
D;056;520310;3;20030619 08:58;V;;;;;;
B;056;520640;4;20030619 08:58;;;;PH STITT;CULCAIRN;2660;129.5;H;20020805;20030109;160000;R;3;FARM LANDS;;HF;RM;0;9345715;
C;056;520640;4;20030619 08:58;2//513036;
D;056;520640;4;20030619 08:58;P;;;;;;
D;056;520640;4;20030619 08:58;V;;;;;;
B;056;520704;5;20030619 08:58;;;;PH THUGGA DP'S;CULCAIRN;2660;1;H;20021125;20021218;130000;R;3;FARM;;HD;RR;0;9333019;
C;056;520704;5;20030619 08:58;1//710349;
D;056;520704;5;20030619 08:58;P;;;;;;
D;056;520704;5;20030619 08:58;V;;;;;;
B;056;520957;6;20030619 08:58;;;46;COMMERCIAL ST;WALLA WALLA;2659;1012;M;20030225;20030307;72000;Z;R;RESIDENCE;;AQ;AC;0;9453166;
C;056;520957;6;20030619 08:58;3//12145;
D;056;520957;6;20030619 08:58;P;;;;;;
D;056;520957;6;20030619 08:58;P;;;;;;
D;056;520957;6;20030619 08:58;V;;;;;;
B;056;521051;7;20030619 08:58;;;;PIONEER DR;WALLA WALLA;2659;877.8;M;20030131;20030214;9000;Z;V;VACANT LAND;;AQ;AV;0;9407835;
C;056;521051;7;20030619 08:58;4//245313;
D;056;521051;7;20030619 08:58;P;;;;;;
D;056;521051;7;20030619 08:58;P;;;;;;
D;056;521051;7;20030619 08:58;V;;;;;;
B;056;521067;8;20030619 08:58;;;6;QUEEN ST;WALLA WALLA;2659;1518;M;20021220;20030124;135000;Z;R;RESIDENCE;;AR;AC;0;9477305;
C;056;521067;8;20030619 08:58;19//2741;
D;056;521067;8;20030619 08:58;P;;;;;;
D;056;521067;8;20030619 08:58;V;;;;;;
D;056;521067;8;20030619 08:58;V;;;;;;
B;056;521144;9;20030619 08:58;;;22;WENKE ST;WALLA WALLA;2659;1214;M;20030124;20030213;58000;Z;R;RESIDENCE;;AQ;AC;0;9453921;
C;056;521144;9;20030619 08:58;16//6587;
D;056;521144;9;20030619 08:58;P;;;;;;
D;056;521144;9;20030619 08:58;V;;;;;;
D;056;521144;9;20030619 08:58;V;;;;;;
B;056;2975987;10;20030619 08:58;;;;KEIGHRAN ST;HENTY;2658;1012;M;20021213;20030113;15000;Z;V;VACANT LAND;;AM;AV;0;9321349;
C;056;2975987;10;20030619 08:58;3/1/758514;
D;056;2975987;10;20030619 08:58;P;;;;;;
D;056;2975987;10;20030619 08:58;V;;;;;;
B;056;2976002;11;20030619 08:58;;;;PH CREIGHTON;CULCAIRN;2660;97.104;H;20030108;20030120;140000;R;V;VACANT LAND;;HF;RVI;0;9338375;
C;056;2976002;11;20030619 08:58;1//254656 65//753735;
D;056;2976002;11;20030619 08:58;P;;;;;;
D;056;2976002;11;20030619 08:58;V;;;;;;
Z;51;11;11;27;
