A;144;20110801 02:19;VALNET;
B;144;1582067;1;20110801 02:20;;;2;ELOUERA RD;CRONULLA;2230;670.3;M;20110208;20110701;1257500;A;R;RESIDENCE;;NC;;0;AG382880;
C;144;1582067;1;20110801 02:20;27/11648;
D;144;1582067;1;20110801 02:20;P;;;;;;
D;144;1582067;1;20110801 02:20;P;;;;;;
D;144;1582067;1;20110801 02:20;V;;;;;;
B;144;1587466;2;20110801 02:20;;2;39;GANNONS RD;CARINGBAH;2229;;;20110509;20110714;672500;;R;RESIDENCE;2;;;0;AG375765;
C;144;1587466;2;20110801 02:20;2/SP44593;
D;144;1587466;2;20110801 02:20;P;;;;;;
D;144;1587466;2;20110801 02:20;V;;;;;;
B;144;1595422;3;20110801 02:20;;6;31;JACARANDA RD;CARINGBAH;2229;;;20110618;20110725;580000;;R;RESIDENCE;6;;;0;AG388713;
C;144;1595422;3;20110801 02:20;6/SP36345;
D;144;1595422;3;20110801 02:20;P;;;;;;
D;144;1595422;3;20110801 02:20;P;;;;;;
D;144;1595422;3;20110801 02:20;V;;;;;;
D;144;1595422;3;20110801 02:20;V;;;;;;
D;144;1595422;3;20110801 02:20;V;;;;;;
B;144;1576808;4;20110801 02:20;;;10;CORINTH RD;HEATHCOTE;2233;556.4;M;20110604;20110715;630000;A;R;RESIDENCE;;HC;;0;AG381297;
C;144;1576808;4;20110801 02:20;27/233007;
D;144;1576808;4;20110801 02:20;P;;;;;;
D;144;1576808;4;20110801 02:20;P;;;;;;
D;144;1576808;4;20110801 02:20;V;;;;;;
D;144;1576808;4;20110801 02:20;V;;;;;;
B;144;1587659;5;20110801 02:20;;;205 B;GANNONS RD;CARINGBAH;2229;;;20110418;20110704;690000;;R;RESIDENCE;2;;;0;AG380068;
C;144;1587659;5;20110801 02:20;2/SP52815;
D;144;1587659;5;20110801 02:20;P;;;;;;
D;144;1587659;5;20110801 02:20;P;;;;;;
D;144;1587659;5;20110801 02:20;V;;;;;;
B;144;1595640;6;20110801 02:20;;;47;JAMES COOK ISLAND;SYLVANIA WATERS;2224;720.8;M;20110330;20110715;2580000;A;R;RESIDENCE;;SY;;0;AG373731;
C;144;1595640;6;20110801 02:20;711/240861;
D;144;1595640;6;20110801 02:20;P;;;;;;
D;144;1595640;6;20110801 02:20;P;;;;;;
D;144;1595640;6;20110801 02:20;V;;;;;;
D;144;1595640;6;20110801 02:20;V;;;;;;
B;144;1576957;7;20110801 02:20;;;5;COWPER PL;BARDEN RIDGE;2234;652.9;M;20110707;20110718;613000;A;R;RESIDENCE;;RA;;0;AG383543;
C;144;1576957;7;20110801 02:20;116/746254;
D;144;1576957;7;20110801 02:20;P;;;;;;
D;144;1576957;7;20110801 02:20;P;;;;;;
D;144;1576957;7;20110801 02:20;V;;;;;;
B;144;1582409;8;20110801 02:20;;26;1;ENDEAVOUR RD;CARINGBAH;2229;;;20110701;20110701;360000;;3;COMMERCIAL;26;;;0;AG380300;
C;144;1582409;8;20110801 02:20;26/SP36288;
D;144;1582409;8;20110801 02:20;P;;;;;;
D;144;1582409;8;20110801 02:20;V;;;;;;
B;144;1580049;9;20110801 02:20;;;25;DOMINIC ST;BURRANEER;2230;581.7;M;20110413;20110713;1510000;A;3;HOUSE;;DB;;0;AG382797;
C;144;1580049;9;20110801 02:20;3/214303;
D;144;1580049;9;20110801 02:20;P;;;;;;
D;144;1580049;9;20110801 02:20;P;;;;;;
D;144;1580049;9;20110801 02:20;V;;;;;;
B;144;1593450;10;20110801 02:20;;9;26;HIGH ST;CARINGBAH;2229;;;20110602;20110714;675000;;R;RESIDENCE;9;;;0;AG382004;
C;144;1593450;10;20110801 02:20;9/SP64143;
D;144;1593450;10;20110801 02:20;P;;;;;;
D;144;1593450;10;20110801 02:20;V;;;;;;
D;144;1593450;10;20110801 02:20;V;;;;;;
