A;020;20030501 12:38;PBARBER;
B;020;408404;1;20030501 12:38;;;21;MANNING ST;BOMBALA;2632;2023;M;20030120;20030224;49000;A;R;RESIDENCE;;AA;;;9521541;
C;020;408404;1;20030501 12:38;1//799190;
D;020;408404;1;20030501 12:38;P;;;;;;
D;020;408404;1;20030501 12:38;V;;;;;;
D;020;408404;1;20030501 12:38;V;;;;;;
B;020;409034;2;20030501 12:38;;;;PH BUNGEE DP 14852;BUNGARBY;2630;247.6;H;20030221;20030326;160000;R;3;FARM;;RC;;;9519158;
C;020;409034;2;20030501 12:38;26//14852;
D;020;409034;2;20030501 12:38;P;;;;;;
D;020;409034;2;20030501 12:38;P;;;;;;
D;020;409034;2;20030501 12:38;V;;;;;;
B;020;409659;3;20030501 12:38;;;;ORR ST;DELEGATE;2633;2023;M;20030114;20030225;42000;A;R;RESIDENCE;;AD;;;9526394;
C;020;409659;3;20030501 12:38;5/1/758346;
D;020;409659;3;20030501 12:38;P;;;;;;
D;020;409659;3;20030501 12:38;V;;;;;;
Z;16;3;3;8;
