A;234;20110801 02:34;VALNET;
B;234;2621755;1;20110801 02:34;;;1;TUART ST;BROKEN HILL;2880;638.6;M;20110420;20110701;220000;A;R;RESIDENCE;;AF;;0;AG364828;
C;234;2621755;1;20110801 02:34;102/240899;
D;234;2621755;1;20110801 02:34;P;;;;;;
D;234;2621755;1;20110801 02:34;P;;;;;;
D;234;2621755;1;20110801 02:34;V;;;;;;
B;234;2618346;2;20110801 02:34;;;461;LANE ST;BROKEN HILL;2880;960.54;M;20110513;20110713;190000;A;R;RESIDENCE;;CC;;0;AG385618;
C;234;2618346;2;20110801 02:34;4189/757298;
D;234;2618346;2;20110801 02:34;P;;;;;;
D;234;2618346;2;20110801 02:34;P;;;;;;
D;234;2618346;2;20110801 02:34;V;;;;;;
Z;12;2;2;6;
