A;231;20011109 12:44;CDIXON;
B;231;2607168;1;20011109 12:44;;;;DE BOOS ST;BARMEDMAN;2668;1012;M;20010627;20010725;55000;Z;R;RESIDENCE;;VB;;;7905645;
C;231;2607168;1;20011109 12:44;12/18/758055;
D;231;2607168;1;20011109 12:44;P;;;;;;
D;231;2607168;1;20011109 12:44;P;;;;;;
D;231;2607168;1;20011109 12:44;V;;;;;;
B;231;2607184;2;20011109 12:44;;;;DE BOOS ST;BARMEDMAN;2668;1012;M;20010807;20010911;4750;Z;V;VACANT LAND;;VB;;;7955792;
C;231;2607184;2;20011109 12:44;8/14/758055;
D;231;2607184;2;20011109 12:44;P;;;;;;
D;231;2607184;2;20011109 12:44;P;;;;;;
D;231;2607184;2;20011109 12:44;V;;;;;;
B;231;2607217;3;20011109 12:44;;;;MARTIN ST;BARMEDMAN;2668;3022;M;20010627;20010725;55000;Z;R;RESIDENCE;;VB;;;7905645;
C;231;2607217;3;20011109 12:44;1, 2/18/758055;
D;231;2607217;3;20011109 12:44;P;;;;;;
D;231;2607217;3;20011109 12:44;P;;;;;;
D;231;2607217;3;20011109 12:44;V;;;;;;
B;231;2608032;4;20011109 12:44;;;;UNGARIE ST;UNGARIE;2669;2724;M;20010725;20010831;35000;Z;R;RESIDENCE;;VU;;;7913596;
C;231;2608032;4;20011109 12:44;11//588305;
D;231;2608032;4;20011109 12:44;P;;;;;;
D;231;2608032;4;20011109 12:44;V;;;;;;
D;231;2608032;4;20011109 12:44;V;;;;;;
B;231;2608085;5;20011109 12:44;;;;WOLLONGOUGH ST;UNGARIE;2669;3187;M;20010327;20010615;47000;Z;3;MOTEL;;VU;;;7964620;
C;231;2608085;5;20011109 12:44;1//196928;
D;231;2608085;5;20011109 12:44;P;;;;;;
D;231;2608085;5;20011109 12:44;P;;;;;;
D;231;2608085;5;20011109 12:44;V;;;;;;
D;231;2608085;5;20011109 12:44;V;;;;;;
B;231;2608726;6;20011109 12:44;;;;NEELD ST;WYALONG;2671;1517;M;20010817;20010831;320000;Z;3;MOTEL;;AB;;;7953288;
C;231;2608726;6;20011109 12:44;22//589565;
