A;249;20110801 02:35;VALNET;
B;249;2909300;1;20110801 02:35;;;;CARINYA LANE;JINDABYNE;2627;63.97;H;20110527;20110708;240000;R;V;VACANT LAND;;RN;;0;AG371273;
C;249;2909300;1;20110801 02:35;6/1041329;
D;249;2909300;1;20110801 02:35;P;;;;;;
D;249;2909300;1;20110801 02:35;P;;;;;;
D;249;2909300;1;20110801 02:35;V;;;;;;
D;249;2909300;1;20110801 02:35;V;;;;;;
B;249;3527110;2;20110801 02:35;;4;15;PERCY HARRIS ST;JINDABYNE;2627;;;20110228;20110705;126500;;R;RESIDENCE;4;;;0;AG365932;
C;249;3527110;2;20110801 02:35;4/SP83971;
D;249;3527110;2;20110801 02:35;P;;;;;;
D;249;3527110;2;20110801 02:35;V;;;;;;
D;249;3527110;2;20110801 02:35;V;;;;;;
D;249;3527110;2;20110801 02:35;V;;;;;;
B;249;2666709;3;20110801 02:35;;;37;MYACK ST;BERRIDALE;2628;1012;M;20110601;20110624;175000;A;R;RESIDENCE;;AB;;0;AG390182;
C;249;2666709;3;20110801 02:35;10/23875;
D;249;2666709;3;20110801 02:35;P;;;;;;
D;249;2666709;3;20110801 02:35;V;;;;;;
D;249;2666709;3;20110801 02:35;V;;;;;;
B;249;2662285;4;20110801 02:35;;;339;ABINGTON PARK RD;MOONBAH;2627;2;H;20110602;20110630;375000;R;R;RESIDENCE;;RJ;;0;AG386314;
C;249;2662285;4;20110801 02:35;23/851663;
D;249;2662285;4;20110801 02:35;P;;;;;;
D;249;2662285;4;20110801 02:35;V;;;;;;
B;249;2667153;5;20110801 02:35;LAKE CRACKENBACK RESORT;18;1650;ALPINE WAY;CRACKENBACK;2627;;;20101101;20101213;550000;;R;RESIDENCE;12;;;0;AG362653;
C;249;2667153;5;20110801 02:35;12/SP37248;
D;249;2667153;5;20110801 02:35;P;;;;;;
D;249;2667153;5;20110801 02:35;P;;;;;;
D;249;2667153;5;20110801 02:35;V;;;;;;
D;249;2667153;5;20110801 02:35;V;;;;;;
B;249;2663081;6;20110801 02:35;LAKEWOOD ESTATE;67;;SNOWGLASS DR;JINDABYNE;2627;;;20110530;20110711;750000;;R;RESIDENCE;67;;;0;AG366323;
C;249;2663081;6;20110801 02:35;67/SP30123;
D;249;2663081;6;20110801 02:35;P;;;;;;
D;249;2663081;6;20110801 02:35;P;;;;;;
D;249;2663081;6;20110801 02:35;V;;;;;;
D;249;2663081;6;20110801 02:35;V;;;;;;
B;249;2663369;7;20110801 02:35;;;4;CARRUTHERS RD;JINDABYNE;2627;2.8;H;20110523;20110628;230000;R;R;RESIDENCE;;RJ;;50;AG377176;
C;249;2663369;7;20110801 02:35;2/808403;
D;249;2663369;7;20110801 02:35;P;;;;;;
D;249;2663369;7;20110801 02:35;P;;;;;;
D;249;2663369;7;20110801 02:35;V;;;;;;
D;249;2663369;7;20110801 02:35;V;;;;;;
D;249;2663369;7;20110801 02:35;V;;;;;;
B;249;3197460;8;20110801 02:35;;;8;BARNES ST;DALGETY;2628;2915;M;20110531;20110708;100000;A;R;RESIDENCE;;AD;;0;AG391247;
C;249;3197460;8;20110801 02:35;1/1087057;
D;249;3197460;8;20110801 02:35;P;;;;;;
D;249;3197460;8;20110801 02:35;V;;;;;;
Z;46;8;8;28;
