A;211;20011109 12:18;CDIXON;
B;211;2105636;1;20011109 12:18;;10;299;ABERCROMBIE ST;DARLINGTON;2008;;;20010615;20010816;135000;;R;RESIDENCE;10;;;;7869196;
C;211;2105636;1;20011109 12:18;10//SP 53658;
D;211;2105636;1;20011109 12:18;P;;;;;;
D;211;2105636;1;20011109 12:18;P;;;;;;
D;211;2105636;1;20011109 12:18;V;;;;;;
B;211;2105636;2;20011109 12:18;;13;299;ABERCROMBIE ST;DARLINGTON;2008;;;20010615;20010816;135000;;R;RESIDENCE;13;;;;7869196;
C;211;2105636;2;20011109 12:18;13//SP 53658;
D;211;2105636;2;20011109 12:18;P;;;;;;
D;211;2105636;2;20011109 12:18;P;;;;;;
D;211;2105636;2;20011109 12:18;V;;;;;;
B;211;2105711;3;20011109 12:18;;29;145;ABERCROMBIE ST;DARLINGTON;2008;;;20010612;20010724;242000;;R;RESIDENCE;29;;;;7840812;
C;211;2105711;3;20011109 12:18;29//SP 56174;
D;211;2105711;3;20011109 12:18;P;;;;;;
D;211;2105711;3;20011109 12:18;V;;;;;;
B;211;2105711;4;20011109 12:18;;42;145;ABERCROMBIE ST;DARLINGTON;2008;;;20010612;20010724;242000;;R;RESIDENCE;42;;;;7840812;
C;211;2105711;4;20011109 12:18;42//SP 56174;
D;211;2105711;4;20011109 12:18;P;;;;;;
D;211;2105711;4;20011109 12:18;V;;;;;;
B;211;2105869;5;20011109 12:18;;;33;ADELAIDE ST;SURRY HILLS;2010;69.2;M;20010514;20010626;425000;A;R;RESIDENCE;;BD;;;7815299;
C;211;2105869;5;20011109 12:18;1//619877;
D;211;2105869;5;20011109 12:18;P;;;;;;
D;211;2105869;5;20011109 12:18;P;;;;;;
D;211;2105869;5;20011109 12:18;V;;;;;;
B;211;2106010;6;20011109 12:18;;2;193;ALBION ST;SURRY HILLS;2010;;;20010621;20010803;320000;;3;UNIT;2;;;;7835788;
C;211;2106010;6;20011109 12:18;2//16955;
D;211;2106010;6;20011109 12:18;P;;;;;;
D;211;2106010;6;20011109 12:18;V;;;;;;
B;211;2106020;7;20011109 12:18;DURHAM VILLAGE;15;207;ALBION ST;SURRY HILLS;2010;;;20010706;20010817;350000;;R;RESIDENCE;15;;;;7885895;
C;211;2106020;7;20011109 12:18;15//20659;
D;211;2106020;7;20011109 12:18;P;;;;;;
D;211;2106020;7;20011109 12:18;V;;;;;;
B;211;2106020;8;20011109 12:18;DURHAM VILLAGE;95;207;ALBION ST;SURRY HILLS;2010;;;20010706;20010817;350000;;R;RESIDENCE;95;;;;7885895;
C;211;2106020;8;20011109 12:18;95//20659;
D;211;2106020;8;20011109 12:18;P;;;;;;
D;211;2106020;8;20011109 12:18;V;;;;;;
B;211;2106399;9;20011109 12:18;;;25;ALLEN ST;WATERLOO;2017;;;20010404;20010802;7150000;M;3;FACTORY;;MG;;;7844669;
C;211;2106399;9;20011109 12:18;B, C, D//397569;
D;211;2106399;9;20011109 12:18;P;;;;;;
D;211;2106399;9;20011109 12:18;V;;;;;;
B;211;2106564;10;20011109 12:18;;;34;ANGEL ST;NEWTOWN;2042;109.2;M;20010702;20010810;358000;A;R;RESIDENCE;;BQ;;;7881162;
C;211;2106564;10;20011109 12:18;2//443788;
D;211;2106564;10;20011109 12:18;P;;;;;;
D;211;2106564;10;20011109 12:18;V;;;;;;
B;211;2107519;11;20011109 12:18;;10;52;BAY ST;ULTIMO;2007;;;20010412;20010810;448000;;R;RESIDENCE;10;;;;7851056;
C;211;2107519;11;20011109 12:18;10//SP 46679;
D;211;2107519;11;20011109 12:18;P;;;;;;
D;211;2107519;11;20011109 12:18;V;;;;;;
B;211;2107546;12;20011109 12:18;OMEO;7;42;BAYSWATER AVE;KINGS CROSS;2011;;;20010511;20010622;225000;;R;RESIDENCE;7;;;;7843215;
C;211;2107546;12;20011109 12:18;7//14368;
D;211;2107546;12;20011109 12:18;P;;;;;;
D;211;2107546;12;20011109 12:18;V;;;;;;
B;211;2107759;13;20011109 12:18;;1;67;BAYSWATER RD;KINGS CROSS;2011;;;20010620;20010801;235000;;R;RESIDENCE;1;;;;7824094;
C;211;2107759;13;20011109 12:18;1//14562;
D;211;2107759;13;20011109 12:18;P;;;;;;
D;211;2107759;13;20011109 12:18;V;;;;;;
B;211;2107792;14;20011109 12:18;;21;153;BAYSWATER RD;DARLINGHURST;2010;;;20010614;20010731;425000;;R;RESIDENCE;21;;;;7839330;
C;211;2107792;14;20011109 12:18;21//22283;
D;211;2107792;14;20011109 12:18;P;;;;;;
D;211;2107792;14;20011109 12:18;V;;;;;;
B;211;2108089;15;20011109 12:18;;12;30;BEACONSFIELD ST;ALEXANDRIA;2015;;;20010420;20010629;1015000;;3;FACTORY;12;;;;7883116;
C;211;2108089;15;20011109 12:18;12//62799;
D;211;2108089;15;20011109 12:18;P;;;;;;
D;211;2108089;15;20011109 12:18;V;;;;;;
D;211;2108089;15;20011109 12:18;V;;;;;;
D;211;2108089;15;20011109 12:18;V;;;;;;
B;211;2108150;16;20011109 12:18;;59;24;BELLEVUE ST;SURRY HILLS;2010;;;20010608;20010820;850000;;R;RESIDENCE;59;;;;7875250;
C;211;2108150;16;20011109 12:18;59//SP 63737;
D;211;2108150;16;20011109 12:18;P;;;;;;
D;211;2108150;16;20011109 12:18;V;;;;;;
B;211;2108350;17;20011109 12:18;;;291;BELMONT ST;ALEXANDRIA;2015;137.84;M;20010608;20010716;575000;A;R;RESIDENCE;;BR;;;7865731;
C;211;2108350;17;20011109 12:18;46/3/1881;
D;211;2108350;17;20011109 12:18;P;;;;;;
D;211;2108350;17;20011109 12:18;V;;;;;;
B;211;2108381;18;20011109 12:18;;;359;BELMONT ST;ALEXANDRIA;2015;113.8;M;19990804;19991001;93000;A;R;RESIDENCE;;BR;;;6272121;
C;211;2108381;18;20011109 12:18;A//109222;
D;211;2108381;18;20011109 12:18;P;;;;;;
D;211;2108381;18;20011109 12:18;V;;;;;;
D;211;2108381;18;20011109 12:18;V;;;;;;
B;211;2108484;19;20011109 12:18;;;152;BELMONT ST;ALEXANDRIA;2015;303.5;M;20010525;20010726;850000;A;R;RESIDENCE;;BR;;;7824994;
C;211;2108484;19;20011109 12:18;1//779290;
D;211;2108484;19;20011109 12:18;P;;;;;;
