A;243;20030619 09:38;PDANN;
B;243;2644434;1;20030619 09:38;;;;PH BEABULA CNTY WARDGERY;HAY;2711;173.1;H;20021024;20021218;10685715;R;3;FARM;;RR;RW;0;9243172;
C;243;2644434;1;20030619 09:38;29, 30//756733;
D;243;2644434;1;20030619 09:38;P;;;;;;
D;243;2644434;1;20030619 09:38;V;;;;;;
B;243;2644519;2;20030619 09:38;;;;WILLIAM ST;BOOLIGAL;2711;367.2;M;20020531;20020605;1000;R;V;VACANT LAND;;VB;AV;0;8707683;
C;243;2644519;2;20030619 09:38;PT 1//105781;
D;243;2644519;2;20030619 09:38;P;;;;;;
D;243;2644519;2;20030619 09:38;V;;;;;;
B;243;2644736;3;20030619 09:38;;;351;CADELL ST;HAY;2711;1077;M;20030203;20030217;91000;Z;R;RESIDENCE;;AA;AC;0;9487361;
C;243;2644736;3;20030619 09:38;20/33/758507;
D;243;2644736;3;20030619 09:38;P;;;;;;
D;243;2644736;3;20030619 09:38;P;;;;;;
D;243;2644736;3;20030619 09:38;V;;;;;;
D;243;2644736;3;20030619 09:38;V;;;;;;
D;243;2644736;3;20030619 09:38;V;;;;;;
B;243;2644884;4;20030619 09:38;;;465;CHURCH ST;HAY;2711;974;M;20030113;20030113;65000;Z;R;RESIDENCE;;AA;ACI;0;9481953;
C;243;2644884;4;20030619 09:38;13//238583;
D;243;2644884;4;20030619 09:38;P;;;;;;
D;243;2644884;4;20030619 09:38;V;;;;;;
B;243;2644921;5;20030619 09:38;;;396;CHURCH ST;HAY;2711;2023;M;20021122;20021128;121500;Z;R;RESIDENCE;;AA;AC;0;9454935;
C;243;2644921;5;20030619 09:38;2/14/758507;
D;243;2644921;5;20030619 09:38;P;;;;;;
D;243;2644921;5;20030619 09:38;P;;;;;;
D;243;2644921;5;20030619 09:38;V;;;;;;
B;243;2645180;6;20030619 09:38;;;223;LACHLAN ST;HAY;2711;828.3;M;20021220;20021220;30000;Z;R;RESIDENCE;;AA;AC;0;9359977;
C;243;2645180;6;20030619 09:38;B//155873;
D;243;2645180;6;20030619 09:38;P;;;;;;
D;243;2645180;6;20030619 09:38;V;;;;;;
B;243;2645719;7;20030619 09:38;;;456;ORSON ST;HAY;2711;;;20011129;20011218;65000;Z;R;RESIDENCE;;AA;;0;9484910;
C;243;2645719;7;20030619 09:38;10//1589;
D;243;2645719;7;20030619 09:38;P;;;;;;
D;243;2645719;7;20030619 09:38;V;;;;;;
B;243;2646150;8;20030619 09:38;;;;PH RUTHERFORD PH PORS;HAY;2711;2.131;H;20021024;20021218;2350855;R;3;FARM;;RD;RM;0;9243109;
C;243;2646150;8;20030619 09:38;3//618305;
D;243;2646150;8;20030619 09:38;P;;;;;;
D;243;2646150;8;20030619 09:38;P;;;;;;
D;243;2646150;8;20030619 09:38;V;;;;;;
D;243;2646150;8;20030619 09:38;V;;;;;;
B;243;2947959;9;20030619 09:38;;;;MACAULEY ST;HAY;2711;1070;M;20020523;20030305;5000;Z;V;VACANT LAND;;AA;;0;9449520;
C;243;2947959;9;20030619 09:38;41//1042281;
D;243;2947959;9;20030619 09:38;P;;;;;;
D;243;2947959;9;20030619 09:38;V;;;;;;
B;243;2974952;10;20030619 09:38;;;;JERILDERIE RD;HAY;2711;65.32;H;20021028;20021128;20000;R;3;FARM/RURAL;;RD;RM;0;9394368;
C;243;2974952;10;20030619 09:38;71, 80//756774;
D;243;2974952;10;20030619 09:38;P;;;;;;
D;243;2974952;10;20030619 09:38;P;;;;;;
D;243;2974952;10;20030619 09:38;V;;;;;;
B;243;2975191;11;20030619 09:38;;;;MURRUMBIDGEE RIVER RD;HAY;2711;2543.3;H;20021024;20021218;2350855;R;3;FARM;;RR;RM;0;9243109;
C;243;2975191;11;20030619 09:38;1, 2//720223 2//1013625;
D;243;2975191;11;20030619 09:38;P;;;;;;
D;243;2975191;11;20030619 09:38;P;;;;;;
D;243;2975191;11;20030619 09:38;V;;;;;;
Z;54;11;11;30;
