A;RTSALEDATA;267;20250616 10:43;VALNET;
B;267;4186996;1;20250616 10:43;;102;7;MUNGO SCOTT PL;SUMMER HILL;2130;115;M;20250315;20250610;1355000;;R;RESIDENCE;2;;;0;AV132194;
C;267;4186996;1;20250616 10:43;2/SP98375;
D;267;4186996;1;20250616 10:43;P;;;;;;
D;267;4186996;1;20250616 10:43;P;;;;;;
D;267;4186996;1;20250616 10:43;V;;;;;;
D;267;4186996;1;20250616 10:43;V;;;;;;
B;267;4186996;2;20250616 10:43;;1403;7;MUNGO SCOTT PL;SUMMER HILL;2130;222;M;20250314;20250606;2300000;;R;RESIDENCE;82;;;0;AV126990;
C;267;4186996;2;20250616 10:43;82/SP98375;
D;267;4186996;2;20250616 10:43;P;;;;;;
D;267;4186996;2;20250616 10:43;V;;;;;;
D;267;4186996;2;20250616 10:43;V;;;;;;
B;267;4186996;3;20250616 10:43;;903;5;MUNGO SCOTT PL;SUMMER HILL;2130;105;M;20250327;20250606;1380000;;R;RESIDENCE;133;;;0;AV126987;
C;267;4186996;3;20250616 10:43;133/SP98375;
D;267;4186996;3;20250616 10:43;P;;;;;;
D;267;4186996;3;20250616 10:43;V;;;;;;
B;267;4216016;4;20250616 10:43;;;1;CARDIGAN ST;CAMPERDOWN;2050;509.7;M;20250402;20250606;5830000;R2;R;RESIDENCE;;ETL;;0;AV127109;
C;267;4216016;4;20250616 10:43;13, 14/1247926;
D;267;4216016;4;20250616 10:43;P;;;;;;
D;267;4216016;4;20250616 10:43;V;;;;;;
B;267;1298099;5;20250616 10:43;;20;5 B;GOWER ST;SUMMER HILL;2130;;;20250401;20250606;1061612;;R;RESIDENCE;19;;;0;AV128038;
C;267;1298099;5;20250616 10:43;19/SP1909;
D;267;1298099;5;20250616 10:43;P;;;;;;
D;267;1298099;5;20250616 10:43;P;;;;;;
D;267;1298099;5;20250616 10:43;V;;;;;;
B;267;1298099;6;20250616 10:43;;30;5 B;GOWER ST;SUMMER HILL;2130;;;20250401;20250606;1061612;;R;RESIDENCE;30;;;0;AV128038;
C;267;1298099;6;20250616 10:43;30/SP1909;
D;267;1298099;6;20250616 10:43;P;;;;;;
D;267;1298099;6;20250616 10:43;P;;;;;;
D;267;1298099;6;20250616 10:43;V;;;;;;
B;267;1298289;7;20250616 10:43;;;4;GRAINGER AVE;ASHFIELD;2131;417.3;M;20250428;20250610;3025000;R3;R;RESIDENCE;;EDD;;0;AV132073;
C;267;1298289;7;20250616 10:43;2/17600;
D;267;1298289;7;20250616 10:43;P;;;;;;
D;267;1298289;7;20250616 10:43;V;;;;;;
B;267;1294704;8;20250616 10:43;;6;7;CHANDOS ST;ASHFIELD;2131;;;20250429;20250610;986000;;R;RESIDENCE;6;;;0;AV132983;
C;267;1294704;8;20250616 10:43;6/SP2400;
D;267;1294704;8;20250616 10:43;P;;;;;;
D;267;1294704;8;20250616 10:43;P;;;;;;
D;267;1294704;8;20250616 10:43;V;;;;;;
B;267;1294704;9;20250616 10:43;;12;7;CHANDOS ST;ASHFIELD;2131;;;20250429;20250610;986000;;R;RESIDENCE;12;;;0;AV132983;
C;267;1294704;9;20250616 10:43;12/SP2400;
D;267;1294704;9;20250616 10:43;P;;;;;;
D;267;1294704;9;20250616 10:43;P;;;;;;
D;267;1294704;9;20250616 10:43;V;;;;;;
B;267;3021948;10;20250616 10:43;;2;56 A;HARROW RD;STANMORE;2048;;;20250426;20250610;825000;;R;RESIDENCE;2;;;0;AV131340;
C;267;3021948;10;20250616 10:43;2/SP71055;
D;267;3021948;10;20250616 10:43;P;;;;;;
D;267;3021948;10;20250616 10:43;P;;;;;;
D;267;3021948;10;20250616 10:43;V;;;;;;
B;267;4618396;11;20250616 10:43;;20;140 A;HAWTHORNE PDE;HABERFIELD;2045;535.9;M;20250327;20250530;2610000;;R;RESIDENCE;;;;0;AV108848;
C;267;4618396;11;20250616 10:43;20/1306562;
D;267;4618396;11;20250616 10:43;P;;;;;;
D;267;4618396;11;20250616 10:43;V;;;;;;
B;267;4618415;12;20250616 10:43;;12;140 A;HAWTHORNE PDE;HABERFIELD;2045;571.8;M;20250327;20250606;1765000;;V;VACANT LAND;;;;0;AV128076;
C;267;4618415;12;20250616 10:43;12/1306562;
D;267;4618415;12;20250616 10:43;P;;;;;;
D;267;4618415;12;20250616 10:43;P;;;;;;
D;267;4618415;12;20250616 10:43;V;;;;;;
D;267;4618415;12;20250616 10:43;V;;;;;;
B;267;4618773;13;20250616 10:43;;10;140 A;HAWTHORNE PDE;HABERFIELD;2045;839.9;M;20250327;20250605;2220000;;R;RESIDENCE;;;;0;AV123745;
C;267;4618773;13;20250616 10:43;10/1306562;
D;267;4618773;13;20250616 10:43;P;;;;;;
