A;RTSALEDATA;092;20250505 01:15;VALNET;
B;092;2883411;1;20250505 01:15;;1508;3;HERBERT ST;ST LEONARDS;2065;;;20250225;20250430;1425000;;R;RESIDENCE;218;;;0;AV20041;
C;092;2883411;1;20250505 01:15;218/SP67702;
D;092;2883411;1;20250505 01:15;P;;;;;;
D;092;2883411;1;20250505 01:15;V;;;;;;
B;092;4135005;2;20250505 01:15;;109;17;ALBERT AVE;CHATSWOOD;2067;107;M;20250205;20250423;1600000;;R;RESIDENCE;58;;;0;AV1275;
C;092;4135005;2;20250505 01:15;58/SP97885;
D;092;4135005;2;20250505 01:15;P;;;;;;
D;092;4135005;2;20250505 01:15;P;;;;;;
D;092;4135005;2;20250505 01:15;V;;;;;;
B;092;952053;3;20250505 01:15;;15;2;BOWEN ST;CHATSWOOD;2067;;;20250306;20250501;1080080;;R;RESIDENCE;15;;;0;AV23033;
C;092;952053;3;20250505 01:15;15/SP6563;
D;092;952053;3;20250505 01:15;P;;;;;;
D;092;952053;3;20250505 01:15;V;;;;;;
D;092;952053;3;20250505 01:15;V;;;;;;
B;092;4549834;4;20250505 01:15;BUILDING C ACACIA;208;19;RICHMOND AVE;WILLOUGHBY;2068;76;M;20250311;20250429;865000;;R;RESIDENCE;33;;;0;AV13638;
C;092;4549834;4;20250505 01:15;33/SP107582;
D;092;4549834;4;20250505 01:15;P;;;;;;
D;092;4549834;4;20250505 01:15;P;;;;;;
D;092;4549834;4;20250505 01:15;V;;;;;;
B;092;958512;5;20250505 01:15;;7;40;FULLERS RD;CHATSWOOD;2067;;;20250318;20250429;1318000;;R;RESIDENCE;7;;;0;AV13685;
C;092;958512;5;20250505 01:15;7/SP60442;
D;092;958512;5;20250505 01:15;P;;;;;;
D;092;958512;5;20250505 01:15;P;;;;;;
D;092;958512;5;20250505 01:15;V;;;;;;
D;092;958512;5;20250505 01:15;V;;;;;;
B;092;953390;6;20250505 01:15;;;96;CENTENNIAL AVE;CHATSWOOD;2067;832.5;M;20250318;20250429;3275000;C4;R;RESIDENCE;;ELB;;0;AV13987;
C;092;953390;6;20250505 01:15;102/562314;
D;092;953390;6;20250505 01:15;P;;;;;;
D;092;953390;6;20250505 01:15;V;;;;;;
D;092;953390;6;20250505 01:15;V;;;;;;
B;092;953413;7;20250505 01:15;;2;18;CENTENNIAL AVE;CHATSWOOD;2067;;;20250228;20250428;1638000;;R;RESIDENCE;2;;;0;AV10925;
C;092;953413;7;20250505 01:15;2/SP57268;
D;092;953413;7;20250505 01:15;P;;;;;;
D;092;953413;7;20250505 01:15;V;;;;;;
B;092;956295;8;20250505 01:15;;;175;EASTERN VALLEY WAY;MIDDLE COVE;2068;569.1;M;20250320;20250430;2804000;R2;R;RESIDENCE;;RAM;;0;AV17137;
C;092;956295;8;20250505 01:15;8/431586;
D;092;956295;8;20250505 01:15;P;;;;;;
D;092;956295;8;20250505 01:15;P;;;;;;
D;092;956295;8;20250505 01:15;V;;;;;;
B;092;951237;9;20250505 01:15;;29;3;BARTON RD;ARTARMON;2064;;;20241210;20250430;1390000;;R;RESIDENCE;29;;;0;AV20326;
C;092;951237;9;20250505 01:15;29/SP14352;
D;092;951237;9;20250505 01:15;P;;;;;;
D;092;951237;9;20250505 01:15;P;;;;;;
D;092;951237;9;20250505 01:15;V;;;;;;
B;092;956809;10;20250505 01:15;;;295;EDINBURGH RD;CASTLECRAG;2068;929.5;M;20240917;20250501;8800000;C4;R;RESIDENCE;;ELN;;0;AV23006;
C;092;956809;10;20250505 01:15;1/213325;
D;092;956809;10;20250505 01:15;P;;;;;;
D;092;956809;10;20250505 01:15;P;;;;;;
D;092;956809;10;20250505 01:15;V;;;;;;
D;092;956809;10;20250505 01:15;V;;;;;;
B;092;965522;11;20250505 01:15;;;192;MOWBRAY RD;WILLOUGHBY;2068;701.9;M;20250204;20250430;4000000;R2;R;RESIDENCE;;RAF;;0;AV17136;
C;092;965522;11;20250505 01:15;6/R/4350;
D;092;965522;11;20250505 01:15;P;;;;;;
D;092;965522;11;20250505 01:15;V;;;;;;
B;092;973778;12;20250505 01:15;;5;68;VICTORIA AVE;CHATSWOOD;2067;;;20250320;20250501;890000;;R;RESIDENCE;5;;;0;AV22736;
C;092;973778;12;20250505 01:15;5/SP8790;
D;092;973778;12;20250505 01:15;P;;;;;;
D;092;973778;12;20250505 01:15;V;;;;;;
D;092;973778;12;20250505 01:15;V;;;;;;
D;092;973778;12;20250505 01:15;V;;;;;;
B;092;961192;13;20250505 01:15;;;217;HIGH ST;NORTH WILLOUGHBY;2068;546.3;M;20241220;20250430;5250000;R2;R;RESIDENCE;;RAJ;;0;AV18396;
C;092;961192;13;20250505 01:15;2/3/3947;
D;092;961192;13;20250505 01:15;P;;;;;;
D;092;961192;13;20250505 01:15;P;;;;;;
D;092;961192;13;20250505 01:15;V;;;;;;
D;092;961192;13;20250505 01:15;V;;;;;;
B;092;963873;14;20250505 01:15;;18;2 A;PALMER ST;NAREMBURN;2065;;;20240806;20241003;1625000;;R;RESIDENCE;18;;XA;0;AU469923;
C;092;963873;14;20250505 01:15;18/SP45362;
D;092;963873;14;20250505 01:15;P;;;;;;
D;092;963873;14;20250505 01:15;V;;;;;;
D;092;963873;14;20250505 01:15;V;;;;;;
