A;RTSALEDATA;302;20250609 01:22;VALNET;
B;302;1848019;1;20250609 01:22;;;44;PITT ST;GLEN INNES;2370;619.7;M;20250417;20250530;310000;R1;R;RESIDENCE;;AAA;;0;AV107948;
C;302;1848019;1;20250609 01:22;8/8934;
D;302;1848019;1;20250609 01:22;P;;;;;;
D;302;1848019;1;20250609 01:22;V;;;;;;
B;302;2660339;2;20250609 01:22;BLAIR HILL;;1517;GLEN LEGH RD;MOUNT MITCHELL;2365;2835.137;H;20250423;20250602;17000000;RU1;3;FARM;;RER;;0;AV113766;
C;302;2660339;2;20250609 01:22;1/34410 1, 2/113874 9, 10/114034 19, 20, 24, 25, 34, 35, 36, 37, 38, 4;
C;302;2660339;2;20250609 01:22;4, 45, 80, 100, 105, 106, 109, 110, 111/753265 1, 2, 4, 5, 6, 7, 9, 12;
C;302;2660339;2;20250609 01:22;, 14, 15, 22, 23, 28, 29, 31, 32, 36, 37, 38, 40, 41, 42, 43, 51, 101,;
C;302;2660339;2;20250609 01:22; 102, 250, 305, 307, 308, 350/753294 169, 170, 171, 172, 173, 203, 220;
C;302;2660339;2;20250609 01:22;, 246, 329/753311 1/1104787 Enclosure Permit 649068;
D;302;2660339;2;20250609 01:22;P;;;;;;
D;302;2660339;2;20250609 01:22;P;;;;;;
D;302;2660339;2;20250609 01:22;V;;;;;;
D;302;2660339;2;20250609 01:22;V;;;;;;
B;302;2661311;3;20250609 01:22;;;2;RANGERS VALLEY RD;RANGERS VALLEY;2370;147.6;H;20250528;20250530;1100000;RU1;R;RESIDENCE;;RNW;;0;AV107571;
C;302;2661311;3;20250609 01:22;2/710248;
D;302;2661311;3;20250609 01:22;P;;;;;;
D;302;2661311;3;20250609 01:22;V;;;;;;
D;302;2661311;3;20250609 01:22;V;;;;;;
B;302;3750425;4;20250609 01:22;;;43;SHARMAN RD;LAMBS VALLEY;2370;3.875;H;20250506;20250605;1100000;RU1;R;RESIDENCE;;REG;;0;AV122314;
C;302;3750425;4;20250609 01:22;1/1178951;
D;302;3750425;4;20250609 01:22;P;;;;;;
D;302;3750425;4;20250609 01:22;V;;;;;;
D;302;3750425;4;20250609 01:22;V;;;;;;
Z;26;4;8;12;
