A;031;20020102 12:57;PTHIRLWELL;
B;031;439159;1;20020102 12:57;;;;PH DIXON;GUNNING;2581;194.82;H;20010706;20011116;25102;R;V;VACANT LAND;;GD;;;8135727;
C;031;439159;1;20020102 12:57;100, 101//133654 165, 166, 168//754113 1//1033543;
D;031;439159;1;20020102 12:57;P;;;;;;
D;031;439159;1;20020102 12:57;V;;;;;;
B;031;439283;2;20020102 12:57;;;;CORK ST;GUNDAROO;2620;1.112;H;20010813;20011108;219000;Z;R;RESIDENCE;;ZA;;;8145382;
C;031;439283;2;20020102 12:57;2//634057;
D;031;439283;2;20020102 12:57;P;;;;;;
D;031;439283;2;20020102 12:57;P;;;;;;
D;031;439283;2;20020102 12:57;V;;;;;;
B;031;439330;3;20020102 12:57;;;;LIND ST;GUNDAROO;2620;2023;M;20010913;20011123;209000;Z;V;VACANT LAND;;ZA;;;8161703;
C;031;439330;3;20020102 12:57;12/11/758488;
D;031;439330;3;20020102 12:57;P;;;;;;
D;031;439330;3;20020102 12:57;P;;;;;;
D;031;439330;3;20020102 12:57;V;;;;;;
B;031;439503;4;20020102 12:57;;;49;BIALA ST;GUNNING;2581;556.4;M;20010731;20010820;68000;Z;R;RESIDENCE;;AA;;;8048657;
C;031;439503;4;20020102 12:57;2//311490;
D;031;439503;4;20020102 12:57;P;;;;;;
D;031;439503;4;20020102 12:57;V;;;;;;
B;031;439583;5;20020102 12:57;;;;LERIDA ST;GUNNING;2581;2466;M;20010823;20010928;17500;Z;V;VACANT LAND;;AA;;;8061060;
C;031;439583;5;20020102 12:57;2//711960;
D;031;439583;5;20020102 12:57;P;;;;;;
D;031;439583;5;20020102 12:57;V;;;;;;
B;031;439710;6;20020102 12:57;;;27;YASS ST;GUNNING;2581;2023;M;20010828;20010928;135000;Z;R;RESIDENCE;;AA;;;8156233;
C;031;439710;6;20020102 12:57;5/2/758493;
D;031;439710;6;20020102 12:57;P;;;;;;
D;031;439710;6;20020102 12:57;V;;;;;;
D;031;439710;6;20020102 12:57;V;;;;;;
B;031;439734;7;20020102 12:57;;;105;YASS ST;GUNNING;2581;2521;M;20011031;20011210;212000;Z;R;RESIDENCE;;AA;;;8206344;
C;031;439734;7;20020102 12:57;2//611991;
D;031;439734;7;20020102 12:57;P;;;;;;
D;031;439734;7;20020102 12:57;P;;;;;;
D;031;439734;7;20020102 12:57;V;;;;;;
B;031;439749;8;20020102 12:57;;;141;YASS ST;GUNNING;2581;1214;M;20011026;20011130;85000;Z;R;RESIDENCE;;AA;;;8215548;
C;031;439749;8;20020102 12:57;1/9/758493;
D;031;439749;8;20020102 12:57;P;;;;;;
D;031;439749;8;20020102 12:57;P;;;;;;
D;031;439749;8;20020102 12:57;V;;;;;;
B;031;440145;9;20020102 12:57;;;;PH NELANGLO;GUNDAROO;2620;123.8;H;20011030;20011207;158000;R;V;VACANT LAND;;GE;;;8203346;
C;031;440145;9;20020102 12:57;31//754132;
D;031;440145;9;20020102 12:57;P;;;;;;
D;031;440145;9;20020102 12:57;P;;;;;;
D;031;440145;9;20020102 12:57;V;;;;;;
B;031;2877953;10;20020102 12:57;;;;PH PURRORUMBA;GUNNING;2581;22.85;H;19981008;20010701;90000;;V;VACANT LAND;;;;;8057955;
C;031;2877953;10;20020102 12:57;11//1022658;
D;031;2877953;10;20020102 12:57;P;;;;;;
B;031;2877971;11;20020102 12:57;;;;PH PURRORUMBA;GUNDAROO;2620;75.96;H;20010921;20011116;320000;;V;VACANT LAND;;;;;8151818;
C;031;2877971;11;20020102 12:57;31//852987 5//1016181;
D;031;2877971;11;20020102 12:57;P;;;;;;
Z;50;11;11;26;
