A;102;20020201 11:31;CDIXON;
B;102;1105738;1;20020201 11:31;;;5;ABERDEEN PL;BOWRAL;2576;800;M;20011205;20011224;280000;A;R;RESIDENCE;;NA;;;8287375;
C;102;1105738;1;20020201 11:31;540//1012296;
D;102;1105738;1;20020201 11:31;P;;;;;;
D;102;1105738;1;20020201 11:31;P;;;;;;
D;102;1105738;1;20020201 11:31;V;;;;;;
B;102;1105755;2;20020201 11:31;;;32;ADELAIDE ST;NEW BERRIMA;2577;695.6;M;20011030;20011207;114000;Z;R;RESIDENCE;;DR;;;8223047;
C;102;1105755;2;20020201 11:31;409//15995;
D;102;1105755;2;20020201 11:31;P;;;;;;
D;102;1105755;2;20020201 11:31;V;;;;;;
B;102;1105822;3;20020201 11:31;;;24;ALBERT ST;MITTAGONG;2575;;;20011105;20011214;320000;A;R;RESIDENCE;;LG;;;8243890;
C;102;1105822;3;20020201 11:31;11/8/1289;
D;102;1105822;3;20020201 11:31;P;;;;;;
D;102;1105822;3;20020201 11:31;V;;;;;;
B;102;1105857;4;20020201 11:31;;;4;ALEXANDRA CRES;BOWRAL;2576;4001;M;20010830;20011130;690000;A;R;RESIDENCE;;NE;;;8226711;
C;102;1105857;4;20020201 11:31;2//846949;
D;102;1105857;4;20020201 11:31;P;;;;;;
D;102;1105857;4;20020201 11:31;P;;;;;;
D;102;1105857;4;20020201 11:31;V;;;;;;
D;102;1105857;4;20020201 11:31;V;;;;;;
B;102;1105868;5;20020201 11:31;;;3;ALEXANDRA PL;MITTAGONG;2575;670;M;20010921;20011026;190000;A;R;RESIDENCE;;LH;;;8264683;
C;102;1105868;5;20020201 11:31;50//773272;
D;102;1105868;5;20020201 11:31;P;;;;;;
D;102;1105868;5;20020201 11:31;P;;;;;;
D;102;1105868;5;20020201 11:31;V;;;;;;
B;102;1105949;6;20020201 11:31;;;15;ALICE AVE;BOWRAL;2576;1225;M;20011207;20020111;250000;A;R;RESIDENCE;;NA;;;8283673;
C;102;1105949;6;20020201 11:31;30//802415;
D;102;1105949;6;20020201 11:31;P;;;;;;
D;102;1105949;6;20020201 11:31;V;;;;;;
D;102;1105949;6;20020201 11:31;V;;;;;;
B;102;1106061;7;20020201 11:31;;;;ANEMBO ST;MOSS VALE;2577;780.6;M;20011128;20020116;166500;A;R;RESIDENCE;;EB;;;8305425;
C;102;1106061;7;20020201 11:31;110//263356;
D;102;1106061;7;20020201 11:31;P;;;;;;
D;102;1106061;7;20020201 11:31;P;;;;;;
D;102;1106061;7;20020201 11:31;V;;;;;;
B;102;1106137;8;20020201 11:31;;;;ANULKA ST;MOSS VALE;2577;711.7;M;20011107;20011214;199000;A;R;RESIDENCE;;EB;;;8243598;
C;102;1106137;8;20020201 11:31;118//263356;
D;102;1106137;8;20020201 11:31;P;;;;;;
D;102;1106137;8;20020201 11:31;P;;;;;;
D;102;1106137;8;20020201 11:31;V;;;;;;
B;102;1106185;9;20020201 11:31;;;73;APPENINE RD;YERRINBOOL;2575;834.7;M;20011127;20011218;200000;Z;R;RESIDENCE;;CD;;;8299851;
C;102;1106185;9;20020201 11:31;170//9882;
D;102;1106185;9;20020201 11:31;P;;;;;;
D;102;1106185;9;20020201 11:31;P;;;;;;
D;102;1106185;9;20020201 11:31;V;;;;;;
D;102;1106185;9;20020201 11:31;V;;;;;;
B;102;1106623;10;20020201 11:31;;;14;ARTHUR ST;MITTAGONG;2575;;;20011025;20011129;210000;A;R;RESIDENCE;;LG;;;8253071;
C;102;1106623;10;20020201 11:31;98/J/1289;
D;102;1106623;10;20020201 11:31;P;;;;;;
D;102;1106623;10;20020201 11:31;P;;;;;;
D;102;1106623;10;20020201 11:31;V;;;;;;
B;102;1106715;11;20020201 11:31;;2;25;ARTHUR ST;MOSS VALE;2577;;;20011107;20011221;132000;;3;HOME UNIT;2;;;;8261603;
C;102;1106715;11;20020201 11:31;2//SP 57224;
D;102;1106715;11;20020201 11:31;P;;;;;;
D;102;1106715;11;20020201 11:31;V;;;;;;
B;102;1106906;12;20020201 11:31;;;10;ASPEN GR;BOWRAL;2576;891.9;M;20011130;20011214;355000;A;R;RESIDENCE;;NA;;;8266695;
C;102;1106906;12;20020201 11:31;43//1002881;
D;102;1106906;12;20020201 11:31;P;;;;;;
D;102;1106906;12;20020201 11:31;P;;;;;;
D;102;1106906;12;20020201 11:31;V;;;;;;
D;102;1106906;12;20020201 11:31;V;;;;;;
B;102;1107449;13;20020201 11:31;;11;78;BENDOOLEY ST;BOWRAL;2576;;;20010914;20011207;405000;;R;RESIDENCE;11;;;;8235762;
C;102;1107449;13;20020201 11:31;11//22316;
D;102;1107449;13;20020201 11:31;P;;;;;;
D;102;1107449;13;20020201 11:31;P;;;;;;
D;102;1107449;13;20020201 11:31;V;;;;;;
D;102;1107449;13;20020201 11:31;V;;;;;;
B;102;1107474;14;20020201 11:31;;;10;BENDOOLEY ST;WELBY;2575;562.1;M;20011119;20011219;90000;A;V;VACANT LAND;;DN;;;8237112;
C;102;1107474;14;20020201 11:31;6//249064;
D;102;1107474;14;20020201 11:31;P;;;;;;
D;102;1107474;14;20020201 11:31;P;;;;;;
D;102;1107474;14;20020201 11:31;V;;;;;;
B;102;1107553;15;20020201 11:31;;;;BERRIMA ST;WELBY;2575;1007;M;20011206;20011220;197000;A;R;RESIDENCE;;DN;;;8228897;
C;102;1107553;15;20020201 11:31;1//618460;
D;102;1107553;15;20020201 11:31;P;;;;;;
D;102;1107553;15;20020201 11:31;V;;;;;;
D;102;1107553;15;20020201 11:31;V;;;;;;
B;102;1107589;16;20020201 11:31;;;92 B;BERRIMA LANE;WELBY;2575;567.4;M;20011116;20011214;138000;B;R;RESIDENCE;;BL;;;8255413;
C;102;1107589;16;20020201 11:31;1//830086;
D;102;1107589;16;20020201 11:31;P;;;;;;
D;102;1107589;16;20020201 11:31;V;;;;;;
