A;242;20030501 13:04;PBARBER;
B;242;2642426;1;20030501 13:04;;;39;RUBY ST;TINGHA;2369;809.4;M;20030301;20030407;1000;A;V;VACANT LAND;;VT;;;9526264;
C;242;2642426;1;20030501 13:04;17/7/704;
D;242;2642426;1;20030501 13:04;P;;;;;;
D;242;2642426;1;20030501 13:04;P;;;;;;
D;242;2642426;1;20030501 13:04;V;;;;;;
B;242;2642578;2;20030501 13:04;;;27;ABERCROMBIE ST;GUYRA;2365;733.5;M;20030224;20030407;55000;A;3;;;AA;;;9526485;
C;242;2642578;2;20030501 13:04;18//24860;
D;242;2642578;2;20030501 13:04;P;;;;;;
D;242;2642578;2;20030501 13:04;V;;;;;;
B;242;2642900;3;20030501 13:04;;;20;LOCHABER CRES;GUYRA;2365;695.6;M;20030214;20030321;85000;A;R;RESIDENCE;;AA;;;9538289;
C;242;2642900;3;20030501 13:04;2//24860;
D;242;2642900;3;20030501 13:04;P;;;;;;
D;242;2642900;3;20030501 13:04;V;;;;;;
B;242;2643180;4;20030501 13:04;;;15;PRISK ST;GUYRA;2365;3035;M;20030219;20030401;68000;A;R;RESIDENCE;;AA;;;9541109;
C;242;2643180;4;20030501 13:04;31//10450;
D;242;2643180;4;20030501 13:04;P;;;;;;
D;242;2643180;4;20030501 13:04;V;;;;;;
B;242;2643192;5;20030501 13:04;;;39;PRISK ST;GUYRA;2365;1669;M;20021030;20021204;72000;A;R;RESIDENCE;;AA;AC;;9378582;
C;242;2643192;5;20030501 13:04;19//10450;
D;242;2643192;5;20030501 13:04;P;;;;;;
D;242;2643192;5;20030501 13:04;P;;;;;;
D;242;2643192;5;20030501 13:04;V;;;;;;
B;242;2643509;6;20030501 13:04;THE SHEILING;;854;BLACK MOUNTAIN RD;BLACK MOUNTAIN;2365;2023;M;20030219;20030303;50000;A;R;RESIDENCE;;VB;;;9453061;
C;242;2643509;6;20030501 13:04;B//341965;
D;242;2643509;6;20030501 13:04;P;;;;;;
D;242;2643509;6;20030501 13:04;P;;;;;;
D;242;2643509;6;20030501 13:04;V;;;;;;
B;242;2643541;7;20030501 13:04;;;193;TOMS GULLY RD;BLACK MOUNTAIN;2365;2.542;H;20030217;20030401;105000;R;R;RESIDENCE;;RS;;;9520975;
C;242;2643541;7;20030501 13:04;2//811661;
D;242;2643541;7;20030501 13:04;P;;;;;;
D;242;2643541;7;20030501 13:04;V;;;;;;
Z;33;7;7;17;
