A;RTSALEDATA;274;20250331 01:09;VALNET;
B;274;3096165;1;20250331 01:09;;;81;LOCKHART ST;ADELONG;2729;1012;M;20250219;20250321;700000;RU5;R;RESIDENCE;;VAD;;0;AU912237;
C;274;3096165;1;20250331 01:09;1/21/758009;
D;274;3096165;1;20250331 01:09;P;;;;;;
D;274;3096165;1;20250331 01:09;V;;;;;;
B;274;552441;2;20250331 01:09;;;1486;TUMBARUMBA RD;ROSEWOOD;2652;8834;M;20250220;20250321;80000;RU4;R;RESIDENCE;;RSH;;0;AU911158;
C;274;552441;2;20250331 01:09;1/130371 6/655279 122/755860 5, 7/1/758887;
D;274;552441;2;20250331 01:09;P;;;;;;
D;274;552441;2;20250331 01:09;V;;;;;;
D;274;552441;2;20250331 01:09;V;;;;;;
B;274;552730;3;20250331 01:09;;;78;HORSE CREEK RD;JINGELLIC;2642;40;H;20241121;20250321;1575000;RU4;R;RESIDENCE;;RSH;;0;AU910528;
C;274;552730;3;20250331 01:09;3/626209 Enclosure Permit 459487;
D;274;552730;3;20250331 01:09;P;;;;;;
D;274;552730;3;20250331 01:09;P;;;;;;
D;274;552730;3;20250331 01:09;V;;;;;;
D;274;552730;3;20250331 01:09;V;;;;;;
B;274;558116;4;20250331 01:09;;;41;DALHUNTY ST;TUMUT;2720;834.7;M;20250320;20250321;500000;R2;R;RESIDENCE;;RTE;;0;AU912719;
C;274;558116;4;20250331 01:09;7/227433;
D;274;558116;4;20250331 01:09;P;;;;;;
D;274;558116;4;20250331 01:09;V;;;;;;
B;274;553017;5;20250331 01:09;;;1;MITCHELL AVE;KHANCOBAN;2642;113.8;M;20250219;20250321;120000;RU5;3;SHOP;;VKH;;0;AU910873;
C;274;553017;5;20250331 01:09;4/215605;
D;274;553017;5;20250331 01:09;P;;;;;;
D;274;553017;5;20250331 01:09;V;;;;;;
B;274;553885;6;20250331 01:09;;;15;KENT ST;TUMBARUMBA;2653;1157;M;20250205;20250319;360000;R1;R;RESIDENCE;;RT1;;0;AU905641;
C;274;553885;6;20250331 01:09;A/389276;
D;274;553885;6;20250331 01:09;P;;;;;;
D;274;553885;6;20250331 01:09;P;;;;;;
D;274;553885;6;20250331 01:09;V;;;;;;
B;274;3751298;7;20250331 01:09;;;33;GILMORE ST;ADELONG;2729;1935;M;20250225;20250325;185000;RU5;R;RESIDENCE;;VAD;;0;AU921780;
C;274;3751298;7;20250331 01:09;12/9/758009;
D;274;3751298;7;20250331 01:09;P;;;;;;
D;274;3751298;7;20250331 01:09;P;;;;;;
D;274;3751298;7;20250331 01:09;V;;;;;;
B;274;3355545;8;20250331 01:09;;;601;MCEACHERN LANE;ROSEWOOD;2652;4.55;H;20250226;20250326;350000;RU4;R;RESIDENCE;;RSH;;0;AU923335;
C;274;3355545;8;20250331 01:09;105/755860;
D;274;3355545;8;20250331 01:09;P;;;;;;
D;274;3355545;8;20250331 01:09;P;;;;;;
D;274;3355545;8;20250331 01:09;V;;;;;;
D;274;3355545;8;20250331 01:09;V;;;;;;
B;274;3809670;9;20250331 01:09;;;5387;BATLOW RD;WINDOWIE;2720;77.96;H;20250226;20250326;1850000;RU1;R;RESIDENCE;;HOT;;0;AU925437;
C;274;3809670;9;20250331 01:09;1/129917 10, 11/1202403;
D;274;3809670;9;20250331 01:09;P;;;;;;
D;274;3809670;9;20250331 01:09;V;;;;;;
D;274;3809670;9;20250331 01:09;V;;;;;;
Z;46;9;9;26;
