A;216;20030501 12:49;PBARBER;
B;216;2243408;1;20030501 12:49;;;6;CARTER LANE;BLACKHEATH;2785;657.6;M;20030211;20030325;240000;A;R;RESIDENCE;;BA;;;9523787;
C;216;2243408;1;20030501 12:49;C//16843;
D;216;2243408;1;20030501 12:49;P;;;;;;
D;216;2243408;1;20030501 12:49;V;;;;;;
D;216;2243408;1;20030501 12:49;V;;;;;;
B;216;2244022;2;20030501 12:49;;;22;FIRST ST;BLACKHEATH;2785;575.4;M;20030207;20030321;235000;A;R;RESIDENCE;;BA;;;9539895;
C;216;2244022;2;20030501 12:49;6/H/25369;
D;216;2244022;2;20030501 12:49;P;;;;;;
D;216;2244022;2;20030501 12:49;P;;;;;;
D;216;2244022;2;20030501 12:49;V;;;;;;
B;216;2244285;3;20030501 12:49;;;225 A;GOVETTS LEAP RD;BLACKHEATH;2785;;;20030221;20030404;345000;A;R;RESIDENCE;;BA;;;9531623;
C;216;2244285;3;20030501 12:49;112//7079;
D;216;2244285;3;20030501 12:49;P;;;;;;
D;216;2244285;3;20030501 12:49;P;;;;;;
D;216;2244285;3;20030501 12:49;V;;;;;;
D;216;2244285;3;20030501 12:49;V;;;;;;
B;216;2244360;4;20030501 12:49;;;84;GOVETTS LEAP RD;BLACKHEATH;2785;;;20030131;20030314;265000;A;R;RESIDENCE;;BA;;;9536465;
C;216;2244360;4;20030501 12:49;8//11079;
D;216;2244360;4;20030501 12:49;P;;;;;;
D;216;2244360;4;20030501 12:49;V;;;;;;
B;216;2247010;5;20030501 12:49;;;172;GREAT WESTERN HWY;BLAXLAND;2774;863.8;M;20030312;20030409;290000;A;R;RESIDENCE;;BB;;;9530675;
C;216;2247010;5;20030501 12:49;5//739853;
D;216;2247010;5;20030501 12:49;P;;;;;;
D;216;2247010;5;20030501 12:49;V;;;;;;
B;216;2247480;6;20030501 12:49;;;20;JACARANDA AVE;BLAXLAND;2774;3903;M;20030301;20030411;257000;A;R;RESIDENCE;;BR;;;9535711;
C;216;2247480;6;20030501 12:49;9//1004256;
D;216;2247480;6;20030501 12:49;P;;;;;;
D;216;2247480;6;20030501 12:49;V;;;;;;
D;216;2247480;6;20030501 12:49;V;;;;;;
B;216;2247682;7;20030501 12:49;;;76;MARAKET AVE;BLAXLAND;2774;1021;M;20030207;20030402;550000;A;R;RESIDENCE;;BR;;;9538810;
C;216;2247682;7;20030501 12:49;9//875630;
D;216;2247682;7;20030501 12:49;P;;;;;;
D;216;2247682;7;20030501 12:49;P;;;;;;
D;216;2247682;7;20030501 12:49;V;;;;;;
B;216;2247851;8;20030501 12:49;;;22;MITCHELLS PASS;BLAXLAND;2774;4014;M;20030305;20030404;790000;A;R;RESIDENCE;;BR;;;9516821;
C;216;2247851;8;20030501 12:49;16//841100;
D;216;2247851;8;20030501 12:49;P;;;;;;
D;216;2247851;8;20030501 12:49;P;;;;;;
D;216;2247851;8;20030501 12:49;V;;;;;;
D;216;2247851;8;20030501 12:49;V;;;;;;
B;216;2248728;9;20030501 12:49;;;18;VIEW ST;BLAXLAND;2774;1865;M;20030228;20030411;360000;A;R;RESIDENCE;;BB;;;9545006;
C;216;2248728;9;20030501 12:49;8//23271;
D;216;2248728;9;20030501 12:49;P;;;;;;
D;216;2248728;9;20030501 12:49;V;;;;;;
B;216;2248956;10;20030501 12:49;;;26;YOOGALI TCE;BLAXLAND;2774;696.8;M;20030317;20030317;60000;A;R;RESIDENCE;;BR;;;9545284;
C;216;2248956;10;20030501 12:49;12/6/249364;
D;216;2248956;10;20030501 12:49;P;;;;;;
D;216;2248956;10;20030501 12:49;V;;;;;;
D;216;2248956;10;20030501 12:49;V;;;;;;
B;216;2249520;11;20030501 12:49;;;88;KENT ST;BULLABURRA;2784;2.023;H;20021121;20030325;190000;R;V;VACANT LAND;;MM;;;9526427;
C;216;2249520;11;20030501 12:49;322//578956;
D;216;2249520;11;20030501 12:49;P;;;;;;
D;216;2249520;11;20030501 12:49;V;;;;;;
B;216;2250479;12;20030501 12:49;;;8;KAREN PL;FAULCONBRIDGE;2776;;;20030314;20030314;245000;A;R;RESIDENCE;;SF;;;9544380;
C;216;2250479;12;20030501 12:49;32//222334;
D;216;2250479;12;20030501 12:49;P;;;;;;
D;216;2250479;12;20030501 12:49;P;;;;;;
D;216;2250479;12;20030501 12:49;V;;;;;;
B;216;2252199;13;20030501 12:49;;;21;KING ST;GLENBROOK;2773;1012;M;20030204;20030402;420000;A;R;RESIDENCE;;BG;;;9530440;
C;216;2252199;13;20030501 12:49;3//363559;
D;216;2252199;13;20030501 12:49;P;;;;;;
D;216;2252199;13;20030501 12:49;P;;;;;;
D;216;2252199;13;20030501 12:49;V;;;;;;
B;216;2252595;14;20030501 12:49;;;1;NEPEAN GARDENS PL;GLENBROOK;2773;695.6;M;20020428;20020619;54195;A;R;RESIDENCE;;BG;;;9549700;
C;216;2252595;14;20030501 12:49;10//222068;
D;216;2252595;14;20030501 12:49;P;;;;;;
D;216;2252595;14;20030501 12:49;P;;;;;;
D;216;2252595;14;20030501 12:49;P;;;;;;
D;216;2252595;14;20030501 12:49;P;;;;;;
D;216;2252595;14;20030501 12:49;P;;;;;;
D;216;2252595;14;20030501 12:49;P;;;;;;
D;216;2252595;14;20030501 12:49;P;;;;;;
D;216;2252595;14;20030501 12:49;V;;;;;;
D;216;2252595;14;20030501 12:49;V;;;;;;
D;216;2252595;14;20030501 12:49;V;;;;;;
D;216;2252595;14;20030501 12:49;V;;;;;;
D;216;2252595;14;20030501 12:49;V;;;;;;
D;216;2252595;14;20030501 12:49;V;;;;;;
B;216;2252595;15;20030501 12:49;;;1;NEPEAN GARDENS PL;GLENBROOK;2773;695.6;M;20020428;20020619;118750;A;R;RESIDENCE;;BG;;;9549702;
C;216;2252595;15;20030501 12:49;10//222068;
D;216;2252595;15;20030501 12:49;P;;;;;;
D;216;2252595;15;20030501 12:49;P;;;;;;
D;216;2252595;15;20030501 12:49;P;;;;;;
D;216;2252595;15;20030501 12:49;P;;;;;;
D;216;2252595;15;20030501 12:49;P;;;;;;
D;216;2252595;15;20030501 12:49;P;;;;;;
D;216;2252595;15;20030501 12:49;P;;;;;;
D;216;2252595;15;20030501 12:49;V;;;;;;
D;216;2252595;15;20030501 12:49;V;;;;;;
D;216;2252595;15;20030501 12:49;V;;;;;;
D;216;2252595;15;20030501 12:49;V;;;;;;
D;216;2252595;15;20030501 12:49;V;;;;;;
D;216;2252595;15;20030501 12:49;V;;;;;;
B;216;2252595;16;20030501 12:49;;;1;NEPEAN GARDENS PL;GLENBROOK;2773;695.6;M;20020428;20020619;11875;A;R;RESIDENCE;;BG;;;9549704;
C;216;2252595;16;20030501 12:49;10//222068;
D;216;2252595;16;20030501 12:49;P;;;;;;
D;216;2252595;16;20030501 12:49;P;;;;;;
D;216;2252595;16;20030501 12:49;P;;;;;;
D;216;2252595;16;20030501 12:49;P;;;;;;
D;216;2252595;16;20030501 12:49;P;;;;;;
D;216;2252595;16;20030501 12:49;P;;;;;;
D;216;2252595;16;20030501 12:49;V;;;;;;
D;216;2252595;16;20030501 12:49;V;;;;;;
D;216;2252595;16;20030501 12:49;V;;;;;;
D;216;2252595;16;20030501 12:49;V;;;;;;
D;216;2252595;16;20030501 12:49;V;;;;;;
D;216;2252595;16;20030501 12:49;V;;;;;;
D;216;2252595;16;20030501 12:49;V;;;;;;
B;216;2252595;17;20030501 12:49;;;1;NEPEAN GARDENS PL;GLENBROOK;2773;695.6;M;20020428;20020619;11875;A;R;RESIDENCE;;BG;;;9549705;
C;216;2252595;17;20030501 12:49;10//222068;
D;216;2252595;17;20030501 12:49;P;;;;;;
D;216;2252595;17;20030501 12:49;P;;;;;;
D;216;2252595;17;20030501 12:49;P;;;;;;
D;216;2252595;17;20030501 12:49;P;;;;;;
D;216;2252595;17;20030501 12:49;P;;;;;;
D;216;2252595;17;20030501 12:49;P;;;;;;
D;216;2252595;17;20030501 12:49;V;;;;;;
D;216;2252595;17;20030501 12:49;V;;;;;;
D;216;2252595;17;20030501 12:49;V;;;;;;
D;216;2252595;17;20030501 12:49;V;;;;;;
D;216;2252595;17;20030501 12:49;V;;;;;;
D;216;2252595;17;20030501 12:49;V;;;;;;
D;216;2252595;17;20030501 12:49;V;;;;;;
B;216;2253091;18;20030501 12:49;;;15;WOODVILLE ST;GLENBROOK;2773;1334;M;20030211;20030407;540000;A;R;RESIDENCE;;BG;;;9522471;
C;216;2253091;18;20030501 12:49;3//558080;
D;216;2253091;18;20030501 12:49;P;;;;;;
D;216;2253091;18;20030501 12:49;P;;;;;;
D;216;2253091;18;20030501 12:49;V;;;;;;
D;216;2253091;18;20030501 12:49;V;;;;;;
B;216;2253246;19;20030501 12:49;;;796;HAWKESBURY RD;HAWKESBURY HEIGHTS;2777;701.9;M;20030228;20030404;280000;A;R;RESIDENCE;;SH;;;9546242;
C;216;2253246;19;20030501 12:49;64//223238;
D;216;2253246;19;20030501 12:49;P;;;;;;
D;216;2253246;19;20030501 12:49;V;;;;;;
D;216;2253246;19;20030501 12:49;V;;;;;;
B;216;2253706;20;20030501 12:49;;;20;CLIFF AVE;HAZELBROOK;2779;834.7;M;20030304;20030411;288000;A;R;RESIDENCE;;LH;;;9539016;
C;216;2253706;20;20030501 12:49;412//220512;
D;216;2253706;20;20030501 12:49;P;;;;;;
D;216;2253706;20;20030501 12:49;P;;;;;;
D;216;2253706;20;20030501 12:49;V;;;;;;
D;216;2253706;20;20030501 12:49;V;;;;;;
B;216;2254718;21;20030501 12:49;;;19;ORAMA RD;HAZELBROOK;2779;923.2;M;20030228;20030404;230000;A;R;RESIDENCE;;LH;;;9528855;
C;216;2254718;21;20030501 12:49;23//6470;
D;216;2254718;21;20030501 12:49;P;;;;;;
D;216;2254718;21;20030501 12:49;V;;;;;;
B;216;2255442;22;20030501 12:49;;;6;BARTON ST;KATOOMBA;2780;834.7;M;20030319;20030415;285000;A;R;RESIDENCE;;KN;;;9542135;
C;216;2255442;22;20030501 12:49;B//363785;
D;216;2255442;22;20030501 12:49;P;;;;;;
D;216;2255442;22;20030501 12:49;V;;;;;;
B;216;2256778;23;20030501 12:49;;;10;BOURNE ST;KATOOMBA;2780;;;20030226;20030415;389000;A;R;RESIDENCE;;KS;;;9549834;
C;216;2256778;23;20030501 12:49;141//7667;
D;216;2256778;23;20030501 12:49;P;;;;;;
D;216;2256778;23;20030501 12:49;V;;;;;;
B;216;2257087;24;20030501 12:49;;;303;CLIFF DR;KATOOMBA;2780;733.5;M;20030117;20030401;236000;A;R;RESIDENCE;;KS;;;9521851;
C;216;2257087;24;20030501 12:49;12/1/25218;
D;216;2257087;24;20030501 12:49;P;;;;;;
D;216;2257087;24;20030501 12:49;P;;;;;;
D;216;2257087;24;20030501 12:49;V;;;;;;
