A;232;20030204 13:19;PDANN;
B;232;2610532;1;20030204 13:19;;;;VILLAGE OF GIRILAMBONE;GIRILAMBONE;2831;3035;M;20021128;20021220;33500;Z;R;RESIDENCE;;ZB;;;9283923;
C;232;2610532;1;20030204 13:19;14, 15, 16/20/758441;
D;232;2610532;1;20030204 13:19;P;;;;;;
D;232;2610532;1;20030204 13:19;V;;;;;;
B;232;2610803;2;20030204 13:19;;;14;CANNONBAR ST;NYNGAN;2825;1012;M;20021112;20021220;120000;A;R;RESIDENCE;;XN;;;9292208;
C;232;2610803;2;20030204 13:19;B//414997;
D;232;2610803;2;20030204 13:19;P;;;;;;
D;232;2610803;2;20030204 13:19;P;;;;;;
D;232;2610803;2;20030204 13:19;V;;;;;;
D;232;2610803;2;20030204 13:19;V;;;;;;
B;232;2610884;3;20030204 13:19;;;30;CATHUNDRIL ST;NYNGAN;2825;1012;M;20021101;20030106;16000;A;R;RESIDENCE;;XN;;;9307866;
C;232;2610884;3;20030204 13:19;1//918319;
D;232;2610884;3;20030204 13:19;P;;;;;;
D;232;2610884;3;20030204 13:19;V;;;;;;
B;232;2610939;4;20030204 13:19;;;17;CATHUNDRIL ST;NYNGAN;2825;1012;M;20020925;20021219;25000;A;R;RESIDENCE;;XN;;;9265532;
C;232;2610939;4;20030204 13:19;A//399437;
D;232;2610939;4;20030204 13:19;P;;;;;;
D;232;2610939;4;20030204 13:19;V;;;;;;
B;232;2610978;5;20030204 13:19;;;46;COBAR ST;NYNGAN;2825;1069;M;20021022;20021125;77500;A;R;RESIDENCE;;XP;;;9320798;
C;232;2610978;5;20030204 13:19;2//500125;
D;232;2610978;5;20030204 13:19;P;;;;;;
D;232;2610978;5;20030204 13:19;V;;;;;;
D;232;2610978;5;20030204 13:19;V;;;;;;
B;232;2611006;6;20030204 13:19;;;102;COBAR ST;NYNGAN;2825;1012;M;20020816;20020927;50500;A;R;RESIDENCE;;XK;;;9226698;
C;232;2611006;6;20030204 13:19;1//331469;
D;232;2611006;6;20030204 13:19;P;;;;;;
D;232;2611006;6;20030204 13:19;V;;;;;;
B;232;2611242;7;20030204 13:19;;;8;MINORE ST;NYNGAN;2825;1011;M;20021125;20021220;90000;A;R;RESIDENCE;;XR;;;9255358;
C;232;2611242;7;20030204 13:19;22//829375;
D;232;2611242;7;20030204 13:19;P;;;;;;
D;232;2611242;7;20030204 13:19;P;;;;;;
D;232;2611242;7;20030204 13:19;V;;;;;;
B;232;2611669;8;20030204 13:19;;;108;WAMBIANA ST;NYNGAN;2825;1113;M;20021107;20021206;47500;A;R;RESIDENCE;;XR;;;9305008;
C;232;2611669;8;20030204 13:19;B//356771;
D;232;2611669;8;20030204 13:19;P;;;;;;
D;232;2611669;8;20030204 13:19;V;;;;;;
B;232;2611693;9;20030204 13:19;;;43;WAMBIANA ST;NYNGAN;2825;1012;M;20021010;20021121;56000;A;R;RESIDENCE;;XJ;;;9264342;
C;232;2611693;9;20030204 13:19;B//385572;
D;232;2611693;9;20030204 13:19;P;;;;;;
D;232;2611693;9;20030204 13:19;P;;;;;;
D;232;2611693;9;20030204 13:19;V;;;;;;
D;232;2611693;9;20030204 13:19;V;;;;;;
B;232;2611838;10;20030204 13:19;;;;GLENANAR;NYNGAN;2825;2072;H;20021112;20021219;462000;R;R;RESIDENCE;;TE;;;9290941;
C;232;2611838;10;20030204 13:19;50//44921 44//751336;
D;232;2611838;10;20030204 13:19;P;;;;;;
D;232;2611838;10;20030204 13:19;V;;;;;;
D;232;2611838;10;20030204 13:19;V;;;;;;
B;232;2960171;11;20030204 13:19;;;;'THE EXTENSION';BOGAN;;1812.6;H;20021017;20021122;90000;R;V;VACANT LAND;;GA;;;9167355;
C;232;2960171;11;20030204 13:19;11, 12, 14, 5//751348 Perpetual Lease 114142 Perpetual Lease 114069 Pe;
C;232;2960171;11;20030204 13:19;rpetual Lease 114122 Perpetual Lease 114141;
D;232;2960171;11;20030204 13:19;P;;;;;;
D;232;2960171;11;20030204 13:19;V;;;;;;
Z;54;11;12;29;
