A;RTSALEDATA;158;20250203 01:02;VALNET;
B;158;2940933;1;20250203 01:02;;;;BRINDLE CREEK RD;LOADSTONE;2474;80;H;20241218;20250122;870000;RU1;R;RESIDENCE;;RPE;;0;AU771673;
C;158;2940933;1;20250203 01:02;14/1036751;
D;158;2940933;1;20250203 01:02;P;;;;;;
D;158;2940933;1;20250203 01:02;V;;;;;;
D;158;2940933;1;20250203 01:02;V;;;;;;
B;158;1739941;2;20250203 01:02;;;1367;OLD DYRAABA RD;LOWER DYRAABA;2470;96.98;H;20241216;20250124;1125000;RU1;3;FARM;;RPE;;0;AU779538;
C;158;1739941;2;20250203 01:02;654/835038;
D;158;1739941;2;20250203 01:02;P;;;;;;
D;158;1739941;2;20250203 01:02;P;;;;;;
D;158;1739941;2;20250203 01:02;V;;;;;;
D;158;1739941;2;20250203 01:02;V;;;;;;
B;158;1743113;3;20250203 01:02;;;453;HILLYARDS RD;BOORABEE PARK;2480;2.46;H;20240826;20250124;1000000;RU1;3;FARM;;RRB;;0;AU779283;
C;158;1743113;3;20250203 01:02;123/872111;
D;158;1743113;3;20250203 01:02;P;;;;;;
D;158;1743113;3;20250203 01:02;P;;;;;;
D;158;1743113;3;20250203 01:02;V;;;;;;
D;158;1743113;3;20250203 01:02;V;;;;;;
B;158;4596085;4;20250203 01:02;;;;HAYSTACK RD;HAYSTACK;2469;5105;M;20240926;20241210;1388;;V;VACANT LAND;;;;0;AU665330;
C;158;4596085;4;20250203 01:02;1/1312061;
D;158;4596085;4;20250203 01:02;P;;;;;;
D;158;4596085;4;20250203 01:02;P;;;;;;
D;158;4596085;4;20250203 01:02;V;;;;;;
Z;24;4;4;14;
