A;RTSALEDATA;054;20250602 01:14;VALNET;
B;054;4105303;1;20250602 01:14;;;47;CAMPBELLS LANE;COOLAMON;2701;2;H;20250417;20250527;990000;RU4;R;RESIDENCE;;HCS;;0;AV96108;
C;054;4105303;1;20250602 01:14;9/1224134;
D;054;4105303;1;20250602 01:14;P;;;;;;
D;054;4105303;1;20250602 01:14;V;;;;;;
D;054;4105303;1;20250602 01:14;V;;;;;;
B;054;4044000;2;20250602 01:14;;;;YORK ST;MARRAR;2652;6.037;H;20250424;20250526;920000;RU5;V;VACANT LAND;;MAR;;0;AV90446;
C;054;4044000;2;20250602 01:14;A/312351 140/665297 131, 132, 133, 134, 135, 136, 137, 138, 139, 141/7;
C;054;4044000;2;20250602 01:14;50847;
D;054;4044000;2;20250602 01:14;P;;;;;;
D;054;4044000;2;20250602 01:14;V;;;;;;
B;054;3342190;3;20250602 01:14;;;34;LESTERFIELD LANE;COOLAMON;2701;35;H;20250522;20250528;383350;RU1;3;FARM;;RMC;;0;AV99346;
C;054;3342190;3;20250602 01:14;1/847112;
D;054;3342190;3;20250602 01:14;P;;;;;;
D;054;3342190;3;20250602 01:14;V;;;;;;
Z;16;3;4;7;
