A;RTSALEDATA;272;20250609 01:22;VALNET;
B;272;3460049;1;20250609 01:22;;;75;FINLAY PL;BURRA;2620;8.28;H;20250520;20250530;1400000;C4;R;RESIDENCE;;LBU;;0;AV110108;
C;272;3460049;1;20250609 01:22;2/1139522;
D;272;3460049;1;20250609 01:22;P;;;;;;
D;272;3460049;1;20250609 01:22;V;;;;;;
B;272;4180307;2;20250609 01:22;;;2;MASLIN PL;BUNGENDORE;2621;637;M;20250423;20250605;1075000;R2;R;RESIDENCE;;RBN;;0;AV124619;
C;272;4180307;2;20250609 01:22;7/1237143;
D;272;4180307;2;20250609 01:22;P;;;;;;
D;272;4180307;2;20250609 01:22;P;;;;;;
D;272;4180307;2;20250609 01:22;V;;;;;;
D;272;4180307;2;20250609 01:22;V;;;;;;
B;272;455336;3;20250609 01:22;;8;16;BROUGHTON PL;QUEANBEYAN;2620;;;20250522;20250604;435000;;R;RESIDENCE;8;;;0;AV121487;
C;272;455336;3;20250609 01:22;8/SP11121;
D;272;455336;3;20250609 01:22;P;;;;;;
D;272;455336;3;20250609 01:22;V;;;;;;
B;272;455546;4;20250609 01:22;;6;28;BUNGENDORE RD;QUEANBEYAN EAST;2620;;;20250402;20250530;490000;;R;RESIDENCE;6;;;0;AV109036;
C;272;455546;4;20250609 01:22;6/SP31618;
D;272;455546;4;20250609 01:22;P;;;;;;
D;272;455546;4;20250609 01:22;V;;;;;;
B;272;455598;5;20250609 01:22;;;9;BUTTLE ST;QUEANBEYAN EAST;2620;613.4;M;20250304;20250603;800000;R4;R;RESIDENCE;;ARH;;0;AV117736;
C;272;455598;5;20250609 01:22;3/534186;
D;272;455598;5;20250609 01:22;P;;;;;;
D;272;455598;5;20250609 01:22;V;;;;;;
B;272;455649;6;20250609 01:22;;;2;BYRNE PL;JERRABOMBERRA;2619;847.8;M;20250506;20250603;1029000;R2;R;RESIDENCE;;DNK;;0;AV117625;
C;272;455649;6;20250609 01:22;166/811146;
D;272;455649;6;20250609 01:22;P;;;;;;
D;272;455649;6;20250609 01:22;V;;;;;;
D;272;455649;6;20250609 01:22;V;;;;;;
B;272;461486;7;20250609 01:22;;3;7;ALLUMBA ST;QUEANBEYAN WEST;2620;;;20250430;20250530;545000;;R;RESIDENCE;3;;;0;AV110395;
C;272;461486;7;20250609 01:22;3/SP57954;
D;272;461486;7;20250609 01:22;P;;;;;;
D;272;461486;7;20250609 01:22;V;;;;;;
D;272;461486;7;20250609 01:22;V;;;;;;
B;272;459020;8;20250609 01:22;;21;110;FERGUS RD;KARABAR;2620;;;20250507;20250604;238000;;R;RESIDENCE;21;;;0;AV121478;
C;272;459020;8;20250609 01:22;21/SP18193;
D;272;459020;8;20250609 01:22;P;;;;;;
D;272;459020;8;20250609 01:22;P;;;;;;
D;272;459020;8;20250609 01:22;V;;;;;;
B;272;464528;9;20250609 01:22;;;7;REGENT DR;QUEANBEYAN EAST;2620;9404;M;20250502;20250602;1960000;C4;R;RESIDENCE;;RRG;;0;AV111794;
C;272;464528;9;20250609 01:22;8/826557;
D;272;464528;9;20250609 01:22;P;;;;;;
D;272;464528;9;20250609 01:22;P;;;;;;
D;272;464528;9;20250609 01:22;V;;;;;;
D;272;464528;9;20250609 01:22;V;;;;;;
B;272;464747;10;20250609 01:22;;;58;ROSEWOOD GLEN;JERRABOMBERRA;2619;385;M;20250505;20250530;910000;R2;R;RESIDENCE;;DJJ;;0;AV109936;
C;272;464747;10;20250609 01:22;1177/884109;
D;272;464747;10;20250609 01:22;P;;;;;;
D;272;464747;10;20250609 01:22;P;;;;;;
D;272;464747;10;20250609 01:22;V;;;;;;
D;272;464747;10;20250609 01:22;V;;;;;;
B;272;464806;11;20250609 01:22;;;98;ROSS RD;QUEANBEYAN;2620;632.3;M;20250502;20250530;680000;R2;R;RESIDENCE;;AND;;0;AV110088;
C;272;464806;11;20250609 01:22;20/F/13427;
D;272;464806;11;20250609 01:22;P;;;;;;
D;272;464806;11;20250609 01:22;P;;;;;;
D;272;464806;11;20250609 01:22;V;;;;;;
D;272;464806;11;20250609 01:22;V;;;;;;
B;272;459421;12;20250609 01:22;;3;4;GERALD ST;QUEANBEYAN;2620;;;20250505;20250605;390000;;R;RESIDENCE;3;;;0;AV123295;
C;272;459421;12;20250609 01:22;3/SP18432;
D;272;459421;12;20250609 01:22;P;;;;;;
D;272;459421;12;20250609 01:22;V;;;;;;
B;272;464870;13;20250609 01:22;;;2;ROSS RD;QUEANBEYAN;2620;884.3;M;20241111;20250529;1055000;R4;R;RESIDENCE;;ARH;;0;AV103696;
C;272;464870;13;20250609 01:22;5/21396;
D;272;464870;13;20250609 01:22;P;;;;;;
D;272;464870;13;20250609 01:22;V;;;;;;
D;272;464870;13;20250609 01:22;V;;;;;;
B;272;457450;14;20250609 01:22;;;3;CRINOLINE ST;CRESTWOOD;2620;607;M;20250424;20250605;880000;R2;R;RESIDENCE;;AND;;0;AV125411;
C;272;457450;14;20250609 01:22;22/239883;
D;272;457450;14;20250609 01:22;P;;;;;;
D;272;457450;14;20250609 01:22;P;;;;;;
D;272;457450;14;20250609 01:22;V;;;;;;
D;272;457450;14;20250609 01:22;V;;;;;;
B;272;460085;15;20250609 01:22;;;5;HEATHERBELLE PL;KARABAR;2620;837.3;M;20250404;20250603;1100000;R2;R;RESIDENCE;;HTN;;0;AV117910;
C;272;460085;15;20250609 01:22;111/801568;
D;272;460085;15;20250609 01:22;P;;;;;;
D;272;460085;15;20250609 01:22;V;;;;;;
B;272;457732;16;20250609 01:22;;;4;DENNIS PL;JERRABOMBERRA;2619;1098;M;20250312;20250603;2180000;R2;R;RESIDENCE;;DJJ;;0;AV117907;
C;272;457732;16;20250609 01:22;1122/879314;
D;272;457732;16;20250609 01:22;P;;;;;;
D;272;457732;16;20250609 01:22;V;;;;;;
D;272;457732;16;20250609 01:22;V;;;;;;
B;272;463375;17;20250609 01:22;;;128;MUNRO RD;CRESTWOOD;2620;631.6;M;20250430;20250530;781000;R2;R;RESIDENCE;;AND;;0;AV109390;
C;272;463375;17;20250609 01:22;214/243990;
D;272;463375;17;20250609 01:22;P;;;;;;
D;272;463375;17;20250609 01:22;P;;;;;;
D;272;463375;17;20250609 01:22;V;;;;;;
B;272;463484;18;20250609 01:22;;;95;MUNRO RD;CRESTWOOD;2620;613.3;M;20250506;20250605;720000;R2;R;RESIDENCE;;AND;;0;AV124830;
C;272;463484;18;20250609 01:22;172/242656;
D;272;463484;18;20250609 01:22;P;;;;;;
D;272;463484;18;20250609 01:22;V;;;;;;
B;272;458295;19;20250609 01:22;;;13;DOYLE PL;KARABAR;2620;709.6;M;20250430;20250530;837000;R2;R;RESIDENCE;;HTN;;0;AV110425;
C;272;458295;19;20250609 01:22;170/737038;
D;272;458295;19;20250609 01:22;P;;;;;;
D;272;458295;19;20250609 01:22;P;;;;;;
D;272;458295;19;20250609 01:22;V;;;;;;
B;272;461194;20;20250609 01:22;;;4;KENNEDY AVE;JERRABOMBERRA;2619;807.9;M;20250502;20250602;960000;R2;R;RESIDENCE;;DNK;;0;AV114197;
C;272;461194;20;20250609 01:22;99/811146;
D;272;461194;20;20250609 01:22;P;;;;;;
D;272;461194;20;20250609 01:22;V;;;;;;
D;272;461194;20;20250609 01:22;V;;;;;;
B;272;461260;21;20250609 01:22;;24;14;KING ST;CRESTWOOD;2620;;;20250502;20250603;358000;;R;RESIDENCE;24;;;0;AV116236;
C;272;461260;21;20250609 01:22;24/SP9601;
D;272;461260;21;20250609 01:22;P;;;;;;
D;272;461260;21;20250609 01:22;P;;;;;;
D;272;461260;21;20250609 01:22;V;;;;;;
B;272;464004;22;20250609 01:22;;2;15;PALM CT;JERRABOMBERRA;2619;;;20250218;20250401;735000;;R;RESIDENCE;2;;;0;AU940315;
