A;RTSALEDATA;102;20250602 01:16;VALNET;
B;102;2941062;1;20250602 01:16;;;6;ELLIS CT;BOWRAL;2576;704.7;M;20250417;20250529;975000;R2;R;RESIDENCE;;NBA;;0;AV104104;
C;102;2941062;1;20250602 01:16;7/1042661;
D;102;2941062;1;20250602 01:16;P;;;;;;
D;102;2941062;1;20250602 01:16;V;;;;;;
D;102;2941062;1;20250602 01:16;V;;;;;;
B;102;4530437;2;20250602 01:16;;;11;BERTHA ST;HILL TOP;2575;1094;M;20250506;20250528;450000;R2;R;RESIDENCE;;CGA;;0;AV98109;
C;102;4530437;2;20250602 01:16;58/5/10173;
D;102;4530437;2;20250602 01:16;P;;;;;;
D;102;4530437;2;20250602 01:16;P;;;;;;
D;102;4530437;2;20250602 01:16;V;;;;;;
B;102;4566120;3;20250602 01:16;;3;10;PIKKAT DR;BRAEMAR;2575;531.6;M;20250403;20250529;1700000;;R;RESIDENCE;3;;;0;AV105079;
C;102;4566120;3;20250602 01:16;3/SP108410;
D;102;4566120;3;20250602 01:16;P;;;;;;
D;102;4566120;3;20250602 01:16;V;;;;;;
B;102;4571365;4;20250602 01:16;;;17;ELLWOOD WAY;MOSS VALE;2577;864.2;M;20250319;20250528;571500;R2;V;VACANT LAND;;EBA;;0;AV98210;
C;102;4571365;4;20250602 01:16;1321/1286586;
D;102;4571365;4;20250602 01:16;P;;;;;;
D;102;4571365;4;20250602 01:16;V;;;;;;
B;102;4561805;5;20250602 01:16;;;20;MELBOURNE ST;NEW BERRIMA;2577;695.6;M;20250408;20250529;455000;R2;V;VACANT LAND;;DRA;;0;AV103950;
C;102;4561805;5;20250602 01:16;271/15995;
D;102;4561805;5;20250602 01:16;P;;;;;;
D;102;4561805;5;20250602 01:16;V;;;;;;
B;102;3276589;6;20250602 01:16;;;16;DAYLESFORD DR;MOSS VALE;2577;710.7;M;20250417;20250529;1060000;R2;R;RESIDENCE;;EBA;;0;AV102391;
C;102;3276589;6;20250602 01:16;8/1102698;
D;102;3276589;6;20250602 01:16;P;;;;;;
