A;100;20110801 02:10;VALNET;
B;100;3385443;1;20110801 02:10;;;;COOLUM PKWY;SHELL COVE;2529;6028;M;20101029;20110630;2200000;A;V;VACANT LAND;;EF;;0;AG382327;
C;100;3385443;1;20110801 02:10;6211/1113813;
D;100;3385443;1;20110801 02:10;P;;;;;;
D;100;3385443;1;20110801 02:10;V;;;;;;
B;100;3400240;2;20110801 02:10;;2;43;BARAGOOT RD;FLINDERS;2529;;;20110606;20110707;311000;;R;RESIDENCE;2;;;0;AG369665;
C;100;3400240;2;20110801 02:10;2/SP81010;
D;100;3400240;2;20110801 02:10;P;;;;;;
D;100;3400240;2;20110801 02:10;V;;;;;;
D;100;3400240;2;20110801 02:10;V;;;;;;
B;100;3476255;3;20110801 02:10;;;7;CURRAMORE TCE;TULLIMBAR;2527;342.5;M;20101111;20110708;170000;A;R;RESIDENCE;;CD;;0;AG366592;
C;100;3476255;3;20110801 02:10;174/1142835;
D;100;3476255;3;20110801 02:10;P;;;;;;
D;100;3476255;3;20110801 02:10;V;;;;;;
B;100;3476255;4;20110801 02:10;;;7;CURRAMORE TCE;TULLIMBAR;2527;342.5;M;20110105;20110708;527000;A;V;VACANT LAND;;CD;;0;AG366593;
C;100;3476255;4;20110801 02:10;174/1142835;
D;100;3476255;4;20110801 02:10;P;;;;;;
D;100;3476255;4;20110801 02:10;V;;;;;;
B;100;3031822;5;20110801 02:10;;;30;DARLING DR;ALBION PARK;2527;611.8;M;20110520;20110701;575000;A;R;RESIDENCE;;CD;;0;AG383386;
C;100;3031822;5;20110801 02:10;4229/1057886;
D;100;3031822;5;20110801 02:10;P;;;;;;
D;100;3031822;5;20110801 02:10;P;;;;;;
D;100;3031822;5;20110801 02:10;V;;;;;;
B;100;3057939;6;20110801 02:10;;;66;FISHER ST;OAK FLATS;2529;692;M;20110715;20110715;20000;A;R;RESIDENCE;;EA;;0;AG386569;
C;100;3057939;6;20110801 02:10;2/786416;
D;100;3057939;6;20110801 02:10;P;;;;;;
D;100;3057939;6;20110801 02:10;P;;;;;;
D;100;3057939;6;20110801 02:10;V;;;;;;
D;100;3057939;6;20110801 02:10;V;;;;;;
D;100;3057939;6;20110801 02:10;V;;;;;;
D;100;3057939;6;20110801 02:10;V;;;;;;
D;100;3057939;6;20110801 02:10;V;;;;;;
D;100;3057939;6;20110801 02:10;V;;;;;;
B;100;3084207;7;20110801 02:10;;2;7;MORUYA LINK;ALBION PARK;2527;;;20110623;20110718;350000;;R;RESIDENCE;2;;;0;AG388105;
C;100;3084207;7;20110801 02:10;2/SP72560;
D;100;3084207;7;20110801 02:10;P;;;;;;
D;100;3084207;7;20110801 02:10;V;;;;;;
D;100;3084207;7;20110801 02:10;V;;;;;;
B;100;3104632;8;20110801 02:10;;;7;BRAMPTON WAY;SHELL COVE;2529;333.1;M;20110516;20110624;486000;A;R;RESIDENCE;;DD;;0;AG377394;
