A;529;20110801 02:36;VALNET;
B;529;3454061;1;20110801 02:36;;;26 A;MULWAREE ST;GOULBURN;2580;627.1;M;20110608;20110720;267500;R1;R;RESIDENCE;;GAR;;0;AG391548;
C;529;3454061;1;20110801 02:36;2/1132285;
D;529;3454061;1;20110801 02:36;P;;;;;;
D;529;3454061;1;20110801 02:36;P;;;;;;
D;529;3454061;1;20110801 02:36;V;;;;;;
B;529;3443271;2;20110801 02:36;;1;14;VICTORIA ST;GOULBURN;2580;;;20110625;20110721;269000;;R;RESIDENCE;1;;;0;AG387665;
C;529;3443271;2;20110801 02:36;1/SP82024;
D;529;3443271;2;20110801 02:36;P;;;;;;
D;529;3443271;2;20110801 02:36;P;;;;;;
D;529;3443271;2;20110801 02:36;V;;;;;;
B;529;430679;3;20110801 02:36;;;6;BALLANYA AVE;GOULBURN;2580;986.9;M;20110526;20110630;240000;R2;R;RESIDENCE;;GAP;;0;AG347209;
C;529;430679;3;20110801 02:36;28/700034;
D;529;430679;3;20110801 02:36;P;;;;;;
D;529;430679;3;20110801 02:36;V;;;;;;
D;529;430679;3;20110801 02:36;V;;;;;;
B;529;430722;4;20110801 02:36;;;2;BALLINA ST;GOULBURN;2580;411;M;20110707;20110718;274000;R1;R;RESIDENCE;;GAS;;0;AG384567;
C;529;430722;4;20110801 02:36;A/151410;
D;529;430722;4;20110801 02:36;P;;;;;;
D;529;430722;4;20110801 02:36;V;;;;;;
B;529;432949;5;20110801 02:36;;;24;ELDON ST;GOULBURN;2580;765.1;M;20110606;20110719;288000;R1;R;RESIDENCE;;GAS;;0;AG384475;
C;529;432949;5;20110801 02:36;9/508233;
D;529;432949;5;20110801 02:36;P;;;;;;
D;529;432949;5;20110801 02:36;P;;;;;;
D;529;432949;5;20110801 02:36;V;;;;;;
D;529;432949;5;20110801 02:36;V;;;;;;
B;529;437186;6;20110801 02:36;;;59;REYNOLDS ST;GOULBURN;2580;522;M;20110618;20110715;104000;R1;R;RESIDENCE;;GAR;;0;AG383217;
C;529;437186;6;20110801 02:36;13/1084027;
D;529;437186;6;20110801 02:36;P;;;;;;
D;529;437186;6;20110801 02:36;V;;;;;;
B;529;435560;7;20110801 02:36;;;4;MAJOR DR;GOULBURN;2580;699.3;M;20110531;20110715;283000;R1;R;RESIDENCE;;GAL;;0;AG385108;
C;529;435560;7;20110801 02:36;15/259407;
D;529;435560;7;20110801 02:36;P;;;;;;
D;529;435560;7;20110801 02:36;V;;;;;;
D;529;435560;7;20110801 02:36;V;;;;;;
B;529;438650;8;20110801 02:36;;;49;YARROWLOW ST;GOULBURN;2580;619;M;20110607;20110714;269000;R2;R;RESIDENCE;;GAA;;0;AG385292;
C;529;438650;8;20110801 02:36;110/735741;
D;529;438650;8;20110801 02:36;P;;;;;;
D;529;438650;8;20110801 02:36;P;;;;;;
D;529;438650;8;20110801 02:36;V;;;;;;
B;529;436193;9;20110801 02:36;;1;90;MUNDY ST;GOULBURN;2580;;;20110609;20110721;255000;;R;RESIDENCE;1;;;0;AG385755;
C;529;436193;9;20110801 02:36;1/SP44893;
D;529;436193;9;20110801 02:36;P;;;;;;
D;529;436193;9;20110801 02:36;V;;;;;;
B;529;436268;10;20110801 02:36;;;28;MURRAY ST;GOULBURN;2580;752.5;M;20110610;20110707;280000;R1;R;RESIDENCE;;GAC;;0;AG392208;
C;529;436268;10;20110801 02:36;P2/163119;
D;529;436268;10;20110801 02:36;P;;;;;;
D;529;436268;10;20110801 02:36;V;;;;;;
B;529;436473;11;20110801 02:36;;;185;NICHOLSON ST;GOULBURN;2580;872.34;M;20110602;20110714;248000;R1;R;RESIDENCE;;GAC;;0;AG380031;
C;529;436473;11;20110801 02:36;1/112620;
D;529;436473;11;20110801 02:36;P;;;;;;
D;529;436473;11;20110801 02:36;P;;;;;;
D;529;436473;11;20110801 02:36;V;;;;;;
D;529;436473;11;20110801 02:36;V;;;;;;
B;529;436588;12;20110801 02:36;;;29;OTTIWELL ST;GOULBURN;2580;1081;M;20110627;20110708;225000;R1;R;RESIDENCE;;GAR;;0;AG374476;
C;529;436588;12;20110801 02:36;5/32628;
D;529;436588;12;20110801 02:36;P;;;;;;
D;529;436588;12;20110801 02:36;P;;;;;;
D;529;436588;12;20110801 02:36;V;;;;;;
D;529;436588;12;20110801 02:36;V;;;;;;
D;529;436588;12;20110801 02:36;V;;;;;;
B;529;436675;13;20110801 02:36;;;10;PARADISE PL;GOULBURN;2580;860.6;M;20110531;20110712;358000;R2;R;RESIDENCE;;GAB;;0;AG382387;
C;529;436675;13;20110801 02:36;9/853831;
D;529;436675;13;20110801 02:36;P;;;;;;
D;529;436675;13;20110801 02:36;V;;;;;;
D;529;436675;13;20110801 02:36;V;;;;;;
B;529;436872;14;20110801 02:36;;;50;PRINCE ST;GOULBURN;2580;474.2;M;20110412;20110629;209000;R1;R;RESIDENCE;;GAC;;0;AG381401;
C;529;436872;14;20110801 02:36;3/156732;
D;529;436872;14;20110801 02:36;P;;;;;;
D;529;436872;14;20110801 02:36;V;;;;;;
D;529;436872;14;20110801 02:36;V;;;;;;
B;529;448675;15;20110801 02:36;;;17;GOULBURN ST;MARULAN;2579;1423;M;20110622;20110714;160000;R1;R;RESIDENCE;;GCF;;0;AG377025;
C;529;448675;15;20110801 02:36;17/2/3012;
D;529;448675;15;20110801 02:36;P;;;;;;
