A;231;20020603 10:46;MSMITH;
B;231;2606216;1;20020603 10:46;;;5008;MR57 SOUTH;BARMEDMAN;2668;182.8;H;20020404;20020412;197000;R;R;RESIDENCE;;RM;;;8562474;
C;231;2606216;1;20020603 10:46;31//750575;
D;231;2606216;1;20020603 10:46;P;;;;;;
D;231;2606216;1;20020603 10:46;V;;;;;;
B;231;2606225;2;20020603 10:46;;;;PH BERENDEBBA;QUANDIALLA;2721;166.06;H;20011204;20020118;383277;R;3;FARM;;RM;RM;;8298775;
C;231;2606225;2;20020603 10:46;PT 122//813544 Enclosure Permit 194802 .;
D;231;2606225;2;20020603 10:46;P;;;;;;
D;231;2606225;2;20020603 10:46;P;;;;;;
D;231;2606225;2;20020603 10:46;V;;;;;;
D;231;2606225;2;20020603 10:46;V;;;;;;
B;231;2606232;3;20020603 10:46;;;1051;BERRENDEBBA LANE;BLAND;2721;230.5;H;20011204;20020118;383277;R;3;FARM;;RM;RM;;8298775;
C;231;2606232;3;20020603 10:46;26, 27, 28//750576;
D;231;2606232;3;20020603 10:46;P;;;;;;
D;231;2606232;3;20020603 10:46;P;;;;;;
D;231;2606232;3;20020603 10:46;V;;;;;;
D;231;2606232;3;20020603 10:46;V;;;;;;
B;231;2606514;4;20020603 10:46;;;289;ADLERS LANE;ALLEENA;2671;520.6;H;20020207;20020321;397621;R;3;FARM;;RM;;;8466744;
C;231;2606514;4;20020603 10:46;3//111767 45, 5//750826;
D;231;2606514;4;20020603 10:46;P;;;;;;
D;231;2606514;4;20020603 10:46;P;;;;;;
D;231;2606514;4;20020603 10:46;V;;;;;;
B;231;2606778;5;20020603 10:46;;;124;FISHERS LANE;BARELLAN;2665;728.4;H;20020114;20020114;627399;R;3;FARM;;RM;;;8349697;
C;231;2606778;5;20020603 10:46;21, 22//751697 Incomplete Purchase 193320 LEASE OVER PROPERTY;
D;231;2606778;5;20020603 10:46;P;;;;;;
D;231;2606778;5;20020603 10:46;V;;;;;;
D;231;2606778;5;20020603 10:46;V;;;;;;
B;231;2606813;6;20020603 10:46;;;1886;TALLIMBA ARIAH PARK RD;TALLIMBA;2669;253.1;H;20010918;20020417;215000;R;V;VACANT LAND;;RM;RR;;8537819;
C;231;2606813;6;20020603 10:46;332//585453 PH ELLON LOT 332 DP585453;
D;231;2606813;6;20020603 10:46;P;;;;;;
D;231;2606813;6;20020603 10:46;P;;;;;;
D;231;2606813;6;20020603 10:46;V;;;;;;
B;231;2606944;7;20020603 10:46;;;635;TROYS LANE;BLAND;2721;415.8;H;20011112;20020110;308100;R;3;FARM;;RM;RMI;;8280685;
C;231;2606944;7;20020603 10:46;57, 77, 78, 79, 98//750604 Settlement Purchase Lease 1989/4 Road Permi;
C;231;2606944;7;20020603 10:46;t 1915/15 Road Permit 1919/1 Settlement Purchase Lease  1989/5 LEASE O;
C;231;2606944;7;20020603 10:46;VER PROPERTY LEASE OVER PROPERTY LEASE OVER PROPERTY LEASE OVER PROPER;
C;231;2606944;7;20020603 10:46;TY;
D;231;2606944;7;20020603 10:46;P;;;;;;
D;231;2606944;7;20020603 10:46;P;;;;;;
D;231;2606944;7;20020603 10:46;V;;;;;;
B;231;2606955;8;20020603 10:46;;;4248;MR57 NORTH;GIRRAL;2669;666.2;H;20011121;20020208;386857;R;3;FARM;;RM;;;8354283;
C;231;2606955;8;20020603 10:46;1//120776 24//753096 Settlement Lease PT 503 .;
D;231;2606955;8;20020603 10:46;P;;;;;;
D;231;2606955;8;20020603 10:46;P;;;;;;
D;231;2606955;8;20020603 10:46;V;;;;;;
B;231;2607020;9;20020603 10:46;;;906;MARTENS LANE;BARELLAN;2665;728.4;H;20020114;20020114;627399;R;3;FARM;;RM;;;8349697;
C;231;2607020;9;20020603 10:46;3, 4//751710 LEASE TYPE: CP LEASE NO: 1982/5;
D;231;2607020;9;20020603 10:46;P;;;;;;
D;231;2607020;9;20020603 10:46;V;;;;;;
D;231;2607020;9;20020603 10:46;V;;;;;;
B;231;2607023;10;20020603 10:46;;;665;MALONES LANE;WEETHALLE;2669;728.4;H;20010605;20020103;377790;R;3;FARM;;RM;RMI;;8255842;
C;231;2607023;10;20020603 10:46;10, 9//751710 LEASE TYPE: CP LEASE NO: 1989/17;
D;231;2607023;10;20020603 10:46;P;;;;;;
D;231;2607023;10;20020603 10:46;V;;;;;;
B;231;2607030;11;20020603 10:46;;;182;MARTENS LANE;BARELLAN;2665;728.4;H;20020114;20020114;627399;R;3;FARM;;RM;;;8349697;
C;231;2607030;11;20020603 10:46;7, 8//751711;
D;231;2607030;11;20020603 10:46;P;;;;;;
D;231;2607030;11;20020603 10:46;V;;;;;;
D;231;2607030;11;20020603 10:46;V;;;;;;
D;231;2607030;11;20020603 10:46;V;;;;;;
D;231;2607030;11;20020603 10:46;V;;;;;;
D;231;2607030;11;20020603 10:46;V;;;;;;
D;231;2607030;11;20020603 10:46;V;;;;;;
B;231;2607055;12;20020603 10:46;;;1872;LAKE COWAL WAMBOYNE RD;LAKE COWAL;2671;94.05;H;20020305;20020325;45000;R;3;FARM;;RM;RM;;8494329;
C;231;2607055;12;20020603 10:46;40, 41//39960 Conditional Purchase Lease PT 1979/4 .;
D;231;2607055;12;20020603 10:46;P;;;;;;
D;231;2607055;12;20020603 10:46;P;;;;;;
D;231;2607055;12;20020603 10:46;V;;;;;;
B;231;2607068;13;20020603 10:46;;;199;TIDDS LANE;ARIAH PARK;2665;189.3;H;20010614;20020131;140625;R;3;FARM;;RM;;;8332356;
C;231;2607068;13;20020603 10:46;38//750850 Settlement Purchase Lease 1987/10 LEASE OVER PROPERTY;
D;231;2607068;13;20020603 10:46;P;;;;;;
D;231;2607068;13;20020603 10:46;P;;;;;;
D;231;2607068;13;20020603 10:46;V;;;;;;
B;231;2607071;14;20020603 10:46;;;199;TIDDS LANE;ARIAH PARK;2665;105;H;20010614;20020131;77835;R;3;FARM;;RM;;;8328380;
C;231;2607071;14;20020603 10:46;PT 44//750850 Settlement Purchase Lease 1987/9 LEASE OVER PROPERTY;
D;231;2607071;14;20020603 10:46;P;;;;;;
D;231;2607071;14;20020603 10:46;V;;;;;;
B;231;2607317;15;20020603 10:46;;;47;ROBERTSON ST;BARMEDMAN;2668;1012;M;20020313;20020424;20000;Z;3;;;VB;;;8557706;
