A;231;20020603 10:46;MSMITH;
C;231;2607317;15;20020603 10:46;14/8/758055;
D;231;2607317;15;20020603 10:46;P;;;;;;
D;231;2607317;15;20020603 10:46;V;;;;;;
B;231;2608022;16;20020603 10:46;;;;UNGARIE ST;UNGARIE;2669;1012;M;20020501;20020521;600;Z;V;VACANT LAND;;VU;;;8638693;
C;231;2608022;16;20020603 10:46;16/O/8548;
D;231;2608022;16;20020603 10:46;P;;;;;;
D;231;2608022;16;20020603 10:46;V;;;;;;
B;231;2608521;17;20020603 10:46;;;;BLYTH ST;WYALONG;2671;1012;M;20020318;20020507;75000;Z;R;RESIDENCE;;AB;;;8587647;
C;231;2608521;17;20020603 10:46;11/6/759123;
D;231;2608521;17;20020603 10:46;P;;;;;;
D;231;2608521;17;20020603 10:46;P;;;;;;
D;231;2608521;17;20020603 10:46;P;;;;;;
D;231;2608521;17;20020603 10:46;V;;;;;;
B;231;2608668;18;20020603 10:46;;;;GILBERT ST;WYALONG;2671;1012;M;20020419;20020430;5500;Z;V;VACANT LAND;;AB;;;8596969;
C;231;2608668;18;20020603 10:46;10/21/759123;
D;231;2608668;18;20020603 10:46;P;;;;;;
D;231;2608668;18;20020603 10:46;P;;;;;;
D;231;2608668;18;20020603 10:46;V;;;;;;
D;231;2608668;18;20020603 10:46;V;;;;;;
B;231;2608790;19;20020603 10:46;;;;BOUNDARY ST;WEST WYALONG;2671;1315;M;20011219;20020125;110000;Z;R;RESIDENCE;;AA;;;8344717;
C;231;2608790;19;20020603 10:46;975//753135;
D;231;2608790;19;20020603 10:46;P;;;;;;
D;231;2608790;19;20020603 10:46;V;;;;;;
B;231;2608882;20;20020603 10:46;;;11;CHURCH ST;WEST WYALONG;2671;1012;M;20020319;20020418;145000;Z;R;RESIDENCE;;AA;;;8553514;
C;231;2608882;20;20020603 10:46;339//753135;
D;231;2608882;20;20020603 10:46;P;;;;;;
D;231;2608882;20;20020603 10:46;V;;;;;;
B;231;2608941;21;20020603 10:46;;;17;COURT ST;WEST WYALONG;2671;404.7;M;20020118;20020130;40000;Z;R;RESIDENCE;;AA;;;8331560;
C;231;2608941;21;20020603 10:46;4//216343;
D;231;2608941;21;20020603 10:46;P;;;;;;
D;231;2608941;21;20020603 10:46;P;;;;;;
D;231;2608941;21;20020603 10:46;V;;;;;;
B;231;2609373;22;20020603 10:46;;;166;MAIN ST;WEST WYALONG;2671;524.8;M;20011126;20011126;60000;Z;3;SHOPS;;AA;;;8624939;
C;231;2609373;22;20020603 10:46;94//652276;
D;231;2609373;22;20020603 10:46;P;;;;;;
D;231;2609373;22;20020603 10:46;P;;;;;;
D;231;2609373;22;20020603 10:46;V;;;;;;
B;231;2609670;23;20020603 10:46;;;104;OPERATOR ST;WEST WYALONG;2671;588.1;M;20020411;20020424;77500;Z;R;RESIDENCE;;AA;;;8576263;
C;231;2609670;23;20020603 10:46;C//329294;
D;231;2609670;23;20020603 10:46;P;;;;;;
D;231;2609670;23;20020603 10:46;P;;;;;;
D;231;2609670;23;20020603 10:46;V;;;;;;
B;231;2609777;24;20020603 10:46;;;72;PERSEVERANCE ST;WEST WYALONG;2671;1265;M;20011206;20020108;48500;Z;R;RESIDENCE;;AA;;;8349746;
C;231;2609777;24;20020603 10:46;B//392713;
D;231;2609777;24;20020603 10:46;P;;;;;;
D;231;2609777;24;20020603 10:46;P;;;;;;
D;231;2609777;24;20020603 10:46;V;;;;;;
B;231;2610023;25;20020603 10:46;;;16;WILGA ST;WEST WYALONG;2671;1062;M;20020304;20020325;75000;Z;R;RESIDENCE;;AA;;;8593638;
C;231;2610023;25;20020603 10:46;2//202017;
D;231;2610023;25;20020603 10:46;P;;;;;;
D;231;2610023;25;20020603 10:46;P;;;;;;
D;231;2610023;25;20020603 10:46;V;;;;;;
B;231;2907343;26;20020603 10:46;KALOOLA;;;;QUANDIALLA;2721;378.4;H;20020225;20020225;260000;;3;FARM;;;;;8469688;
C;231;2907343;26;20020603 10:46;1//706554 112//750604;
D;231;2907343;26;20020603 10:46;P;;;;;;
D;231;2907343;26;20020603 10:46;V;;;;;;
B;231;2907371;27;20020603 10:46;"PINEVIEW";;;;MIRROOL;2665;299.5;H;20010917;20020220;296000;;3;FARM;;;;;8474825;
C;231;2907371;27;20020603 10:46;;
D;231;2907371;27;20020603 10:46;P;;;;;;
D;231;2907371;27;20020603 10:46;P;;;;;;
D;231;2907371;27;20020603 10:46;V;;;;;;
B;231;2907372;28;20020603 10:46;;;573;FISHERS LANE;MIRROOL;2665;312.41;H;20010917;20020220;308800;;3;FARM;;;;;8474826;
C;231;2907372;28;20020603 10:46;36, 51//750833;
D;231;2907372;28;20020603 10:46;P;;;;;;
D;231;2907372;28;20020603 10:46;V;;;;;;
D;231;2907372;28;20020603 10:46;V;;;;;;
B;231;2907427;29;20020603 10:46;;;;HILL ST;MIRROOL;2665;1012;M;20010405;20020111;3950;;V;VACANT LAND;;;;;8273836;
C;231;2907427;29;20020603 10:46;12/1/758684;
D;231;2907427;29;20020603 10:46;P;;;;;;
D;231;2907427;29;20020603 10:46;V;;;;;;
B;231;2909214;30;20020603 10:46;;;;TALLEEBAN HANNAN RD;WEETHALLE;2669;501.1;H;20011108;20011214;235000;;3;FARM;;;;;8281739;
C;231;2909214;30;20020603 10:46;19//704702;
D;231;2909214;30;20020603 10:46;P;;;;;;
D;231;2909214;30;20020603 10:46;P;;;;;;
D;231;2909214;30;20020603 10:46;V;;;;;;
Z;154;30;33;89;
