A;656;20020617 13:05;PDANN;
B;656;2717571;1;20020617 13:05;;;;OAK RIDGE RD;WAUCHOPE;2446;5.527;H;20020410;20020523;140000;R;V;VACANT LAND;;MR;;;8661918;
C;656;2717571;1;20020617 13:05;3//1010348;
D;656;2717571;1;20020617 13:05;P;;;;;;
D;656;2717571;1;20020617 13:05;P;;;;;;
D;656;2717571;1;20020617 13:05;V;;;;;;
D;656;2717571;1;20020617 13:05;V;;;;;;
B;656;2718456;2;20020617 13:05;;;19;BABINDA AVE;WEST HAVEN;2443;815.5;M;20011123;20011217;290000;A;R;RESIDENCE;;DD;;;8661207;
C;656;2718456;2;20020617 13:05;36//790538;
D;656;2718456;2;20020617 13:05;P;;;;;;
D;656;2718456;2;20020617 13:05;P;;;;;;
D;656;2718456;2;20020617 13:05;V;;;;;;
D;656;2718456;2;20020617 13:05;V;;;;;;
B;656;2718707;3;20020617 13:05;;;2;ALLENWOOD ST;DUNBOGAN;2443;588.1;M;20020417;20020515;213000;A;R;RESIDENCE;;DM;;;8639716;
C;656;2718707;3;20020617 13:05;4//239717;
D;656;2718707;3;20020617 13:05;P;;;;;;
D;656;2718707;3;20020617 13:05;P;;;;;;
D;656;2718707;3;20020617 13:05;V;;;;;;
D;656;2718707;3;20020617 13:05;V;;;;;;
B;656;2718926;4;20020617 13:05;;;35;CAMDEN HEAD RD;DUNBOGAN;2443;910.5;M;20020409;20020510;350000;A;R;RESIDENCE;;DJ;AC;;8598960;
C;656;2718926;4;20020617 13:05;18//18442;
D;656;2718926;4;20020617 13:05;P;;;;;;
D;656;2718926;4;20020617 13:05;V;;;;;;
B;656;2719026;5;20020617 13:05;;;77;LONGWORTH RD;DUNBOGAN;2443;727.2;M;20020328;20020424;190000;A;R;RESIDENCE;;DL;;;8644397;
C;656;2719026;5;20020617 13:05;E//22573;
D;656;2719026;5;20020617 13:05;P;;;;;;
D;656;2719026;5;20020617 13:05;P;;;;;;
D;656;2719026;5;20020617 13:05;V;;;;;;
B;656;2719666;6;20020617 13:05;;;24;SIRIUS DR;LAURIETON;2443;723.5;M;20020424;20020523;155000;A;R;RESIDENCE;;DA;;;8644068;
C;656;2719666;6;20020617 13:05;111//255950;
D;656;2719666;6;20020617 13:05;P;;;;;;
D;656;2719666;6;20020617 13:05;V;;;;;;
B;656;2719689;7;20020617 13:05;;;;SIRIUS DR;LAKEWOOD;2443;630;M;20020220;20020328;145000;A;R;RESIDENCE;;DA;;;8644838;
C;656;2719689;7;20020617 13:05;27//255950;
D;656;2719689;7;20020617 13:05;P;;;;;;
D;656;2719689;7;20020617 13:05;P;;;;;;
D;656;2719689;7;20020617 13:05;V;;;;;;
D;656;2719689;7;20020617 13:05;V;;;;;;
B;656;2720439;8;20020617 13:05;;;28;LORD ST;LAURIETON;2443;1113;M;20020327;20020501;202500;A;R;RESIDENCE;;DG;;;8650580;
C;656;2720439;8;20020617 13:05;8//231190;
D;656;2720439;8;20020617 13:05;P;;;;;;
D;656;2720439;8;20020617 13:05;P;;;;;;
D;656;2720439;8;20020617 13:05;V;;;;;;
B;656;2720663;9;20020617 13:05;;;370;OCEAN DR;WEST HAVEN;2443;4.255;H;20020408;20020520;470000;R;V;VACANT LAND;;TE;;;8642889;
C;656;2720663;9;20020617 13:05;1//827937;
D;656;2720663;9;20020617 13:05;P;;;;;;
D;656;2720663;9;20020617 13:05;P;;;;;;
D;656;2720663;9;20020617 13:05;P;;;;;;
D;656;2720663;9;20020617 13:05;V;;;;;;
B;656;2720829;10;20020617 13:05;;;7;PELICAN CT;WEST HAVEN;2443;733.3;M;20020422;20020530;350000;A;R;RESIDENCE;;DC;;;8653821;
C;656;2720829;10;20020617 13:05;10//847213;
D;656;2720829;10;20020617 13:05;P;;;;;;
D;656;2720829;10;20020617 13:05;P;;;;;;
D;656;2720829;10;20020617 13:05;V;;;;;;
D;656;2720829;10;20020617 13:05;V;;;;;;
B;656;2721286;11;20020617 13:05;;;22;THONE ST;COMBOYNE;2429;800;M;20020411;20020523;128000;Z;R;RESIDENCE;;ZM;;;8661726;
C;656;2721286;11;20020617 13:05;2//632564;
D;656;2721286;11;20020617 13:05;P;;;;;;
D;656;2721286;11;20020617 13:05;V;;;;;;
B;656;2721547;12;20020617 13:05;;;171;TOBINS RIVER RD;YARRAS;2446;93.18;H;20020328;20020423;285000;R;3;;;RA;RR;;8561129;
C;656;2721547;12;20020617 13:05;1//735702 21//753697 Enclosure Permit 170084 Enclosure Permit 49148 LE;
C;656;2721547;12;20020617 13:05;ASE OVER PROPERTY LEASE OVER PROPERTY;
D;656;2721547;12;20020617 13:05;P;;;;;;
D;656;2721547;12;20020617 13:05;P;;;;;;
D;656;2721547;12;20020617 13:05;V;;;;;;
D;656;2721547;12;20020617 13:05;V;;;;;;
B;656;2723064;13;20020617 13:05;;;13;COWARRAL CCT;WAUCHOPE;2446;;;20020321;20020509;121500;A;R;RESIDENCE;;GA;AC;;8615948;
C;656;2723064;13;20020617 13:05;120//253933;
D;656;2723064;13;20020617 13:05;P;;;;;;
D;656;2723064;13;20020617 13:05;V;;;;;;
D;656;2723064;13;20020617 13:05;V;;;;;;
B;656;2723163;14;20020617 13:05;;;8;ELLENBOROUGH PL;WAUCHOPE;2446;656.9;M;20020419;20020524;165000;A;R;RESIDENCE;;GA;;;8661634;
C;656;2723163;14;20020617 13:05;41//248454;
D;656;2723163;14;20020617 13:05;P;;;;;;
D;656;2723163;14;20020617 13:05;P;;;;;;
D;656;2723163;14;20020617 13:05;V;;;;;;
