A;073;20030501 12:39;PBARBER;
B;073;560411;1;20030501 12:39;'GUTON';;;EDWARDS RD;URANA;2645;296.9;H;20030221;20030403;400000;R;3;FARM;;RA;;;9524200;
C;073;560411;1;20030501 12:39;108, 119//756399;
D;073;560411;1;20030501 12:39;P;;;;;;
D;073;560411;1;20030501 12:39;P;;;;;;
D;073;560411;1;20030501 12:39;P;;;;;;
D;073;560411;1;20030501 12:39;P;;;;;;
D;073;560411;1;20030501 12:39;V;;;;;;
D;073;560411;1;20030501 12:39;V;;;;;;
D;073;560411;1;20030501 12:39;V;;;;;;
D;073;560411;1;20030501 12:39;V;;;;;;
D;073;560411;1;20030501 12:39;V;;;;;;
D;073;560411;1;20030501 12:39;V;;;;;;
D;073;560411;1;20030501 12:39;V;;;;;;
D;073;560411;1;20030501 12:39;V;;;;;;
D;073;560411;1;20030501 12:39;V;;;;;;
B;073;560644;2;20030501 12:39;;;1;NIXON ST;OAKLANDS;2646;8834;M;20030120;20030303;35000;A;R;RESIDENCE;;AK;;;9552723;
C;073;560644;2;20030501 12:39;1, 2, 3, 4, 5/24/758804;
D;073;560644;2;20030501 12:39;P;;;;;;
D;073;560644;2;20030501 12:39;P;;;;;;
D;073;560644;2;20030501 12:39;V;;;;;;
D;073;560644;2;20030501 12:39;V;;;;;;
D;073;560644;2;20030501 12:39;V;;;;;;
B;073;560736;3;20030501 12:39;;;;GREENVALE NARRANDERA RD;BOREE CREEK;2652;224.5;H;20030122;20030307;222000;R;3;FARM;;RA;;;9516884;
C;073;560736;3;20030501 12:39;93, 114//756404;
D;073;560736;3;20030501 12:39;P;;;;;;
D;073;560736;3;20030501 12:39;P;;;;;;
D;073;560736;3;20030501 12:39;V;;;;;;
B;073;560789;4;20030501 12:39;;;;SR 1014 BOREE CREEK RD;BOREE CREEK;2652;80.03;H;20020506;20030203;118650;R;3;FARMLANDS;;RA;;;9534399;
C;073;560789;4;20030501 12:39;114//754550;
D;073;560789;4;20030501 12:39;P;;;;;;
D;073;560789;4;20030501 12:39;V;;;;;;
B;073;561090;5;20030501 12:39;;;14;KINDRA ST;RAND;2642;4397;M;20030221;20030303;63000;A;R;RESIDENCE;;AR;AC;;9429829;
C;073;561090;5;20030501 12:39;1//595520 1, 2, 13, 14/3/758866;
D;073;561090;5;20030501 12:39;P;;;;;;
D;073;561090;5;20030501 12:39;V;;;;;;
B;073;561290;6;20030501 12:39;;;7;OSBORNE ST;URANA;2645;1012;M;20030123;20030408;29000;A;R;RESIDENCE;;AU;;;9551191;
C;073;561290;6;20030501 12:39;1//509311;
D;073;561290;6;20030501 12:39;P;;;;;;
D;073;561290;6;20030501 12:39;V;;;;;;
B;073;2983825;7;20030501 12:39;;;;MILTHORPE ST;OAKLANDS;2646;55.23;H;20020903;20030131;25000;;V;VACANT LAND;;;RMI;;9408693;
C;073;2983825;7;20030501 12:39;31//1048121;
D;073;2983825;7;20030501 12:39;P;;;;;;
D;073;2983825;7;20030501 12:39;P;;;;;;
D;073;2983825;7;20030501 12:39;P;;;;;;
D;073;2983825;7;20030501 12:39;P;;;;;;
D;073;2983825;7;20030501 12:39;V;;;;;;
D;073;2983825;7;20030501 12:39;V;;;;;;
D;073;2983825;7;20030501 12:39;V;;;;;;
D;073;2983825;7;20030501 12:39;V;;;;;;
B;073;2983825;8;20030501 12:39;;;;MILTHORPE ST;OAKLANDS;2646;55.23;H;20030131;20030131;260000;;V;VACANT LAND;;;RMI;;9408694;
C;073;2983825;8;20030501 12:39;31//1048121;
D;073;2983825;8;20030501 12:39;P;;;;;;
D;073;2983825;8;20030501 12:39;V;;;;;;
D;073;2983825;8;20030501 12:39;V;;;;;;
D;073;2983825;8;20030501 12:39;V;;;;;;
D;073;2983825;8;20030501 12:39;V;;;;;;
Z;58;8;8;40;
