A;RTSALEDATA;164;20250317 01:13;VALNET;
B;164;1795692;1;20250317 01:13;;;24;GLENMORE CRES;NORTH MACKSVILLE;2447;625.1;M;20241104;20250305;615000;R1;R;RESIDENCE;;AAE;;0;AU870285;
C;164;1795692;1;20250317 01:13;53/259460;
D;164;1795692;1;20250317 01:13;P;;;;;;
D;164;1795692;1;20250317 01:13;P;;;;;;
D;164;1795692;1;20250317 01:13;V;;;;;;
D;164;1795692;1;20250317 01:13;V;;;;;;
B;164;1793095;2;20250317 01:13;;;2;RIVER ST;BOWRAVILLE;2449;599.2;M;20250224;20250305;550000;RU5;R;RESIDENCE;;VBW;;0;AU869423;
C;164;1793095;2;20250317 01:13;103/618066;
D;164;1793095;2;20250317 01:13;P;;;;;;
D;164;1793095;2;20250317 01:13;V;;;;;;
D;164;1793095;2;20250317 01:13;V;;;;;;
B;164;1795795;3;20250317 01:13;;;15;ALEXANDRA DR;NAMBUCCA HEADS;2448;926;M;20250207;20250307;720000;R1;R;RESIDENCE;;ANH;;0;AU875721;
C;164;1795795;3;20250317 01:13;1/867138;
D;164;1795795;3;20250317 01:13;P;;;;;;
D;164;1795795;3;20250317 01:13;P;;;;;;
D;164;1795795;3;20250317 01:13;V;;;;;;
D;164;1795795;3;20250317 01:13;V;;;;;;
B;164;1798595;4;20250317 01:13;;;28;WEST ST;NAMBUCCA HEADS;2448;643.68;M;20250122;20250305;820000;R1;R;RESIDENCE;;ANH;;0;AU870087;
C;164;1798595;4;20250317 01:13;14/230385;
D;164;1798595;4;20250317 01:13;P;;;;;;
D;164;1798595;4;20250317 01:13;P;;;;;;
D;164;1798595;4;20250317 01:13;V;;;;;;
D;164;1798595;4;20250317 01:13;V;;;;;;
B;164;1798897;5;20250317 01:13;;;3;LITTLE TAMBAN RD;EUNGAI CREEK;2441;10.11;H;20250224;20250307;800000;RU2;R;RESIDENCE;;RCD;;0;AU876039;
C;164;1798897;5;20250317 01:13;1/568259;
D;164;1798897;5;20250317 01:13;P;;;;;;
D;164;1798897;5;20250317 01:13;P;;;;;;
D;164;1798897;5;20250317 01:13;V;;;;;;
D;164;1798897;5;20250317 01:13;V;;;;;;
B;164;1796450;6;20250317 01:13;;;12;CURLEW ST;NAMBUCCA HEADS;2448;658.6;M;20250210;20250307;660000;R1;R;RESIDENCE;;ANH;;0;AU876837;
C;164;1796450;6;20250317 01:13;90/248782;
D;164;1796450;6;20250317 01:13;P;;;;;;
D;164;1796450;6;20250317 01:13;V;;;;;;
D;164;1796450;6;20250317 01:13;V;;;;;;
B;164;1796835;7;20250317 01:13;;8;2;LACKEY ST;NAMBUCCA HEADS;2448;;;20250210;20250307;740000;;R;RESIDENCE;8;;;0;AU876658;
C;164;1796835;7;20250317 01:13;8/SP39937;
D;164;1796835;7;20250317 01:13;P;;;;;;
D;164;1796835;7;20250317 01:13;P;;;;;;
D;164;1796835;7;20250317 01:13;V;;;;;;
B;164;1799681;8;20250317 01:13;;;30;HIBISCUS DR;VALLA BEACH;2448;578.6;M;20250211;20250306;750000;R1;R;RESIDENCE;;AAL;;0;AU874207;
C;164;1799681;8;20250317 01:13;44/255481;
D;164;1799681;8;20250317 01:13;P;;;;;;
D;164;1799681;8;20250317 01:13;P;;;;;;
D;164;1799681;8;20250317 01:13;V;;;;;;
D;164;1799681;8;20250317 01:13;V;;;;;;
B;164;1794541;9;20250317 01:13;;;157;WALLACE ST;MACKSVILLE;2447;1012;M;20250214;20250304;540000;R1;R;RESIDENCE;;AAE;;0;AU866841;
C;164;1794541;9;20250317 01:13;11/248624;
D;164;1794541;9;20250317 01:13;P;;;;;;
D;164;1794541;9;20250317 01:13;P;;;;;;
D;164;1794541;9;20250317 01:13;V;;;;;;
B;164;3322544;10;20250317 01:13;;;960;SOUTH ARM RD;SOUTH ARM;2449;40.462;H;20250218;20250304;2104400;RU1;R;RESIDENCE;;RPG;;0;AU868406;
C;164;3322544;10;20250317 01:13;4/723023 1, 2, 3/1113231;
D;164;3322544;10;20250317 01:13;P;;;;;;
D;164;3322544;10;20250317 01:13;V;;;;;;
B;164;3322545;11;20250317 01:13;;;960;SIMPSONS RIDGE RD;SOUTH ARM;2449;84.174;H;20250218;20250304;2104400;RU2;R;RESIDENCE;;RWF;;0;AU868406;
C;164;3322545;11;20250317 01:13;1/376481 1/376482 1/376483 72, 95/755546;
D;164;3322545;11;20250317 01:13;P;;;;;;
D;164;3322545;11;20250317 01:13;V;;;;;;
B;164;4483971;12;20250317 01:13;;;;TWIN RDGE;CONGARINNI;2447;1.003;H;20250207;20250307;390000;R5;R;RESIDENCE;;ARC;;0;AU876259;
C;164;4483971;12;20250317 01:13;6/1293552;
D;164;4483971;12;20250317 01:13;P;;;;;;
D;164;4483971;12;20250317 01:13;P;;;;;;
D;164;4483971;12;20250317 01:13;V;;;;;;
Z;65;12;12;39;
