A;218;20030501 12:49;PBARBER;
B;218;2295946;1;20030501 12:49;;15;25;AIRDS RD;MINTO;2566;;;20030325;20030414;220000;;3;FACTORY;15;;;;9545958;
C;218;2295946;1;20030501 12:49;15//SP 62028;
D;218;2295946;1;20030501 12:49;P;;;;;;
D;218;2295946;1;20030501 12:49;P;;;;;;
D;218;2295946;1;20030501 12:49;V;;;;;;
B;218;2296115;2;20030501 12:49;;;8;AKUNA AVE;BRADBURY;2560;626;M;20030317;20030411;241500;A;R;RESIDENCE;;EQ;;;9542581;
C;218;2296115;2;20030501 12:49;1262//242074;
D;218;2296115;2;20030501 12:49;P;;;;;;
D;218;2296115;2;20030501 12:49;V;;;;;;
B;218;2297432;3;20030501 12:49;;;57;ARCHIBALD CRES;ROSEMEADOW;2560;555.5;M;20030228;20030403;410000;A;R;RESIDENCE;;ER;;;9528861;
C;218;2297432;3;20030501 12:49;324//1006192;
D;218;2297432;3;20030501 12:49;P;;;;;;
D;218;2297432;3;20030501 12:49;V;;;;;;
B;218;2298455;4;20030501 12:49;;;10;BALIMO PL;GLENFIELD;2167;598.4;M;20030310;20030331;302500;A;R;RESIDENCE;;EB;;;9521840;
C;218;2298455;4;20030501 12:49;5//259625;
D;218;2298455;4;20030501 12:49;P;;;;;;
D;218;2298455;4;20030501 12:49;V;;;;;;
D;218;2298455;4;20030501 12:49;V;;;;;;
B;218;2298510;5;20030501 12:49;;;28;BALLANTRAE DR;ST ANDREWS;2566;559;M;20030219;20030402;260000;A;R;RESIDENCE;;AN;;;9523691;
C;218;2298510;5;20030501 12:49;24//248439;
D;218;2298510;5;20030501 12:49;P;;;;;;
D;218;2298510;5;20030501 12:49;P;;;;;;
D;218;2298510;5;20030501 12:49;V;;;;;;
D;218;2298510;5;20030501 12:49;V;;;;;;
B;218;2299023;6;20030501 12:49;;;14;BARRINGTON ST;RUSE;2560;588.1;M;20030127;20030409;225000;A;R;RESIDENCE;;EN;;;9541313;
C;218;2299023;6;20030501 12:49;29//239199;
D;218;2299023;6;20030501 12:49;P;;;;;;
D;218;2299023;6;20030501 12:49;V;;;;;;
D;218;2299023;6;20030501 12:49;V;;;;;;
B;218;2299805;7;20030501 12:49;;;17;BENSBACH RD;GLENFIELD;2167;880;M;20030203;20030328;457200;A;R;RESIDENCE;;EB;;;9543931;
C;218;2299805;7;20030501 12:49;20//245844;
D;218;2299805;7;20030501 12:49;P;;;;;;
D;218;2299805;7;20030501 12:49;P;;;;;;
D;218;2299805;7;20030501 12:49;V;;;;;;
B;218;2299912;8;20030501 12:49;;22;16;BENSLEY RD;MACQUARIE FIELDS;2564;;;20030213;20030407;226000;;R;RESIDENCE;22;;;;9529046;
C;218;2299912;8;20030501 12:49;22//SP 39324;
D;218;2299912;8;20030501 12:49;P;;;;;;
D;218;2299912;8;20030501 12:49;V;;;;;;
B;218;2300517;9;20030501 12:49;;2;13;BLACKWOOD AVE;MINTO;2566;;;20030122;20030324;187000;;R;RESIDENCE;2;;;;9522829;
C;218;2300517;9;20030501 12:49;2//SP 31815;
D;218;2300517;9;20030501 12:49;P;;;;;;
D;218;2300517;9;20030501 12:49;V;;;;;;
B;218;2300853;10;20030501 12:49;;;28;BLAXLAND RD;CAMPBELLTOWN;2560;2023;M;20030217;20030402;890000;I;3;FACTORY;;FL;;;9551181;
C;218;2300853;10;20030501 12:49;1//506197;
D;218;2300853;10;20030501 12:49;P;;;;;;
D;218;2300853;10;20030501 12:49;V;;;;;;
D;218;2300853;10;20030501 12:49;V;;;;;;
B;218;2301021;11;20030501 12:49;;;43;BOEING CRES;RABY;2566;716.8;M;20030221;20030404;260000;A;R;RESIDENCE;;AM;;;9547447;
C;218;2301021;11;20030501 12:49;156//731057;
D;218;2301021;11;20030501 12:49;P;;;;;;
D;218;2301021;11;20030501 12:49;V;;;;;;
D;218;2301021;11;20030501 12:49;V;;;;;;
B;218;2301976;12;20030501 12:49;;;21;BRICKFIELD ST;RUSE;2560;562.1;M;20030210;20030324;315000;A;R;RESIDENCE;;EN;;;9540420;
C;218;2301976;12;20030501 12:49;141//244019;
D;218;2301976;12;20030501 12:49;P;;;;;;
D;218;2301976;12;20030501 12:49;P;;;;;;
D;218;2301976;12;20030501 12:49;V;;;;;;
B;218;2302204;13;20030501 12:49;;;10;BROLGA PL;INGLEBURN;2565;873.3;M;20030218;20030321;500000;A;R;RESIDENCE;;EE;;;9546463;
C;218;2302204;13;20030501 12:49;11//775265;
D;218;2302204;13;20030501 12:49;P;;;;;;
D;218;2302204;13;20030501 12:49;P;;;;;;
D;218;2302204;13;20030501 12:49;V;;;;;;
B;218;2304001;14;20030501 12:49;;;12;CARANDINI ST;ST HELENS PARK;2560;450;M;20030120;20030317;248000;A;R;RESIDENCE;;AG;;;9541739;
C;218;2304001;14;20030501 12:49;321//829167;
D;218;2304001;14;20030501 12:49;P;;;;;;
D;218;2304001;14;20030501 12:49;P;;;;;;
D;218;2304001;14;20030501 12:49;V;;;;;;
D;218;2304001;14;20030501 12:49;V;;;;;;
D;218;2304001;14;20030501 12:49;V;;;;;;
B;218;2304190;15;20030501 12:49;;;43;CARINDA ST;INGLEBURN;2565;;;20030210;20030324;365000;A;R;RESIDENCE;;EF;;;9546985;
C;218;2304190;15;20030501 12:49;55, 56, 57/K/1703;
D;218;2304190;15;20030501 12:49;P;;;;;;
D;218;2304190;15;20030501 12:49;V;;;;;;
B;218;2304857;16;20030501 12:49;;;18;CESTRUM AVE;MACQUARIE FIELDS;2564;585.7;M;20030304;20030417;250000;A;R;RESIDENCE;;ED;;;9546321;
C;218;2304857;16;20030501 12:49;6//263451;
D;218;2304857;16;20030501 12:49;P;;;;;;
D;218;2304857;16;20030501 12:49;P;;;;;;
D;218;2304857;16;20030501 12:49;V;;;;;;
D;218;2304857;16;20030501 12:49;V;;;;;;
B;218;2304921;17;20030501 12:49;;;27;CHAMBERLAIN ST;CAMPBELLTOWN;2560;;;20021224;20030404;440000;Z;R;RESIDENCE;;ZG;;;9547452;
C;218;2304921;17;20030501 12:49;77//7496;
D;218;2304921;17;20030501 12:49;P;;;;;;
D;218;2304921;17;20030501 12:49;V;;;;;;
B;218;2304961;18;20030501 12:49;;;40;CHAMBERLAIN ST;CAMPBELLTOWN;2560;935.8;M;20021127;20030414;425000;Z;R;RESIDENCE;;ZG;;;9547199;
C;218;2304961;18;20030501 12:49;50//7496;
D;218;2304961;18;20030501 12:49;P;;;;;;
D;218;2304961;18;20030501 12:49;V;;;;;;
B;218;2305782;19;20030501 12:49;;;28;CLAREMONT CCT;GLEN ALPINE;2560;914;M;20030110;20030319;438500;A;R;RESIDENCE;;AQ;;;9529582;
C;218;2305782;19;20030501 12:49;1541//840444;
D;218;2305782;19;20030501 12:49;P;;;;;;
D;218;2305782;19;20030501 12:49;P;;;;;;
D;218;2305782;19;20030501 12:49;V;;;;;;
D;218;2305782;19;20030501 12:49;V;;;;;;
B;218;2306350;20;20030501 12:49;;;14;COACHWOOD CRES;BRADBURY;2560;657.6;M;20030227;20030310;325000;A;R;RESIDENCE;;EQ;;;9553218;
C;218;2306350;20;20030501 12:49;417//237046;
D;218;2306350;20;20030501 12:49;P;;;;;;
D;218;2306350;20;20030501 12:49;V;;;;;;
D;218;2306350;20;20030501 12:49;V;;;;;;
B;218;2307729;21;20030501 12:49;;;31;CORUNNA AVE;LEUMEAH;2560;568.4;M;20030303;20030410;270000;A;R;RESIDENCE;;EP;;;9549271;
C;218;2307729;21;20030501 12:49;14//261028;
D;218;2307729;21;20030501 12:49;P;;;;;;
D;218;2307729;21;20030501 12:49;V;;;;;;
B;218;2307872;22;20030501 12:49;;11;9;COTULA PL;MACQUARIE FIELDS;2564;;;20030204;20030319;200000;;R;RESIDENCE;11;;;;9540907;
C;218;2307872;22;20030501 12:49;11//SP 20035;
D;218;2307872;22;20030501 12:49;P;;;;;;
D;218;2307872;22;20030501 12:49;V;;;;;;
D;218;2307872;22;20030501 12:49;V;;;;;;
B;218;2308434;23;20030501 12:49;;;41;CUDGEGONG RD;RUSE;2560;613.1;M;20030217;20030331;329500;A;R;RESIDENCE;;EN;;;9522581;
C;218;2308434;23;20030501 12:49;304//247898;
D;218;2308434;23;20030501 12:49;P;;;;;;
D;218;2308434;23;20030501 12:49;V;;;;;;
D;218;2308434;23;20030501 12:49;V;;;;;;
B;218;2308659;24;20030501 12:49;;;192;CUMBERLAND RD;INGLEBURN;2565;650.4;M;20030227;20030410;317000;A;R;RESIDENCE;;EE;;;9536478;
C;218;2308659;24;20030501 12:49;4//243800;
D;218;2308659;24;20030501 12:49;P;;;;;;
D;218;2308659;24;20030501 12:49;P;;;;;;
D;218;2308659;24;20030501 12:49;V;;;;;;
B;218;2308917;25;20030501 12:49;;;9;CUSACK CL;ST HELENS PARK;2560;481.2;M;20030223;20030407;265000;A;R;RESIDENCE;;AG;;;9551483;
C;218;2308917;25;20030501 12:49;209//813602;
D;218;2308917;25;20030501 12:49;P;;;;;;
D;218;2308917;25;20030501 12:49;P;;;;;;
D;218;2308917;25;20030501 12:49;V;;;;;;
D;218;2308917;25;20030501 12:49;V;;;;;;
B;218;2309722;26;20030501 12:49;;;19;DELAUNAY RD;INGLEBURN;2565;562.4;M;20030218;20030415;286000;A;R;RESIDENCE;;EE;;;9546419;
C;218;2309722;26;20030501 12:49;82//260074;
D;218;2309722;26;20030501 12:49;P;;;;;;
D;218;2309722;26;20030501 12:49;V;;;;;;
B;218;2309978;27;20030501 12:49;;;6;DERBY ST;MINTO;2566;638.6;M;20030217;20030408;218250;A;R;RESIDENCE;;AB;;;9525827;
C;218;2309978;27;20030501 12:49;9//28317;
D;218;2309978;27;20030501 12:49;P;;;;;;
D;218;2309978;27;20030501 12:49;V;;;;;;
B;218;2310889;28;20030501 12:49;;9;102;DUMARESQ ST;CAMPBELLTOWN;2560;;;20030219;20030314;157000;;R;RESIDENCE;9;;;;9524384;
C;218;2310889;28;20030501 12:49;9//SP 9009;
D;218;2310889;28;20030501 12:49;P;;;;;;
D;218;2310889;28;20030501 12:49;P;;;;;;
D;218;2310889;28;20030501 12:49;V;;;;;;
B;218;2310889;29;20030501 12:49;;1;102;DUMARESQ ST;CAMPBELLTOWN;2560;;;20030219;20030404;140000;;R;RESIDENCE;1;;;;9543769;
C;218;2310889;29;20030501 12:49;1//SP 9009;
D;218;2310889;29;20030501 12:49;P;;;;;;
D;218;2310889;29;20030501 12:49;P;;;;;;
D;218;2310889;29;20030501 12:49;V;;;;;;
B;218;2311676;30;20030501 12:49;;;32;ELGATA CRES;BRADBURY;2560;746.1;M;20030204;20030311;253000;A;R;RESIDENCE;;EQ;;;9529999;
C;218;2311676;30;20030501 12:49;1354//243758;
D;218;2311676;30;20030501 12:49;P;;;;;;
D;218;2311676;30;20030501 12:49;V;;;;;;
B;218;2311768;31;20030501 12:49;;;6;ELIZABETH HENRIETTA CCT;MACQUARIE LINKS;2565;710.6;M;20030206;20030320;625000;Z;R;RESIDENCE;;ZJ;;;9537971;
C;218;2311768;31;20030501 12:49;29//285479;
D;218;2311768;31;20030501 12:49;P;;;;;;
D;218;2311768;31;20030501 12:49;P;;;;;;
D;218;2311768;31;20030501 12:49;V;;;;;;
B;218;2311789;32;20030501 12:49;;;24;ELLIOT PL;ST HELENS PARK;2560;348.5;M;20030226;20030407;248000;A;R;RESIDENCE;;AG;;;9533992;
C;218;2311789;32;20030501 12:49;3189//817759;
D;218;2311789;32;20030501 12:49;P;;;;;;
D;218;2311789;32;20030501 12:49;V;;;;;;
B;218;2312986;33;20030501 12:49;;;24;EVELYN ST;MACQUARIE FIELDS;2564;588.8;M;20030220;20030403;285000;A;R;RESIDENCE;;ED;;;9524560;
C;218;2312986;33;20030501 12:49;135//261915;
D;218;2312986;33;20030501 12:49;P;;;;;;
D;218;2312986;33;20030501 12:49;P;;;;;;
D;218;2312986;33;20030501 12:49;V;;;;;;
D;218;2312986;33;20030501 12:49;V;;;;;;
B;218;2313369;34;20030501 12:49;;;7;FARADAY RD;LEUMEAH;2560;562.8;M;20030221;20030409;232000;A;R;RESIDENCE;;AD;;;9543215;
C;218;2313369;34;20030501 12:49;19//228264;
D;218;2313369;34;20030501 12:49;P;;;;;;
D;218;2313369;34;20030501 12:49;P;;;;;;
D;218;2313369;34;20030501 12:49;V;;;;;;
D;218;2313369;34;20030501 12:49;V;;;;;;
B;218;2313655;35;20030501 12:49;;;62;FENTON CRES;MINTO;2566;577.7;M;20030221;20030404;285000;A;R;RESIDENCE;;EM;;;9537666;
C;218;2313655;35;20030501 12:49;17//263035;
D;218;2313655;35;20030501 12:49;P;;;;;;
D;218;2313655;35;20030501 12:49;P;;;;;;
D;218;2313655;35;20030501 12:49;V;;;;;;
D;218;2313655;35;20030501 12:49;V;;;;;;
B;218;2314166;36;20030501 12:49;;;7;FITTON PL;ST HELENS PARK;2560;584.3;M;20030224;20030331;257000;A;R;RESIDENCE;;AG;;;9529627;
C;218;2314166;36;20030501 12:49;2030//810054;
D;218;2314166;36;20030501 12:49;P;;;;;;
D;218;2314166;36;20030501 12:49;P;;;;;;
D;218;2314166;36;20030501 12:49;V;;;;;;
B;218;2314514;37;20030501 12:49;;8;2;FOREMAN ST;GLENFIELD;2167;;;20030221;20030402;177500;;R;RESIDENCE;8;;;;9517247;
C;218;2314514;37;20030501 12:49;8//SP 3933;
D;218;2314514;37;20030501 12:49;P;;;;;;
D;218;2314514;37;20030501 12:49;V;;;;;;
B;218;2314671;38;20030501 12:49;;;18;FRANCIS ST;MINTO;2566;1055;M;20030213;20030327;355000;A;R;RESIDENCE;;AA;;;9509976;
C;218;2314671;38;20030501 12:49;5/12/1186;
D;218;2314671;38;20030501 12:49;P;;;;;;
D;218;2314671;38;20030501 12:49;P;;;;;;
D;218;2314671;38;20030501 12:49;V;;;;;;
B;218;2314897;39;20030501 12:49;;;42;FREEMAN CCT;INGLEBURN;2565;403.4;M;20030317;20030317;260000;A;R;RESIDENCE;;EE;;;9533870;
C;218;2314897;39;20030501 12:49;307//878709;
D;218;2314897;39;20030501 12:49;P;;;;;;
D;218;2314897;39;20030501 12:49;P;;;;;;
D;218;2314897;39;20030501 12:49;V;;;;;;
D;218;2314897;39;20030501 12:49;V;;;;;;
B;218;2315410;40;20030501 12:49;;;24;GARGERY ST;AMBARVALE;2560;600;M;20030225;20030408;275000;A;R;RESIDENCE;;ER;;;9541446;
C;218;2315410;40;20030501 12:49;7074//262786;
D;218;2315410;40;20030501 12:49;P;;;;;;
D;218;2315410;40;20030501 12:49;V;;;;;;
B;218;2315482;41;20030501 12:49;;;23;GARNET ST;EAGLE VALE;2558;350;M;20030204;20030328;270000;A;R;RESIDENCE;;EH;;;9551632;
C;218;2315482;41;20030501 12:49;354//1001958;
D;218;2315482;41;20030501 12:49;P;;;;;;
D;218;2315482;41;20030501 12:49;P;;;;;;
D;218;2315482;41;20030501 12:49;V;;;;;;
D;218;2315482;41;20030501 12:49;V;;;;;;
B;218;2316297;42;20030501 12:49;;;9;GLENAVON PL;GLEN ALPINE;2560;900.4;M;20030214;20030414;487500;A;R;RESIDENCE;;AQ;;;9550768;
C;218;2316297;42;20030501 12:49;1705//872599;
D;218;2316297;42;20030501 12:49;P;;;;;;
