A;034;20010719 12:14;PDANN;
B;034;441766;1;20010719 12:14;;;;LUCAN ST;NIMMITABEL;2631;2023;M;20010302;20010302;0;Z;R;;;VL;;;7513186;
C;034;441766;1;20010719 12:14;8, 9/59/758776;
D;034;441766;1;20010719 12:14;P;;;;;;
D;034;441766;1;20010719 12:14;V;;;;;;
B;034;442582;2;20010719 12:14;;;6;ARTHUR AVE;COOMA;2630;594.4;M;20010130;20010216;49000;A;3;NULL;;AG;;;7514197;
C;034;442582;2;20010719 12:14;6//24983;
D;034;442582;2;20010719 12:14;P;;;;;;
D;034;442582;2;20010719 12:14;V;;;;;;
D;034;442582;2;20010719 12:14;V;;;;;;
B;034;443249;3;20010719 12:14;;;53;CHURCH RD;COOMA;2630;708.2;M;20010208;20010321;49000;A;R;;;AH;;;7514436;
C;034;443249;3;20010719 12:14;1//661380;
D;034;443249;3;20010719 12:14;P;;;;;;
D;034;443249;3;20010719 12:14;V;;;;;;
B;034;443835;4;20010719 12:14;;;;HAWKINS ST;COOMA;2630;3000;M;20010209;20010411;110000;A;R;;;AS;;;7554404;
C;034;443835;4;20010719 12:14;1//199805;
D;034;443835;4;20010719 12:14;P;;;;;;
D;034;443835;4;20010719 12:14;P;;;;;;
D;034;443835;4;20010719 12:14;V;;;;;;
B;034;444522;5;20010719 12:14;;;37;MULACH ST;COOMA;2630;;;20010201;20010309;90000;A;R;;;AS;;;7550777;
C;034;444522;5;20010719 12:14;3, 4//39325;
D;034;444522;5;20010719 12:14;P;;;;;;
D;034;444522;5;20010719 12:14;P;;;;;;
D;034;444522;5;20010719 12:14;V;;;;;;
B;034;444606;6;20010719 12:14;;;19;NAMALA ST;COOMA;2630;695.6;M;19991211;19991211;0;A;R;;;AA;;;7547553;
C;034;444606;6;20010719 12:14;750//209287;
D;034;444606;6;20010719 12:14;P;;;;;;
D;034;444606;6;20010719 12:14;V;;;;;;
B;034;445000;7;20010719 12:14;;;;SCOTTS RD;BINJURA;2630;23.74;H;20001117;20001201;325000;R;R;;;RC;;;7295033;
C;034;445000;7;20010719 12:14;3//877545;
D;034;445000;7;20010719 12:14;P;;;;;;
D;034;445000;7;20010719 12:14;V;;;;;;
B;034;445066;8;20010719 12:14;;;193;SHARP ST;COOMA;2630;;;20010223;20010403;170000;A;R;;;AM;;;7551937;
C;034;445066;8;20010719 12:14;X//401214;
D;034;445066;8;20010719 12:14;P;;;;;;
D;034;445066;8;20010719 12:14;P;;;;;;
D;034;445066;8;20010719 12:14;V;;;;;;
D;034;445066;8;20010719 12:14;V;;;;;;
B;034;445482;9;20010719 12:14;;;;VALE ST;COOMA;2630;189.7;M;20000802;20010321;198000;B;3;Other;;BF;;;7555497;
C;034;445482;9;20010719 12:14;3//238254;
D;034;445482;9;20010719 12:14;P;;;;;;
D;034;445482;9;20010719 12:14;V;;;;;;
B;034;445484;10;20010719 12:14;;;;VALE ST;COOMA;2630;164.4;M;20010213;20010322;176000;B;3;Other;;BF;;;7552362;
C;034;445484;10;20010719 12:14;5//238254;
D;034;445484;10;20010719 12:14;P;;;;;;
D;034;445484;10;20010719 12:14;P;;;;;;
D;034;445484;10;20010719 12:14;V;;;;;;
D;034;445484;10;20010719 12:14;V;;;;;;
B;034;445759;11;20010719 12:14;;;9;WONGA ST;COOMA;2630;676.6;M;20010309;20010404;69000;A;R;;;AJ;;;7530277;
C;034;445759;11;20010719 12:14;72//209292;
D;034;445759;11;20010719 12:14;P;;;;;;
D;034;445759;11;20010719 12:14;V;;;;;;
B;034;2773133;12;20010719 12:14;PH MICHELAGO;;;;MICHELAGO;2620;40.03;H;20010213;20010323;180000;;V;;;;;;7513004;
C;034;2773133;12;20010719 12:14;3//1022768;
D;034;2773133;12;20010719 12:14;P;;;;;;
D;034;2773133;12;20010719 12:14;P;;;;;;
Z;57;12;12;31;
