A;116;20021204 09:14;PDANN;
B;116;1237345;1;20021204 09:14;;;;'ROSEBANK';PARKES;2870;516.4;H;20020819;20020916;255200;R;3;FARM;;RA;;;9052388;
C;116;1237345;1;20021204 09:14;93, 94//750132;
D;116;1237345;1;20021204 09:14;P;;;;;;
D;116;1237345;1;20021204 09:14;V;;;;;;
B;116;1238891;2;20021204 09:14;;;135;DERRIBONG ST;PEAK HILL;2869;1012;M;20020906;20021015;36000;Z;R;RESIDENCE;;ZP;;;9110458;
C;116;1238891;2;20021204 09:14;13/22/758832;
D;116;1238891;2;20021204 09:14;P;;;;;;
D;116;1238891;2;20021204 09:14;V;;;;;;
B;116;1239491;3;20021204 09:14;;;LOTS16&17&;'THE FARM' & 'THE ADDITION';TRUNDLE;2875;593.5;H;20020630;20020630;203000;R;3;FARM;;RJ;;;9100606;
C;116;1239491;3;20021204 09:14;16, 17, 62//754012;
D;116;1239491;3;20021204 09:14;P;;;;;;
D;116;1239491;3;20021204 09:14;V;;;;;;
B;116;1239561;4;20021204 09:14;;;L 7;CARDIGAN ST;TULLAMORE;2874;2023;M;20020830;20021112;6500;Z;3;INDUSTRIAL;;ZE;;;9136516;
C;116;1239561;4;20021204 09:14;7, 8/B/5965;
D;116;1239561;4;20021204 09:14;P;;;;;;
D;116;1239561;4;20021204 09:14;P;;;;;;
D;116;1239561;4;20021204 09:14;V;;;;;;
B;116;1239666;5;20021204 09:14;;;;KITCHENER ST;TULLAMORE;2874;1132;M;20020923;20021009;46000;Z;R;RESIDENCE;;ZE;;;9130770;
C;116;1239666;5;20021204 09:14;1//508008;
D;116;1239666;5;20021204 09:14;P;;;;;;
D;116;1239666;5;20021204 09:14;V;;;;;;
B;116;1240214;6;20021204 09:14;;;38;ALBERT ST;PARKES;2870;;;20021010;20021106;184000;Z;R;RESIDENCE;;AF;;;9133149;
C;116;1240214;6;20021204 09:14;8/39/758827;
D;116;1240214;6;20021204 09:14;P;;;;;;
D;116;1240214;6;20021204 09:14;P;;;;;;
D;116;1240214;6;20021204 09:14;V;;;;;;
B;116;1240218;7;20021204 09:14;;;3;ALDER AVE;PARKES;2870;800;M;20021001;20021101;179000;Z;R;RESIDENCE;;AN;;;9129737;
C;116;1240218;7;20021204 09:14;6//857242;
D;116;1240218;7;20021204 09:14;P;;;;;;
D;116;1240218;7;20021204 09:14;P;;;;;;
D;116;1240218;7;20021204 09:14;V;;;;;;
D;116;1240218;7;20021204 09:14;V;;;;;;
B;116;1240473;8;20021204 09:14;;;21;BARTON ST;PARKES;2870;1860;M;20020930;20021031;118000;Z;R;RESIDENCE;;AA;;;9101910;
C;116;1240473;8;20021204 09:14;21//216804;
