A;072;20030501 12:39;PBARBER;
B;072;555315;1;20030501 12:39;;;2;EURABBIE ST;BATLOW;2730;1174;M;20030408;20030408;4000;A;V;VACANT LAND;;BT;;;9529832;
C;072;555315;1;20030501 12:39;2//630776;
D;072;555315;1;20030501 12:39;P;;;;;;
D;072;555315;1;20030501 12:39;V;;;;;;
B;072;555523;2;20030501 12:39;;;;PIONEER ST;BATLOW;2730;1069;M;20030321;20030404;59000;A;R;RESIDENCE;;DM;;;9519088;
C;072;555523;2;20030501 12:39;1, 4//22056;
D;072;555523;2;20030501 12:39;P;;;;;;
D;072;555523;2;20030501 12:39;P;;;;;;
D;072;555523;2;20030501 12:39;V;;;;;;
B;072;555587;3;20030501 12:39;;;;TUMBARUMBA RD;BATLOW;2730;467.9;M;20030219;20030325;65000;B;R;RESIDENCE;;AD;;;9546175;
C;072;555587;3;20030501 12:39;1//377743;
D;072;555587;3;20030501 12:39;P;;;;;;
D;072;555587;3;20030501 12:39;V;;;;;;
B;072;557127;4;20030501 12:39;;;31;RYAN ST;TALBINGO;2720;966.4;M;20030306;20030408;38000;A;R;RESIDENCE;;DU;;;9532440;
C;072;557127;4;20030501 12:39;18//244278;
D;072;557127;4;20030501 12:39;P;;;;;;
D;072;557127;4;20030501 12:39;V;;;;;;
B;072;557587;5;20030501 12:39;;;;BUNDARA CRES;TUMUT;2720;954.8;M;20030228;20030331;200000;A;R;RESIDENCE;;CF;;;9545670;
C;072;557587;5;20030501 12:39;7//231768;
D;072;557587;5;20030501 12:39;P;;;;;;
D;072;557587;5;20030501 12:39;P;;;;;;
D;072;557587;5;20030501 12:39;V;;;;;;
D;072;557587;5;20030501 12:39;V;;;;;;
B;072;559608;6;20030501 12:39;;;27;SYDNEY ST;TUMUT;2720;670.3;M;20030212;20030326;132500;A;R;RESIDENCE;;CE;;;9550293;
C;072;559608;6;20030501 12:39;2//232411;
D;072;559608;6;20030501 12:39;P;;;;;;
D;072;559608;6;20030501 12:39;V;;;;;;
B;072;2955025;7;20030501 12:39;;;;MAYDAY RD;BATLOW;2730;8517;M;20030408;20030408;30000;A;V;VACANT LAND;;DM;;;9529866;
C;072;2955025;7;20030501 12:39;4//1047457;
D;072;2955025;7;20030501 12:39;P;;;;;;
D;072;2955025;7;20030501 12:39;V;;;;;;
B;072;2965577;8;20030501 12:39;;;;MORGANS RESERVE RD;MUNDONGO;2720;3.359;H;20021101;20030221;83000;;V;VACANT LAND;;;;;9533911;
C;072;2965577;8;20030501 12:39;2//1048378;
D;072;2965577;8;20030501 12:39;P;;;;;;
D;072;2965577;8;20030501 12:39;P;;;;;;
D;072;2965577;8;20030501 12:39;V;;;;;;
D;072;2965577;8;20030501 12:39;V;;;;;;
D;072;2965577;8;20030501 12:39;V;;;;;;
B;072;2983889;9;20030501 12:39;;;1;CAMP ST;ADELONG;2729;1884.6;M;20021108;20021220;60000;;R;RESIDENCE;;;;;9275951;
C;072;2983889;9;20030501 12:39;349, 388//757211;
D;072;2983889;9;20030501 12:39;P;;;;;;
D;072;2983889;9;20030501 12:39;V;;;;;;
Z;44;9;9;24;
