A;237;20030501 13:04;PBARBER;
B;237;2630123;1;20030501 13:04;;;65;CASSILIS ST;COONABARABRAN;2357;795.1;M;20030207;20030319;41000;Z;R;RESIDENCE;;AB;;;9548209;
C;237;2630123;1;20030501 13:04;2//593252;
D;237;2630123;1;20030501 13:04;P;;;;;;
D;237;2630123;1;20030501 13:04;V;;;;;;
B;237;2630232;2;20030501 13:04;;;14;CLARKE ST;COONABARABRAN;2357;925.7;M;20030228;20030328;30000;Z;R;RESIDENCE;;AC;;;9518663;
C;237;2630232;2;20030501 13:04;13//26316;
D;237;2630232;2;20030501 13:04;P;;;;;;
D;237;2630232;2;20030501 13:04;V;;;;;;
B;237;2630257;3;20030501 13:04;;;17;COWPER ST;COONABARABRAN;2357;1315;M;20030205;20030319;55000;Z;R;RESIDENCE;;AB;;;9548244;
C;237;2630257;3;20030501 13:04;16//8316;
D;237;2630257;3;20030501 13:04;P;;;;;;
D;237;2630257;3;20030501 13:04;V;;;;;;
B;237;2630389;4;20030501 13:04;;;68;DALGARNO ST;COONABARABRAN;2357;4875.21;M;20030205;20030228;550000;Z;3;SHOP;;BB;;;9540010;
C;237;2630389;4;20030501 13:04;A//368577 3, 4/30/758281;
D;237;2630389;4;20030501 13:04;P;;;;;;
D;237;2630389;4;20030501 13:04;V;;;;;;
B;237;2630521;5;20030501 13:04;;;30;EDWARDS ST;COONABARABRAN;2357;1083;M;20030314;20030404;28000;Z;R;RESIDENCE;;AB;;;9529938;
C;237;2630521;5;20030501 13:04;7//542068;
D;237;2630521;5;20030501 13:04;P;;;;;;
D;237;2630521;5;20030501 13:04;P;;;;;;
D;237;2630521;5;20030501 13:04;V;;;;;;
B;237;2630645;6;20030501 13:04;;;5;HILTON PL;COONABARABRAN;2357;4000;M;20011216;20030117;168000;Z;R;RESIDENCE;;AE;;;9461603;
C;237;2630645;6;20030501 13:04;5//261203;
D;237;2630645;6;20030501 13:04;P;;;;;;
D;237;2630645;6;20030501 13:04;P;;;;;;
D;237;2630645;6;20030501 13:04;V;;;;;;
B;237;2630959;7;20030501 13:04;;;17;NANDI ST;COONABARABRAN;2357;815.7;M;20030319;20030407;160000;Z;R;RESIDENCE;;AA;;;9526240;
C;237;2630959;7;20030501 13:04;61//554990;
D;237;2630959;7;20030501 13:04;P;;;;;;
D;237;2630959;7;20030501 13:04;V;;;;;;
B;237;2631053;8;20030501 13:04;;;;OXLEY HWY N;COONABARABRAN;2357;6.818;H;20030228;20030328;143000;R;R;RESIDENCE;;HA;;;9536925;
C;237;2631053;8;20030501 13:04;3//825877;
D;237;2631053;8;20030501 13:04;P;;;;;;
D;237;2631053;8;20030501 13:04;V;;;;;;
B;237;2631239;9;20030501 13:04;;;43;TIMOR ST;COONABARABRAN;2357;916.9;M;20030225;20030317;35000;Z;R;RESIDENCE;;AB;;;9515381;
C;237;2631239;9;20030501 13:04;B//414871;
D;237;2631239;9;20030501 13:04;P;;;;;;
D;237;2631239;9;20030501 13:04;P;;;;;;
D;237;2631239;9;20030501 13:04;V;;;;;;
B;237;2631943;10;20030501 13:04;;;1;MAIN ST;ULAMAMBRI;2357;1246;M;20030204;20030317;20000;Z;R;RESIDENCE;;AT;;;9472958;
C;237;2631943;10;20030501 13:04;1//527310;
D;237;2631943;10;20030501 13:04;P;;;;;;
D;237;2631943;10;20030501 13:04;V;;;;;;
Z;45;10;10;23;
