A;186;20020102 13:39;PTHIRLWELL;
B;186;1846200;1;20020102 13:39;;;;CORONATION AVE;GLEN INNES;2370;2023;M;20010516;20010627;34000;A;R;RESIDENCE;;AF;;;8188257;
C;186;1846200;1;20020102 13:39;2//101223;
D;186;1846200;1;20020102 13:39;P;;;;;;
D;186;1846200;1;20020102 13:39;V;;;;;;
B;186;1846701;2;20020102 13:39;;;387;GREY ST;GLEN INNES;2370;1288;M;20010903;20011121;50000;A;R;RESIDENCE;;AD;;;8145920;
C;186;1846701;2;20020102 13:39;1//995084;
D;186;1846701;2;20020102 13:39;P;;;;;;
D;186;1846701;2;20020102 13:39;P;;;;;;
D;186;1846701;2;20020102 13:39;V;;;;;;
B;186;1846769;3;20020102 13:39;;;47;GREY ST;GLEN INNES;2370;1015;M;20011117;20011206;70000;A;R;RESIDENCE;;AC;;;8194312;
C;186;1846769;3;20020102 13:39;1//1007408;
D;186;1846769;3;20020102 13:39;P;;;;;;
D;186;1846769;3;20020102 13:39;P;;;;;;
D;186;1846769;3;20020102 13:39;V;;;;;;
B;186;1846832;4;20020102 13:39;;;258;GREY ST;GLEN INNES;2370;1536;M;20011008;20011008;170000;B;3;COMMERCIAL;;BA;;;8183003;
C;186;1846832;4;20020102 13:39;1//606502;
D;186;1846832;4;20020102 13:39;P;;;;;;
D;186;1846832;4;20020102 13:39;V;;;;;;
D;186;1846832;4;20020102 13:39;V;;;;;;
B;186;1846928;5;20020102 13:39;;;;HEALEYS LANE;GLEN INNES;2370;748.7;M;20010815;20010824;85000;A;R;RESIDENCE;;AB;;;8166941;
C;186;1846928;5;20020102 13:39;2//807608;
D;186;1846928;5;20020102 13:39;P;;;;;;
D;186;1846928;5;20020102 13:39;P;;;;;;
D;186;1846928;5;20020102 13:39;V;;;;;;
D;186;1846928;5;20020102 13:39;V;;;;;;
B;186;1847281;6;20020102 13:39;;;78;LANG ST;GLEN INNES;2370;4047;M;20011016;20011107;88000;A;R;RESIDENCE;;AE;;;8177057;
C;186;1847281;6;20020102 13:39;4, 5/8/758447;
D;186;1847281;6;20020102 13:39;P;;;;;;
D;186;1847281;6;20020102 13:39;V;;;;;;
B;186;1848271;7;20020102 13:39;;;155;TAYLOR ST;GLEN INNES;2370;1011;M;20010910;20011015;55000;A;R;RESIDENCE;;AA;;;8171499;
C;186;1848271;7;20020102 13:39;1//995095;
D;186;1848271;7;20020102 13:39;P;;;;;;
D;186;1848271;7;20020102 13:39;V;;;;;;
B;186;1848390;8;20020102 13:39;;;;WELLINGROVE ST;GLEN INNES;2370;3.36;H;20011102;20011123;120000;R;R;RESIDENCE;;RR;;;8176769;
C;186;1848390;8;20020102 13:39;3/73/758447;
D;186;1848390;8;20020102 13:39;P;;;;;;
D;186;1848390;8;20020102 13:39;P;;;;;;
D;186;1848390;8;20020102 13:39;V;;;;;;
B;186;1848465;9;20020102 13:39;;;99;WENTWORTH ST;GLEN INNES;2370;689.2;M;20011016;20011127;43000;A;R;RESIDENCE;;AB;;;8202346;
C;186;1848465;9;20020102 13:39;23/5/758447;
D;186;1848465;9;20020102 13:39;P;;;;;;
D;186;1848465;9;20020102 13:39;V;;;;;;
B;186;1848495;10;20020102 13:39;;;182;WEST AVE;GLEN INNES;2370;2023;M;20011012;20011112;70000;A;R;RESIDENCE;;AD;;;8163241;
C;186;1848495;10;20020102 13:39;4/40/758447;
D;186;1848495;10;20020102 13:39;P;;;;;;
D;186;1848495;10;20020102 13:39;P;;;;;;
D;186;1848495;10;20020102 13:39;V;;;;;;
B;186;2878242;11;20020102 13:39;"ALLAMBEE";;;GRAFTON RD;GLEN INNES;2370;62.292;H;20010919;20011012;220000;;3;FARM/RURAL;;;RG;;8049841;
C;186;2878242;11;20020102 13:39;1//187884 39//753262;
D;186;2878242;11;20020102 13:39;P;;;;;;
D;186;2878242;11;20020102 13:39;P;;;;;;
Z;53;11;11;29;
