A;141;20020603 10:22;PTHIRLWELL;
B;141;1488677;1;20020603 10:22;;8;5;BALFOUR ST;CARLTON;2218;;;20020311;20020506;338000;;R;RESIDENCE;8;;;;8615915;
C;141;1488677;1;20020603 10:22;8//8959;
D;141;1488677;1;20020603 10:22;P;;;;;;
D;141;1488677;1;20020603 10:22;V;;;;;;
B;141;1488677;2;20020603 10:22;;11;5;BALFOUR ST;CARLTON;2218;;;20020309;20020506;486000;;R;RESIDENCE;11;;;;8593847;
C;141;1488677;2;20020603 10:22;11//8959;
D;141;1488677;2;20020603 10:22;P;;;;;;
D;141;1488677;2;20020603 10:22;P;;;;;;
D;141;1488677;2;20020603 10:22;V;;;;;;
B;141;1488768;3;20020603 10:22;;;20;BALFOUR ST;CARLTON;2218;;;20020226;20020507;475000;A;R;RESIDENCE;;XE;;;8591181;
C;141;1488768;3;20020603 10:22;89//2818;
D;141;1488768;3;20020603 10:22;P;;;;;;
D;141;1488768;3;20020603 10:22;P;;;;;;
D;141;1488768;3;20020603 10:22;V;;;;;;
D;141;1488768;3;20020603 10:22;V;;;;;;
B;141;1488884;4;20020603 10:22;;;7;BAYSWATER AVE;HURSTVILLE;2220;;;20020111;20020517;620000;A;R;RESIDENCE;;XG;;;8634271;
C;141;1488884;4;20020603 10:22;7/11/1604;
D;141;1488884;4;20020603 10:22;P;;;;;;
D;141;1488884;4;20020603 10:22;P;;;;;;
D;141;1488884;4;20020603 10:22;V;;;;;;
B;141;1489210;5;20020603 10:22;;;161;BELLEVUE PDE;CARLTON;2218;739.8;M;20011218;20020215;614000;I;R;RESIDENCE;;FA;;;8622224;
C;141;1489210;5;20020603 10:22;12//25093;
D;141;1489210;5;20020603 10:22;P;;;;;;
D;141;1489210;5;20020603 10:22;P;;;;;;
D;141;1489210;5;20020603 10:22;V;;;;;;
D;141;1489210;5;20020603 10:22;V;;;;;;
B;141;1489569;6;20020603 10:22;;;2;BERTRAM CRES;KOGARAH;2217;;;20020328;20020509;650000;A;R;RESIDENCE;;XB;;;8584939;
C;141;1489569;6;20020603 10:22;78//19098;
D;141;1489569;6;20020603 10:22;P;;;;;;
D;141;1489569;6;20020603 10:22;V;;;;;;
B;141;1489621;7;20020603 10:22;;;19;BIBBY ST;CARLTON;2218;464.7;M;20020130;20020222;460000;A;R;RESIDENCE;;XM;;;8425505;
C;141;1489621;7;20020603 10:22;1//570623;
D;141;1489621;7;20020603 10:22;P;;;;;;
D;141;1489621;7;20020603 10:22;V;;;;;;
B;141;1489707;8;20020603 10:22;;;98;BLAKESLEY RD;HURSTVILLE SOUTH;2221;;;20020321;20020424;390000;A;R;RESIDENCE;;XG;;;8550500;
C;141;1489707;8;20020603 10:22;4//15735;
D;141;1489707;8;20020603 10:22;P;;;;;;
D;141;1489707;8;20020603 10:22;V;;;;;;
B;141;1489769;9;20020603 10:22;;;35;BLAKESLEY RD;HURSTVILLE SOUTH;2221;;;20020304;20020408;510000;A;R;RESIDENCE;;XM;;;8551473;
C;141;1489769;9;20020603 10:22;27/4/5453;
D;141;1489769;9;20020603 10:22;P;;;;;;
D;141;1489769;9;20020603 10:22;P;;;;;;
D;141;1489769;9;20020603 10:22;V;;;;;;
B;141;1489770;10;20020603 10:22;;;37;BLAKESLEY RD;HURSTVILLE SOUTH;2221;;;20020312;20020404;200000;A;R;RESIDENCE;;XM;;;8583560;
C;141;1489770;10;20020603 10:22;34/2/5453;
D;141;1489770;10;20020603 10:22;P;;;;;;
D;141;1489770;10;20020603 10:22;P;;;;;;
D;141;1489770;10;20020603 10:22;V;;;;;;
D;141;1489770;10;20020603 10:22;V;;;;;;
D;141;1489770;10;20020603 10:22;V;;;;;;
D;141;1489770;10;20020603 10:22;V;;;;;;
B;141;1489895;11;20020603 10:22;;;1;BORGAH ST;BLAKEHURST;2221;;;20020325;20020506;690000;A;R;RESIDENCE;;XD;;;8607288;
C;141;1489895;11;20020603 10:22;365//12759;
D;141;1489895;11;20020603 10:22;P;;;;;;
D;141;1489895;11;20020603 10:22;P;;;;;;
D;141;1489895;11;20020603 10:22;V;;;;;;
D;141;1489895;11;20020603 10:22;V;;;;;;
B;141;1489970;12;20020603 10:22;;;5;BOWNS RD;KOGARAH;2217;524.8;M;20020315;20020415;520000;A;R;RESIDENCE;;XE;;;8632849;
C;141;1489970;12;20020603 10:22;20//666146;
D;141;1489970;12;20020603 10:22;P;;;;;;
D;141;1489970;12;20020603 10:22;V;;;;;;
D;141;1489970;12;20020603 10:22;V;;;;;;
D;141;1489970;12;20020603 10:22;V;;;;;;
D;141;1489970;12;20020603 10:22;V;;;;;;
D;141;1489970;12;20020603 10:22;V;;;;;;
D;141;1489970;12;20020603 10:22;V;;;;;;
D;141;1489970;12;20020603 10:22;V;;;;;;
D;141;1489970;12;20020603 10:22;V;;;;;;
D;141;1489970;12;20020603 10:22;V;;;;;;
D;141;1489970;12;20020603 10:22;V;;;;;;
D;141;1489970;12;20020603 10:22;V;;;;;;
B;141;1490117;13;20020603 10:22;;;31;BRUCE ST;KOGARAH BAY;2217;;;20020218;20020429;1100000;A;R;RESIDENCE;;XC;;;8559780;
C;141;1490117;13;20020603 10:22;7/10/1963;
D;141;1490117;13;20020603 10:22;P;;;;;;
D;141;1490117;13;20020603 10:22;V;;;;;;
B;141;1490238;14;20020603 10:22;;;27;BURGESS ST;KOGARAH;2217;;;20020305;20020523;780000;A;R;RESIDENCE;;XB;;;8631166;
C;141;1490238;14;20020603 10:22;10//8888;
D;141;1490238;14;20020603 10:22;P;;;;;;
D;141;1490238;14;20020603 10:22;P;;;;;;
D;141;1490238;14;20020603 10:22;V;;;;;;
D;141;1490238;14;20020603 10:22;V;;;;;;
B;141;1490547;15;20020603 10:22;;;11;CARROLL ST;BEVERLEY PARK;2217;;;20020516;20020516;466666;A;R;RESIDENCE;;XB;;;8613397;
C;141;1490547;15;20020603 10:22;42//4796;
D;141;1490547;15;20020603 10:22;P;;;;;;
D;141;1490547;15;20020603 10:22;P;;;;;;
D;141;1490547;15;20020603 10:22;V;;;;;;
D;141;1490547;15;20020603 10:22;V;;;;;;
D;141;1490547;15;20020603 10:22;V;;;;;;
B;141;1491007;16;20020603 10:22;;;24;COLVIN AVE;CARLTON;2218;;;20020404;20020508;370000;A;R;RESIDENCE;;XE;;;8595760;
C;141;1491007;16;20020603 10:22;16//9849;
D;141;1491007;16;20020603 10:22;P;;;;;;
D;141;1491007;16;20020603 10:22;P;;;;;;
D;141;1491007;16;20020603 10:22;V;;;;;;
B;141;1491128;17;20020603 10:22;;;204;CONNELLS POINT RD;HURSTVILLE SOUTH;2221;;;20020328;20020506;945000;A;R;RESIDENCE;;XN;;;8615779;
C;141;1491128;17;20020603 10:22;2//326438;
D;141;1491128;17;20020603 10:22;P;;;;;;
D;141;1491128;17;20020603 10:22;P;;;;;;
D;141;1491128;17;20020603 10:22;V;;;;;;
D;141;1491128;17;20020603 10:22;V;;;;;;
B;141;1491177;18;20020603 10:22;;3;104;CONNELLS POINT RD;HURSTVILLE SOUTH;2221;;;20020404;20020515;460000;;R;RESIDENCE;3;;;;8622201;
C;141;1491177;18;20020603 10:22;3//33065;
D;141;1491177;18;20020603 10:22;P;;;;;;
D;141;1491177;18;20020603 10:22;P;;;;;;
D;141;1491177;18;20020603 10:22;V;;;;;;
D;141;1491177;18;20020603 10:22;V;;;;;;
D;141;1491177;18;20020603 10:22;V;;;;;;
B;141;1491413;19;20020603 10:22;;;291;CONNELLS POINT RD;CONNELLS POINT;2221;963.8;M;20011110;20011221;555000;A;3;;;XN;;;8344204;
C;141;1491413;19;20020603 10:22;2//1006116 & INTEREST IN CARRIAGEWAY;
D;141;1491413;19;20020603 10:22;P;;;;;;
B;141;1491417;20;20020603 10:22;;;297;OFF CONNELLS POINT RD;HURSTVILLE SOUTH;2221;860;M;20011010;20020215;750000;A;R;RESIDENCE;;XN;;;8419153;
C;141;1491417;20;20020603 10:22;2//228265 SUBJ TO APPT ROW;
D;141;1491417;20;20020603 10:22;P;;;;;;
D;141;1491417;20;20020603 10:22;V;;;;;;
D;141;1491417;20;20020603 10:22;V;;;;;;
B;141;1491512;21;20020603 10:22;;;1 B;CRAWFORD ST;BLAKEHURST;2221;;;20020315;20020510;750000;A;R;RESIDENCE;;XK;;;8600994;
C;141;1491512;21;20020603 10:22;B//397595;
D;141;1491512;21;20020603 10:22;P;;;;;;
D;141;1491512;21;20020603 10:22;V;;;;;;
B;141;1491785;22;20020603 10:22;;;1;DERBY ST;KOGARAH;2217;;;20010328;20020412;2750000;B;3;COMMERCIAL;;BD;;;8557841;
C;141;1491785;22;20020603 10:22;16, 17/H/1397;
D;141;1491785;22;20020603 10:22;P;;;;;;
D;141;1491785;22;20020603 10:22;V;;;;;;
B;141;1491959;23;20020603 10:22;;;49;EAST CRES;HURSTVILLE;2220;;;20020219;20020419;750000;A;R;RESIDENCE;;XG;;;8561350;
C;141;1491959;23;20020603 10:22;11/2/1604;
D;141;1491959;23;20020603 10:22;P;;;;;;
D;141;1491959;23;20020603 10:22;P;;;;;;
D;141;1491959;23;20020603 10:22;V;;;;;;
B;141;1491964;24;20020603 10:22;;;78 A;EAST CRES;HURSTVILLE GROVE;2220;1043;M;20011124;20020301;900000;A;R;RESIDENCE;;XG;;;8409684;
C;141;1491964;24;20020603 10:22;2//529017;
D;141;1491964;24;20020603 10:22;P;;;;;;
D;141;1491964;24;20020603 10:22;P;;;;;;
D;141;1491964;24;20020603 10:22;V;;;;;;
D;141;1491964;24;20020603 10:22;V;;;;;;
B;141;1492325;25;20020603 10:22;;5;49;EMPRESS ST;HURSTVILLE;2220;;;20020227;20020410;318000;;R;RESIDENCE;5;;;;8554572;
C;141;1492325;25;20020603 10:22;5//SP 62762;
D;141;1492325;25;20020603 10:22;P;;;;;;
D;141;1492325;25;20020603 10:22;V;;;;;;
B;141;1492325;26;20020603 10:22;;14;49;EMPRESS ST;HURSTVILLE;2220;;;20020306;20020418;315000;;R;RESIDENCE;14;;;;8549933;
C;141;1492325;26;20020603 10:22;14//SP 62762;
D;141;1492325;26;20020603 10:22;P;;;;;;
D;141;1492325;26;20020603 10:22;V;;;;;;
B;141;1492325;27;20020603 10:22;;16;49;EMPRESS ST;HURSTVILLE;2220;;;20020203;20020319;330000;;3;HOME UNIT;16;;;;8562560;
C;141;1492325;27;20020603 10:22;16//SP 62762;
D;141;1492325;27;20020603 10:22;P;;;;;;
D;141;1492325;27;20020603 10:22;P;;;;;;
D;141;1492325;27;20020603 10:22;V;;;;;;
B;141;1492590;28;20020603 10:22;;4;8;ENGLISH ST;KOGARAH;2217;;;20020318;20020503;155000;;R;RESIDENCE;4;;;;8583369;
C;141;1492590;28;20020603 10:22;4//11476;
D;141;1492590;28;20020603 10:22;P;;;;;;
D;141;1492590;28;20020603 10:22;V;;;;;;
B;141;1492762;29;20020603 10:22;;;14;FLETCHER AVE;BLAKEHURST;2221;828.3;M;20011212;20020227;1451000;A;R;RESIDENCE;;XK;;;8434127;
C;141;1492762;29;20020603 10:22;A//367468;
D;141;1492762;29;20020603 10:22;P;;;;;;
D;141;1492762;29;20020603 10:22;P;;;;;;
D;141;1492762;29;20020603 10:22;V;;;;;;
B;141;1493340;30;20020603 10:22;;2;63;GLADSTONE ST;KOGARAH;2217;;;20020131;20020423;265000;;R;RESIDENCE;2;;;;8582702;
C;141;1493340;30;20020603 10:22;2//8736;
D;141;1493340;30;20020603 10:22;P;;;;;;
D;141;1493340;30;20020603 10:22;V;;;;;;
D;141;1493340;30;20020603 10:22;V;;;;;;
B;141;1493354;31;20020603 10:22;;6;69;GLADSTONE ST;KOGARAH;2217;;;20020402;20020515;171800;;R;RESIDENCE;6;;;;8622426;
C;141;1493354;31;20020603 10:22;6//9863;
D;141;1493354;31;20020603 10:22;P;;;;;;
D;141;1493354;31;20020603 10:22;V;;;;;;
B;141;1493723;32;20020603 10:22;;4;21;GREENACRE RD;HURSTVILLE SOUTH;2221;;;20020319;20020430;365000;;R;RESIDENCE;4;;;;8561767;
C;141;1493723;32;20020603 10:22;4//34758;
D;141;1493723;32;20020603 10:22;P;;;;;;
D;141;1493723;32;20020603 10:22;V;;;;;;
D;141;1493723;32;20020603 10:22;V;;;;;;
B;141;1493917;33;20020603 10:22;;;26;GREENBANK ST;HURSTVILLE;2220;777.8;M;20020123;20020307;640000;A;R;RESIDENCE;;XH;;;8438935;
C;141;1493917;33;20020603 10:22;1B//322678;
D;141;1493917;33;20020603 10:22;P;;;;;;
D;141;1493917;33;20020603 10:22;P;;;;;;
D;141;1493917;33;20020603 10:22;V;;;;;;
B;141;1494056;34;20020603 10:22;;;35;HALSTEAD ST;HURSTVILLE;2220;1056;M;20011214;20020208;525000;A;R;RESIDENCE;;XG;;;8360934;
C;141;1494056;34;20020603 10:22;3//217860;
D;141;1494056;34;20020603 10:22;P;;;;;;
D;141;1494056;34;20020603 10:22;V;;;;;;
B;141;1494187;35;20020603 10:22;;3;10;HAMILTON ST;ALLAWAH;2218;;;20020308;20020503;280000;;3;HOME UNIT;3;;;;8593537;
C;141;1494187;35;20020603 10:22;3//8731;
D;141;1494187;35;20020603 10:22;P;;;;;;
D;141;1494187;35;20020603 10:22;P;;;;;;
D;141;1494187;35;20020603 10:22;V;;;;;;
B;141;1494303;36;20020603 10:22;;5;82;HAMPTON COURT RD;CARLTON;2218;;;20020226;20020507;325000;;3;HOME UNIT;5;;;;8607095;
C;141;1494303;36;20020603 10:22;5//8213;
D;141;1494303;36;20020603 10:22;P;;;;;;
D;141;1494303;36;20020603 10:22;P;;;;;;
D;141;1494303;36;20020603 10:22;V;;;;;;
B;141;1494407;37;20020603 10:22;;1;32;HAMPTON COURT RD;CARLTON;2218;;;20020306;20020510;280000;;R;RESIDENCE;1;;;;8602851;
C;141;1494407;37;20020603 10:22;1//8067;
D;141;1494407;37;20020603 10:22;P;;;;;;
D;141;1494407;37;20020603 10:22;P;;;;;;
D;141;1494407;37;20020603 10:22;V;;;;;;
