A;070;20011109 12:01;CDIXON;
B;070;549016;1;20011109 12:01;;;;FRANCIS ST;BINYA;2665;1012;M;20010620;20010727;27500;Z;R;RESIDENCE;;ZK;AC;;7826477;
C;070;549016;1;20011109 12:01;9/2/10667;
D;070;549016;1;20011109 12:01;P;;;;;;
D;070;549016;1;20011109 12:01;V;;;;;;
B;070;549017;2;20011109 12:01;;;;FRANCIS ST;BINYA;2665;1012;M;20010620;20010727;27500;Z;R;RESIDENCE;;ZK;AC;;7826477;
C;070;549017;2;20011109 12:01;10/2/10667;
D;070;549017;2;20011109 12:01;P;;;;;;
D;070;549017;2;20011109 12:01;V;;;;;;
B;070;549384;3;20011109 12:01;;;;PH FENNEL;NARRANDERA;2700;404.7;H;20010309;20010403;300000;R;R;RESIDENCE;;RB;RM;;7535838;
C;070;549384;3;20011109 12:01;10, 28, 8, 9//750840 Enclosure Permit 47141 Lease over property;
D;070;549384;3;20011109 12:01;P;;;;;;
D;070;549384;3;20011109 12:01;P;;;;;;
D;070;549384;3;20011109 12:01;V;;;;;;
B;070;549732;4;20011109 12:01;;;;MIDDLE RD;NARRANDERA;2700;2.488;H;20010725;20010806;145000;Z;R;RESIDENCE;;PH;AC;;7853530;
C;070;549732;4;20011109 12:01;21//1003375;
D;070;549732;4;20011109 12:01;P;;;;;;
D;070;549732;4;20011109 12:01;P;;;;;;
D;070;549732;4;20011109 12:01;V;;;;;;
B;070;549953;5;20011109 12:01;;;14;ARTHUR ST;NARRANDERA;2700;607;M;20010629;20010719;80000;Z;R;RESIDENCE;;ZB;AC;;7843024;
C;070;549953;5;20011109 12:01;18/D/665;
D;070;549953;5;20011109 12:01;P;;;;;;
D;070;549953;5;20011109 12:01;P;;;;;;
D;070;549953;5;20011109 12:01;V;;;;;;
B;070;550275;6;20011109 12:01;;;19;CADELL ST;NARRANDERA;2700;;;20001221;20010119;30000;Z;R;RESIDENCE;;ZB;AC;;7843337;
C;070;550275;6;20011109 12:01;1//364873;
D;070;550275;6;20011109 12:01;P;;;;;;
D;070;550275;6;20011109 12:01;P;;;;;;
D;070;550275;6;20011109 12:01;V;;;;;;
B;070;550445;7;20011109 12:01;;;27;DALGETTY ST;NARRANDERA;2700;809.4;M;20010618;20010727;98000;Z;R;RESIDENCE;;ZC;AC;;7818176;
C;070;550445;7;20011109 12:01;14/B/2597;
D;070;550445;7;20011109 12:01;P;;;;;;
D;070;550445;7;20011109 12:01;P;;;;;;
D;070;550445;7;20011109 12:01;V;;;;;;
B;070;550802;8;20011109 12:01;;;8;FLOOD ST;NARRANDERA;2700;727.2;M;20010716;20010807;58000;Z;V;VACANT LAND;;ZA;AV;;7853309;
C;070;550802;8;20011109 12:01;28//36372;
D;070;550802;8;20011109 12:01;P;;;;;;
D;070;550802;8;20011109 12:01;V;;;;;;
B;070;551013;9;20011109 12:01;;;18;KIESLING DR;NARRANDERA;2700;913.6;M;20010618;20010727;163000;Z;R;RESIDENCE;;ZN;AC;;7818097;
C;070;551013;9;20011109 12:01;14//802358;
D;070;551013;9;20011109 12:01;P;;;;;;
D;070;551013;9;20011109 12:01;P;;;;;;
D;070;551013;9;20011109 12:01;V;;;;;;
D;070;551013;9;20011109 12:01;V;;;;;;
B;070;551091;10;20011109 12:01;;;161;LARMER ST;NARRANDERA;2700;625.6;M;20010703;20010727;73000;Z;R;RESIDENCE;;ZB;;;7887902;
C;070;551091;10;20011109 12:01;11//857723;
D;070;551091;10;20011109 12:01;P;;;;;;
D;070;551091;10;20011109 12:01;P;;;;;;
D;070;551091;10;20011109 12:01;V;;;;;;
D;070;551091;10;20011109 12:01;V;;;;;;
B;070;551294;11;20011109 12:01;;;;MELBOURNE ST W;NARRANDERA;2700;2023;M;20010716;20010810;68000;Z;R;RESIDENCE;;ZD;AC;;7855464;
C;070;551294;11;20011109 12:01;6/12/758757;
D;070;551294;11;20011109 12:01;P;;;;;;
D;070;551294;11;20011109 12:01;P;;;;;;
D;070;551294;11;20011109 12:01;V;;;;;;
B;070;551438;12;20011109 12:01;;;14;RIVERINE ST;NARRANDERA;2700;791.1;M;20010116;20010302;269000;Z;3;;;ZA;AC;;7463412;
C;070;551438;12;20011109 12:01;1//827430;
D;070;551438;12;20011109 12:01;P;;;;;;
D;070;551438;12;20011109 12:01;P;;;;;;
B;070;551773;13;20011109 12:01;;;4;WHITTON ST;NARRANDERA;2700;714.5;M;19651210;20010712;8340;Z;R;RESIDENCE;;ZC;AC;;7854625;
C;070;551773;13;20011109 12:01;1//225432;
D;070;551773;13;20011109 12:01;P;;;;;;
B;070;551909;14;20011109 12:01;;;;HUMBY ST;KAMARAH;2665;923.2;M;20010822;20010822;8950;Z;R;RESIDENCE;;ZM;AC;;7876334;
C;070;551909;14;20011109 12:01;1//127431;
D;070;551909;14;20011109 12:01;P;;;;;;
D;070;551909;14;20011109 12:01;P;;;;;;
D;070;551909;14;20011109 12:01;V;;;;;;
Z;68;14;14;38;
