A;RTSALEDATA;273;20250303 01:09;VALNET;
B;273;442778;1;20250303 01:09;;;36;BENT ST;COOMA;2630;853.6;M;20250128;20250225;600000;R2;R;RESIDENCE;;CR2;;0;AU848797;
C;273;442778;1;20250303 01:09;2/201891;
D;273;442778;1;20250303 01:09;P;;;;;;
D;273;442778;1;20250303 01:09;P;;;;;;
D;273;442778;1;20250303 01:09;V;;;;;;
B;273;440735;2;20250303 01:09;;;817;NUMERALLA RD;BUNYAN;2630;161.88;H;20241024;20250221;950000;RU1;R;RESIDENCE;;NEG;;0;AU842118;
C;273;440735;2;20250303 01:09;140, 156/750530 Enclosure Permit 668619;
D;273;440735;2;20250303 01:09;P;;;;;;
D;273;440735;2;20250303 01:09;P;;;;;;
D;273;440735;2;20250303 01:09;V;;;;;;
B;273;4594766;3;20250303 01:09;;;513;QUINBURRA RD;CRAIGIE;2632;365;H;20250123;20250224;2000000;;3;FARM;;;;0;AU845723;
C;273;4594766;3;20250303 01:09;2/1302228;
D;273;4594766;3;20250303 01:09;P;;;;;;
D;273;4594766;3;20250303 01:09;V;;;;;;
D;273;4594766;3;20250303 01:09;V;;;;;;
Z;17;3;3;9;
