A;035;20020102 12:57;PTHIRLWELL;
B;035;446271;1;20020102 12:57;;;;PH BOUVERIE;WOMBEYAN CAVES;2580;81.75;H;20011017;20011129;60000;R;V;VACANT LAND;;TA;;;8166144;
C;035;446271;1;20020102 12:57;32//757044;
D;035;446271;1;20020102 12:57;P;;;;;;
D;035;446271;1;20020102 12:57;P;;;;;;
D;035;446271;1;20020102 12:57;P;;;;;;
D;035;446271;1;20020102 12:57;P;;;;;;
D;035;446271;1;20020102 12:57;P;;;;;;
D;035;446271;1;20020102 12:57;P;;;;;;
D;035;446271;1;20020102 12:57;P;;;;;;
D;035;446271;1;20020102 12:57;V;;;;;;
D;035;446271;1;20020102 12:57;V;;;;;;
B;035;446342;2;20020102 12:57;;;;PH BREDALBANE;MUMMELL;2580;40.01;H;20010910;20011106;395000;R;R;RESIDENCE;;RF;;;8142362;
C;035;446342;2;20020102 12:57;3//827351;
D;035;446342;2;20020102 12:57;P;;;;;;
D;035;446342;2;20020102 12:57;P;;;;;;
D;035;446342;2;20020102 12:57;V;;;;;;
D;035;446342;2;20020102 12:57;V;;;;;;
B;035;446890;3;20020102 12:57;;;;PH BANNABY;WOMBEYAN CAVES;2580;24.18;H;20010906;20011002;35000;R;V;VACANT LAND;;RA;;;8082678;
C;035;446890;3;20020102 12:57;116//750001 Enclosure Permit 032857 Enclosure Permit 033061 Enclosure ;
C;035;446890;3;20020102 12:57;Permit 190110 . . .;
D;035;446890;3;20020102 12:57;P;;;;;;
D;035;446890;3;20020102 12:57;V;;;;;;
B;035;447267;4;20020102 12:57;;;;PH EDEN FOREST;MARULAN;2579;15.54;H;20010925;20011214;63000;R;V;VACANT LAND;;HC;;;8214399;
C;035;447267;4;20020102 12:57;2//247575;
D;035;447267;4;20020102 12:57;P;;;;;;
D;035;447267;4;20020102 12:57;P;;;;;;
D;035;447267;4;20020102 12:57;V;;;;;;
B;035;447335;5;20020102 12:57;;;644;TAYLORS CREEK RD;TARAGO;2580;26.1;H;20010530;20010626;85000;R;3;RURAL;;RL;;;8046908;
C;035;447335;5;20020102 12:57;5//252102;
D;035;447335;5;20020102 12:57;P;;;;;;
B;035;448585;6;20020102 12:57;;;;COLLINS ST;MARULAN;2579;975.5;M;20011002;20011114;25000;Z;V;VACANT LAND;;ZB;;;8182026;
C;035;448585;6;20020102 12:57;43//800135;
D;035;448585;6;20020102 12:57;P;;;;;;
D;035;448585;6;20020102 12:57;V;;;;;;
B;035;448737;7;20020102 12:57;;;;MACLURA DR;MARULAN;2579;1.093;H;20011026;20011127;72000;R;V;VACANT LAND;;VF;;;8174995;
C;035;448737;7;20020102 12:57;10//1016235;
D;035;448737;7;20020102 12:57;P;;;;;;
D;035;448737;7;20020102 12:57;V;;;;;;
