A;087;20020201 12:01;CDIXON;
B;087;753806;1;20020201 12:01;;;3;ARBUTUS ST;MOSMAN;2088;;;20011105;20020104;3200000;A;R;RESIDENCE;;AD;;;8260360;
C;087;753806;1;20020201 12:01;45//3953;
D;087;753806;1;20020201 12:01;P;;;;;;
D;087;753806;1;20020201 12:01;P;;;;;;
D;087;753806;1;20020201 12:01;V;;;;;;
B;087;753826;2;20020201 12:01;;1;114;AVENUE RD;MOSMAN;2088;;;20011023;20011206;545000;;R;RESIDENCE;1;;;;8285646;
C;087;753826;2;20020201 12:01;1//14447;
D;087;753826;2;20020201 12:01;P;;;;;;
D;087;753826;2;20020201 12:01;V;;;;;;
D;087;753826;2;20020201 12:01;V;;;;;;
B;087;754276;3;20020201 12:01;;1;163;AVENUE RD;MOSMAN;2088;;;20011006;20011130;435500;;R;RESIDENCE;1;;;;8289240;
C;087;754276;3;20020201 12:01;1//13111;
D;087;754276;3;20020201 12:01;P;;;;;;
D;087;754276;3;20020201 12:01;V;;;;;;
D;087;754276;3;20020201 12:01;V;;;;;;
B;087;754657;4;20020201 12:01;;;26;BAPAUME RD;MOSMAN;2088;;;20010614;20010817;1605000;A;R;RESIDENCE;;AB;;;8292184;
C;087;754657;4;20020201 12:01;7//10841;
D;087;754657;4;20020201 12:01;P;;;;;;
D;087;754657;4;20020201 12:01;V;;;;;;
D;087;754657;4;20020201 12:01;V;;;;;;
B;087;754676;5;20020201 12:01;;;21;BARDWELL RD;MOSMAN;2088;259.3;M;19990910;19991022;595000;A;R;RESIDENCE;;AJ;;;6294323;
C;087;754676;5;20020201 12:01;2//553569;
D;087;754676;5;20020201 12:01;P;;;;;;
D;087;754676;5;20020201 12:01;P;;;;;;
D;087;754676;5;20020201 12:01;V;;;;;;
D;087;754676;5;20020201 12:01;V;;;;;;
B;087;755083;6;20020201 12:01;;8;133;BELMONT RD;MOSMAN;2088;;;20010304;20010409;335000;;R;RESIDENCE;8;;;;8267654;
C;087;755083;6;20020201 12:01;8//15075;
D;087;755083;6;20020201 12:01;P;;;;;;
D;087;755083;6;20020201 12:01;V;;;;;;
B;087;755466;7;20020201 12:01;;20;67;BRADLEYS HEAD RD;MOSMAN;2088;;;20011107;20020121;680000;;R;RESIDENCE;20;;;;8304863;
C;087;755466;7;20020201 12:01;20//922;
D;087;755466;7;20020201 12:01;P;;;;;;
D;087;755466;7;20020201 12:01;V;;;;;;
B;087;755466;8;20020201 12:01;;35;67;BRADLEYS HEAD RD;MOSMAN;2088;;;20011107;20020121;680000;;R;RESIDENCE;35;;;;8304863;
C;087;755466;8;20020201 12:01;35//922;
D;087;755466;8;20020201 12:01;P;;;;;;
D;087;755466;8;20020201 12:01;V;;;;;;
B;087;755580;9;20020201 12:01;;;10;BRADLEYS HEAD RD;MOSMAN;2088;695.5;M;20011122;20011220;1690000;A;R;RESIDENCE;;AG;;;8258103;
C;087;755580;9;20020201 12:01;2//550330;
D;087;755580;9;20020201 12:01;P;;;;;;
D;087;755580;9;20020201 12:01;V;;;;;;
B;087;755682;10;20020201 12:01;;100;2;BRADY ST;MOSMAN;2088;;;20011026;20020118;690000;;R;RESIDENCE;100;;;;8299991;
C;087;755682;10;20020201 12:01;100//SP 54664;
D;087;755682;10;20020201 12:01;P;;;;;;
D;087;755682;10;20020201 12:01;V;;;;;;
B;087;756122;11;20020201 12:01;;;100;CABRAMATTA RD;MOSMAN;2088;239;M;20011122;20011219;805000;A;R;RESIDENCE;;AJ;;;8239373;
C;087;756122;11;20020201 12:01;1//565877;
D;087;756122;11;20020201 12:01;P;;;;;;
D;087;756122;11;20020201 12:01;P;;;;;;
D;087;756122;11;20020201 12:01;V;;;;;;
B;087;756225;12;20020201 12:01;;;13;CABRAMATTA RD;MOSMAN;2088;;;20011019;20011214;210000;A;3;;;AJ;;;8289690;
C;087;756225;12;20020201 12:01;2//304078;
D;087;756225;12;20020201 12:01;P;;;;;;
D;087;756225;12;20020201 12:01;P;;;;;;
D;087;756225;12;20020201 12:01;V;;;;;;
B;087;756249;13;20020201 12:01;;;18;CALYPSO AVE;MOSMAN;2088;;;20011213;20020124;925000;A;R;RESIDENCE;;AK;;;8310215;
C;087;756249;13;20020201 12:01;1//227998;
D;087;756249;13;20020201 12:01;P;;;;;;
D;087;756249;13;20020201 12:01;V;;;;;;
B;087;756294;14;20020201 12:01;;;5;CARDINAL ST;MOSMAN;2088;442.6;M;20011105;20020115;110500;A;R;RESIDENCE;;AJ;;;8274241;
C;087;756294;14;20020201 12:01;19//2416;
D;087;756294;14;20020201 12:01;P;;;;;;
D;087;756294;14;20020201 12:01;V;;;;;;
B;087;756303;15;20020201 12:01;;9;27;CARDINAL ST;MOSMAN;2088;;;20011022;20020114;1075000;;R;RESIDENCE;9;;;;8273775;
C;087;756303;15;20020201 12:01;9//SP 56055;
D;087;756303;15;20020201 12:01;P;;;;;;
D;087;756303;15;20020201 12:01;V;;;;;;
B;087;756343;16;20020201 12:01;;;33;CARRINGTON AVE;MOSMAN;2088;841;M;20011019;20011130;5600000;A;R;RESIDENCE;;AA;;;8167570;
C;087;756343;16;20020201 12:01;1//81252 MSB LEASE (39M);
D;087;756343;16;20020201 12:01;P;;;;;;
D;087;756343;16;20020201 12:01;V;;;;;;
B;087;756561;17;20020201 12:01;;5;2;CLIFFORD ST;SPIT JUNCTION;2088;;;20011107;20011219;377000;;R;RESIDENCE;5;;;;8251414;
C;087;756561;17;20020201 12:01;5//SP 176;
D;087;756561;17;20020201 12:01;P;;;;;;
D;087;756561;17;20020201 12:01;V;;;;;;
B;087;756561;18;20020201 12:01;;20;2;CLIFFORD ST;SPIT JUNCTION;2088;;;20011019;20011203;305000;;R;RESIDENCE;20;;;;8225955;
C;087;756561;18;20020201 12:01;20//SP 176;
D;087;756561;18;20020201 12:01;P;;;;;;
D;087;756561;18;20020201 12:01;V;;;;;;
B;087;756561;19;20020201 12:01;;46;2;CLIFFORD ST;SPIT JUNCTION;2088;;;20011019;20011203;305000;;R;RESIDENCE;46;;;;8225955;
