A;116;20020201 12:04;CDIXON;
B;116;1238767;1;20020201 12:04;;;107;CASWELL ST;PEAK HILL;2869;701.9;M;19991015;19991029;77000;Z;3;& SHOP;;ZR;;;6317838;
C;116;1238767;1;20020201 12:04;1//329437;
D;116;1238767;1;20020201 12:04;P;;;;;;
D;116;1238767;1;20020201 12:04;P;;;;;;
D;116;1238767;1;20020201 12:04;V;;;;;;
B;116;1239092;2;20020201 12:04;;;24;MINGELO ST;PEAK HILL;2869;923.2;M;20010808;20010905;45000;Z;R;RESIDENCE;;ZP;AC;;7993768;
C;116;1239092;2;20020201 12:04;4/14/758832;
D;116;1239092;2;20020201 12:04;P;;;;;;
D;116;1239092;2;20020201 12:04;P;;;;;;
D;116;1239092;2;20020201 12:04;V;;;;;;
D;116;1239092;2;20020201 12:04;V;;;;;;
B;116;1239633;3;20020201 12:04;;;18;HAYLOCK ST;TULLAMORE;2874;1252;M;20010808;20010921;50000;Z;R;RESIDENCE;;ZE;AC;;7989577;
C;116;1239633;3;20020201 12:04;5//14741;
D;116;1239633;3;20020201 12:04;P;;;;;;
D;116;1239633;3;20020201 12:04;P;;;;;;
D;116;1239633;3;20020201 12:04;V;;;;;;
B;116;1239949;4;20020201 12:04;;;;LONG ST;TRUNDLE;2875;1.295;H;20010906;20010913;38000;Z;R;RESIDENCE;;ZF;RR;;7981352;
C;116;1239949;4;20020201 12:04;143//752121;
D;116;1239949;4;20020201 12:04;P;;;;;;
D;116;1239949;4;20020201 12:04;V;;;;;;
B;116;1240164;5;20020201 12:04;;;57;ALBERT ST;PARKES;2870;1013;M;20010711;20010803;69000;Z;R;RESIDENCE;;AF;AC;;7919391;
C;116;1240164;5;20020201 12:04;1/41/758827;
D;116;1240164;5;20020201 12:04;P;;;;;;
D;116;1240164;5;20020201 12:04;V;;;;;;
D;116;1240164;5;20020201 12:04;V;;;;;;
D;116;1240164;5;20020201 12:04;V;;;;;;
B;116;1240192;6;20020201 12:04;;;7;ALBERT ST;PARKES;2870;;;20011114;20011214;100000;Z;R;RESIDENCE;;AF;;;8272169;
C;116;1240192;6;20020201 12:04;5/35/758827;
D;116;1240192;6;20020201 12:04;P;;;;;;
D;116;1240192;6;20020201 12:04;P;;;;;;
D;116;1240192;6;20020201 12:04;V;;;;;;
B;116;1240223;7;20020201 12:04;;;;ALDER AVE;PARKES;2870;1311;M;20011116;20020110;22000;Z;V;VACANT LAND;;AN;;;8276186;
C;116;1240223;7;20020201 12:04;16//870525;
D;116;1240223;7;20020201 12:04;P;;;;;;
D;116;1240223;7;20020201 12:04;P;;;;;;
D;116;1240223;7;20020201 12:04;V;;;;;;
B;116;1240322;8;20020201 12:04;;;12;ARMSTRONG ST;PARKES;2870;817.5;M;20010705;20010903;115000;Z;R;RESIDENCE;;AH;AC;;7939064;
C;116;1240322;8;20020201 12:04;B//355788;
D;116;1240322;8;20020201 12:04;P;;;;;;
D;116;1240322;8;20020201 12:04;P;;;;;;
D;116;1240322;8;20020201 12:04;V;;;;;;
B;116;1240561;9;20020201 12:04;;;5;BILLABONG CRES;PARKES;2870;4005;M;20011122;20020107;46500;R;V;VACANT LAND;;RR;;;8311116;
C;116;1240561;9;20020201 12:04;5//792944;
D;116;1240561;9;20020201 12:04;P;;;;;;
D;116;1240561;9;20020201 12:04;V;;;;;;
D;116;1240561;9;20020201 12:04;V;;;;;;
B;116;1240959;10;20020201 12:04;;;13;CARRINGTON ST;PARKES;2870;569.1;M;20011102;20011214;87500;Z;R;RESIDENCE;;AE;;;8280422;
C;116;1240959;10;20020201 12:04;2//512086;
D;116;1240959;10;20020201 12:04;P;;;;;;
D;116;1240959;10;20020201 12:04;V;;;;;;
D;116;1240959;10;20020201 12:04;V;;;;;;
B;116;1240973;11;20020201 12:04;;;30;CECILE ST;PARKES;2870;1220;M;20011228;20011228;61000;Z;3;;;AJ;;;8253704;
C;116;1240973;11;20020201 12:04;13//236388;
D;116;1240973;11;20020201 12:04;P;;;;;;
D;116;1240973;11;20020201 12:04;P;;;;;;
D;116;1240973;11;20020201 12:04;P;;;;;;
D;116;1240973;11;20020201 12:04;P;;;;;;
D;116;1240973;11;20020201 12:04;V;;;;;;
B;116;1240986;12;20020201 12:04;;;5;CECILE ST;PARKES;2870;669.5;M;20010801;20010831;47500;Z;R;RESIDENCE;;AH;AC;;7982042;
C;116;1240986;12;20020201 12:04;1//609174;
D;116;1240986;12;20020201 12:04;P;;;;;;
D;116;1240986;12;20020201 12:04;P;;;;;;
D;116;1240986;12;20020201 12:04;V;;;;;;
B;116;1241398;13;20020201 12:04;;;;CLOSE ST;PARKES;2870;610.8;M;20011015;20011224;50000;Z;R;RESIDENCE;;AN;;;8312834;
C;116;1241398;13;20020201 12:04;1//852018;
D;116;1241398;13;20020201 12:04;P;;;;;;
D;116;1241398;13;20020201 12:04;P;;;;;;
D;116;1241398;13;20020201 12:04;V;;;;;;
D;116;1241398;13;20020201 12:04;V;;;;;;
B;116;1241922;14;20020201 12:04;;;95;DALTON ST;PARKES;2870;;;20011204;20020114;80000;Z;R;RESIDENCE;;AJ;;;8295804;
C;116;1241922;14;20020201 12:04;1//206521;
D;116;1241922;14;20020201 12:04;P;;;;;;
D;116;1241922;14;20020201 12:04;V;;;;;;
D;116;1241922;14;20020201 12:04;V;;;;;;
B;116;1241962;15;20020201 12:04;;;29;DANILENKO ST;PARKES;2870;760;M;20011019;20011130;150000;Z;R;RESIDENCE;;AA;;;8256716;
C;116;1241962;15;20020201 12:04;2//810845;
D;116;1241962;15;20020201 12:04;P;;;;;;
D;116;1241962;15;20020201 12:04;P;;;;;;
D;116;1241962;15;20020201 12:04;V;;;;;;
D;116;1241962;15;20020201 12:04;V;;;;;;
