A;RTSALEDATA;100;20250714 01:08;VALNET;
B;100;4161491;1;20250714 01:08;;1;177;TERRY ST;ALBION PARK;2527;;;20250604;20250709;735000;;R;RESIDENCE;1;;;;AV226268;
C;100;4161491;1;20250714 01:08;1/SP96026;
D;100;4161491;1;20250714 01:08;P;;;;;;
D;100;4161491;1;20250714 01:08;P;;;;;;
D;100;4161491;1;20250714 01:08;V;;;;;;
D;100;4161491;1;20250714 01:08;V;;;;;;
B;100;4132818;2;20250714 01:08;;;1;FARMGATE CRES;CALDERWOOD;2527;621.4;M;20250602;20250709;1480000;R1;R;RESIDENCE;;ARC;;;AV224804;
C;100;4132818;2;20250714 01:08;2047/1214796;
D;100;4132818;2;20250714 01:08;P;;;;;;
D;100;4132818;2;20250714 01:08;P;;;;;;
D;100;4132818;2;20250714 01:08;V;;;;;;
D;100;4132818;2;20250714 01:08;V;;;;;;
B;100;4615504;3;20250714 01:08;;;17;GROOM ST;CALDERWOOD;2527;254.8;M;20240212;20250702;337000;MU1;V;VACANT LAND;;SMU;;;AV207676;
C;100;4615504;3;20250714 01:08;6071/1296458;
D;100;4615504;3;20250714 01:08;P;;;;;;
D;100;4615504;3;20250714 01:08;P;;;;;;
D;100;4615504;3;20250714 01:08;V;;;;;;
B;100;4615561;4;20250714 01:08;;;;;CALDERWOOD;2527;;;20250428;20250704;405000;;V;VACANT LAND;;;;;AV216454;
C;100;4615561;4;20250714 01:08;6134/1296459;
D;100;4615561;4;20250714 01:08;P;;;;;;
D;100;4615561;4;20250714 01:08;V;;;;;;
B;100;4615616;5;20250714 01:08;;;;;CALDERWOOD;2527;;;20250501;20250704;355000;;V;VACANT LAND;;;;;AV216460;
C;100;4615616;5;20250714 01:08;6189/1296459;
D;100;4615616;5;20250714 01:08;P;;;;;;
D;100;4615616;5;20250714 01:08;V;;;;;;
B;100;4572842;6;20250714 01:08;;1;6;DOVERS AVE;ALBION PARK;2527;89;M;20250616;20250704;715000;;R;RESIDENCE;1;;;;AV215103;
C;100;4572842;6;20250714 01:08;1/SP108025;
D;100;4572842;6;20250714 01:08;P;;;;;;
D;100;4572842;6;20250714 01:08;P;;;;;;
D;100;4572842;6;20250714 01:08;V;;;;;;
B;100;4518846;7;20250714 01:08;;;93;THE PROMONTORY DRIVE;SHELL COVE;2529;284.9;M;20250523;20250707;1750000;R3;R;RESIDENCE;;AAY;;;AV218875;
C;100;4518846;7;20250714 01:08;6411/1271975;
D;100;4518846;7;20250714 01:08;P;;;;;;
D;100;4518846;7;20250714 01:08;V;;;;;;
B;100;4597563;8;20250714 01:08;;301;24;MARY ST;SHELLHARBOUR;2529;127;M;20250605;20250707;1025000;;R;RESIDENCE;13;;;;AV220708;
C;100;4597563;8;20250714 01:08;13/SP107982;
D;100;4597563;8;20250714 01:08;P;;;;;;
D;100;4597563;8;20250714 01:08;V;;;;;;
