A;620;20110801 02:38;VALNET;
B;620;1257096;1;20110801 02:38;;;9;WOODSIDE CL;MUDGEE;2850;951.7;M;20110602;20110714;390000;A;R;RESIDENCE;;AC;;0;AG388240;
C;620;1257096;1;20110801 02:38;8/871844;
D;620;1257096;1;20110801 02:38;P;;;;;;
D;620;1257096;1;20110801 02:38;V;;;;;;
D;620;1257096;1;20110801 02:38;V;;;;;;
B;620;1257154;2;20110801 02:38;GUNNA DOO;;1544;WINDEYER RD;WINDEYER;2850;1.214;H;20110326;20110509;3500;R;V;VACANT LAND;;ED;;0;AG371304;
C;620;1257154;2;20110801 02:38;71/756864;
D;620;1257154;2;20110801 02:38;P;;;;;;
D;620;1257154;2;20110801 02:38;P;;;;;;
D;620;1257154;2;20110801 02:38;V;;;;;;
B;620;1257169;3;20110801 02:38;MANGAROO;;2740;HILL END RD;AVISFORD;2850;9637;M;20110516;20110621;245000;R;R;RESIDENCE;;ED;;0;AG373704;
C;620;1257169;3;20110801 02:38;115/756864;
D;620;1257169;3;20110801 02:38;P;;;;;;
D;620;1257169;3;20110801 02:38;V;;;;;;
B;620;1258266;4;20110801 02:38;;;617;RIVERLEA RD;RIVERLEA;2850;14.28;H;20110531;20110712;280000;R;R;RESIDENCE;;EB;;0;AG371388;
C;620;1258266;4;20110801 02:38;29/253254;
D;620;1258266;4;20110801 02:38;P;;;;;;
D;620;1258266;4;20110801 02:38;V;;;;;;
B;620;1254665;5;20110801 02:38;;;25;GEORGE ST;MUDGEE;2850;980.1;M;20110615;20110715;215000;A;R;RESIDENCE;;AI;;0;AG381510;
C;620;1254665;5;20110801 02:38;A/161248;
D;620;1254665;5;20110801 02:38;P;;;;;;
D;620;1254665;5;20110801 02:38;V;;;;;;
B;620;1254819;6;20110801 02:38;;;171;GLADSTONE ST;MUDGEE;2850;1032;M;20110519;20110620;300000;A;R;RESIDENCE;;AF;;0;AG359414;
C;620;1254819;6;20110801 02:38;6/1/37804;
D;620;1254819;6;20110801 02:38;P;;;;;;
D;620;1254819;6;20110801 02:38;P;;;;;;
D;620;1254819;6;20110801 02:38;V;;;;;;
D;620;1254819;6;20110801 02:38;V;;;;;;
B;620;1258118;7;20110801 02:38;;;1194;COPE RD;COPE;2852;13.12;H;20110520;20110701;371000;R;R;RESIDENCE;;EB;;0;AG377298;
C;620;1258118;7;20110801 02:38;5/249220;
D;620;1258118;7;20110801 02:38;P;;;;;;
D;620;1258118;7;20110801 02:38;P;;;;;;
D;620;1258118;7;20110801 02:38;V;;;;;;
D;620;1258118;7;20110801 02:38;V;;;;;;
B;620;1258704;8;20110801 02:38;;;;CASTLEREAGH HWY;GALAMBINE;2850;48.56;H;20110521;20110708;245000;R;R;RESIDENCE;;EC;;0;AG368171;
C;620;1258704;8;20110801 02:38;11, 25/755431;
D;620;1258704;8;20110801 02:38;P;;;;;;
D;620;1258704;8;20110801 02:38;V;;;;;;
D;620;1258704;8;20110801 02:38;V;;;;;;
B;620;1258766;9;20110801 02:38;SPRING RIDGE;;1845;SPRING RIDGE RD;TALLAWANG;2852;328.99;H;20110513;20110624;1250000;R;3;RURAL LAND;;GA;;0;AG364851;
C;620;1258766;9;20110801 02:38;22/613344 87, 88/750780;
D;620;1258766;9;20110801 02:38;P;;;;;;
D;620;1258766;9;20110801 02:38;V;;;;;;
D;620;1258766;9;20110801 02:38;V;;;;;;
B;620;1258772;10;20110801 02:38;SPRING RIDGE;;1817;SPRING RIDGE RD;TALLAWANG;2852;328.6;H;20110513;20110624;1250000;R;3;RURAL LAND;;GA;;0;AG364851;
C;620;1258772;10;20110801 02:38;2/612712;
D;620;1258772;10;20110801 02:38;P;;;;;;
D;620;1258772;10;20110801 02:38;V;;;;;;
D;620;1258772;10;20110801 02:38;V;;;;;;
B;620;1261657;11;20110801 02:38;;;423;CARRAMAR RD;STUBBO;2852;13.43;H;20110603;20110708;155000;R;3;RURAL;;EA;;0;AG375744;
C;620;1261657;11;20110801 02:38;28/251839;
D;620;1261657;11;20110801 02:38;P;;;;;;
D;620;1261657;11;20110801 02:38;P;;;;;;
D;620;1261657;11;20110801 02:38;V;;;;;;
D;620;1261657;11;20110801 02:38;V;;;;;;
B;620;1262246;12;20110801 02:38;;;12;SLATE GULLY RD;WOLLAR;2850;10.11;H;20110705;20110708;110000;R;3;RURAL;;EB;;0;AG390187;
C;620;1262246;12;20110801 02:38;1/250053;
D;620;1262246;12;20110801 02:38;P;;;;;;
D;620;1262246;12;20110801 02:38;V;;;;;;
D;620;1262246;12;20110801 02:38;V;;;;;;
B;620;1262278;13;20110801 02:38;;;76;ARALUEN LANE;WOLLAR;2850;10.12;H;20110615;20110706;176000;R;3;RURAL;;EB;;0;AG377857;
C;620;1262278;13;20110801 02:38;41/250054;
D;620;1262278;13;20110801 02:38;P;;;;;;
D;620;1262278;13;20110801 02:38;V;;;;;;
D;620;1262278;13;20110801 02:38;V;;;;;;
B;620;1260522;14;20110801 02:38;HILLSIDE;;596;MOOLARBEN RD;MOOLARBEN;2850;396.26;H;20110120;20110531;1453000;R;3;FARM;;GB;;0;AG299887;
C;620;1260522;14;20110801 02:38;1, 2/115031 29, 47, 84, 85, 89, 98, 139, 140, 180, 218, 238, 260, 261/;
C;620;1260522;14;20110801 02:38;755442 PT 7009/1025321 Excluding Pt ML 1628 being 176/755442 & Pt 7009;
C;620;1260522;14;20110801 02:38;/1025321 Licence 198367 Permissive Occupancy 12214;
D;620;1260522;14;20110801 02:38;P;;;;;;
D;620;1260522;14;20110801 02:38;P;;;;;;
D;620;1260522;14;20110801 02:38;P;;;;;;
D;620;1260522;14;20110801 02:38;V;;;;;;
D;620;1260522;14;20110801 02:38;V;;;;;;
B;620;1280831;15;20110801 02:38;TANNHAUSEN;;109;MOUNT VIEW RD;CLANDULLA;2848;58.96;H;20110421;20110701;510000;R;3;FARM;;EE;;0;AG367520;
C;620;1280831;15;20110801 02:38;3/259893;
D;620;1280831;15;20110801 02:38;P;;;;;;
D;620;1280831;15;20110801 02:38;P;;;;;;
D;620;1280831;15;20110801 02:38;V;;;;;;
B;620;1281296;16;20110801 02:38;;;;COXS CREEK RD;COXS CREEK;2849;48.57;H;20110531;20110712;125000;R;R;RESIDENCE;;EF;;0;AG376410;
C;620;1281296;16;20110801 02:38;195, 196/755432;
D;620;1281296;16;20110801 02:38;P;;;;;;
D;620;1281296;16;20110801 02:38;P;;;;;;
D;620;1281296;16;20110801 02:38;V;;;;;;
B;620;3587039;17;20110801 02:38;;;2512;HENRY LAWSON DR;GULGONG;2852;97.73;H;20110429;20110610;320000;R;V;VACANT LAND;;GC;;0;AG366175;
C;620;3587039;17;20110801 02:38;411/755433;
D;620;3587039;17;20110801 02:38;P;;;;;;
D;620;3587039;17;20110801 02:38;P;;;;;;
D;620;3587039;17;20110801 02:38;V;;;;;;
B;620;3574054;18;20110801 02:38;;;14;TEBBUTT CT;MUDGEE;2850;933;M;20110322;20110518;120000;A;V;VACANT LAND;;AC;;0;AG368576;
C;620;3574054;18;20110801 02:38;22/1163433;
D;620;3574054;18;20110801 02:38;P;;;;;;
D;620;3574054;18;20110801 02:38;P;;;;;;
D;620;3574054;18;20110801 02:38;V;;;;;;
B;620;3592636;19;20110801 02:38;;;1740;HENRY LAWSON;ST FILLANS;2850;105.85;H;20110420;20110624;255674;;3;FARM;;;;0;AG349755;
C;620;3592636;19;20110801 02:38;282/755429 5/1160352;
D;620;3592636;19;20110801 02:38;P;;;;;;
D;620;3592636;19;20110801 02:38;V;;;;;;
B;620;3229439;20;20110801 02:38;;8;35;LAWSON ST;MUDGEE;2850;250;M;20110518;20110713;329000;;R;RESIDENCE;8;;;0;AG391437;
C;620;3229439;20;20110801 02:38;8/SP76419;
D;620;3229439;20;20110801 02:38;P;;;;;;
D;620;3229439;20;20110801 02:38;V;;;;;;
D;620;3229439;20;20110801 02:38;V;;;;;;
B;620;3277086;21;20110801 02:38;;;8;KING ST;MUDGEE;2850;817;M;20110608;20110713;389000;A;R;RESIDENCE;;AS;;0;AG385578;
C;620;3277086;21;20110801 02:38;15/1103231;
D;620;3277086;21;20110801 02:38;P;;;;;;
D;620;3277086;21;20110801 02:38;P;;;;;;
D;620;3277086;21;20110801 02:38;V;;;;;;
D;620;3277086;21;20110801 02:38;V;;;;;;
B;620;3304212;22;20110801 02:38;;;26;BATEMAN AVE;MUDGEE;2850;889;M;20100722;20110630;141000;A;V;VACANT LAND;;AC;;0;AG385532;
C;620;3304212;22;20110801 02:38;27/1109540;
D;620;3304212;22;20110801 02:38;P;;;;;;
D;620;3304212;22;20110801 02:38;V;;;;;;
B;620;3333460;23;20110801 02:38;;;16;SPRING RD;MUDGEE;2850;502;M;20110620;20110718;315525;A;R;RESIDENCE;;AC;;0;AG384037;
C;620;3333460;23;20110801 02:38;1/1116451;
D;620;3333460;23;20110801 02:38;P;;;;;;
D;620;3333460;23;20110801 02:38;V;;;;;;
Z;119;23;25;69;
